,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
75,uri,http://www.wikidata.org/entity/Q15615204,en,literal,SR Corporation,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-12-27T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
76,uri,http://www.wikidata.org/entity/Q211165,en,literal,Asiana Airlines,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647427,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-02-17T00:00:00Z,en,literal,Asiana Airlines Inc.,,,,,,,,,,,,,wd:Q884
77,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
78,uri,http://www.wikidata.org/entity/Q97750124,en,literal,Joobong,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
79,uri,http://www.wikidata.org/entity/Q16465976,en,literal,NH Media,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
80,uri,http://www.wikidata.org/entity/Q11233843,en,literal,TOP Media,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647661,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-07-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
81,uri,http://www.wikidata.org/entity/Q104541491,en,literal,Nimble Neuron,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q42108,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
82,uri,http://www.wikidata.org/entity/Q111628201,en,literal,Hubble,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
83,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
84,uri,http://www.wikidata.org/entity/Q7564197,en,literal,Soul Company,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
85,uri,http://www.wikidata.org/entity/Q61357127,en,literal,Dorothy Company,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
86,uri,http://www.wikidata.org/entity/Q492825,en,literal,Daily NK,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
87,uri,http://www.wikidata.org/entity/Q487590,en,literal,Yonhap Television News,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q22972674,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,ko,literal,주식회사 와이티엔,,,,,,,,,,,,,wd:Q884
88,uri,http://www.wikidata.org/entity/Q12599305,en,literal,Brand New Music,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
89,uri,http://www.wikidata.org/entity/Q5651426,en,literal,Hanwha Solutions,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q493630,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-04-27T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
90,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
91,uri,http://www.wikidata.org/entity/Q484047,en,literal,Hana Bank,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-30T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
92,uri,http://www.wikidata.org/entity/Q17990757,en,literal,Illionaire Records,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
93,uri,http://www.wikidata.org/entity/Q625631,en,literal,Jungle Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
94,uri,http://www.wikidata.org/entity/Q55736184,en,literal,Studio Santa Claus Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-08-12T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
95,uri,http://www.wikidata.org/entity/Q221869,en,literal,SsangYong,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,"http://www.wikidata.org/entity/Q42154, http://www.wikidata.org/entity/Q8684",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-03-04T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
96,uri,http://www.wikidata.org/entity/Q12600945,,literal,Q12600945,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20937,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-07-30T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
97,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
98,uri,http://www.wikidata.org/entity/Q100573246,en,literal,Vlending,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q21198548, http://www.wikidata.org/entity/Q867147",literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
99,uri,http://www.wikidata.org/entity/Q54553743,en,literal,JSL Company,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50388,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
100,uri,http://www.wikidata.org/entity/Q21554828,en,literal,IST Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-11-01T00:00:00Z,en,literal,"IST Entertainment, Inc",,,,,,,,,,,,,wd:Q884
101,uri,http://www.wikidata.org/entity/Q265176,en,literal,Hanwha Q CELLS,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11023,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,"http://www.wikidata.org/entity/Q294848, http://www.wikidata.org/entity/Q378967",http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
102,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q96,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
103,uri,http://www.wikidata.org/entity/Q28046466,en,literal,GOM & Company,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
104,uri,http://www.wikidata.org/entity/Q111040562,en,literal,FLO,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-12-11T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
105,uri,http://www.wikidata.org/entity/Q106967377,en,literal,FruitsFamily,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q484847",literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-06-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
106,uri,http://www.wikidata.org/entity/Q6451272,en,literal,CJ Cheil Jedang,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50441,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-11-01T00:00:00Z,ko,literal,씨제이제일제당 주식회사,,,,,,,,,,,,,wd:Q884
107,uri,http://www.wikidata.org/entity/Q4958352,en,literal,Brave Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
108,uri,http://www.wikidata.org/entity/Q928831,en,literal,Seoul Broadcasting System,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16093082,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-11-14T00:00:00Z,ko,literal,주식회사 에스비에스,,,,,,,,,,,,,wd:Q884
109,uri,http://www.wikidata.org/entity/Q489899,en,literal,OGN,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q300920,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
110,uri,http://www.wikidata.org/entity/Q64379373,en,literal,The Next Miami,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-04-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
111,uri,http://www.wikidata.org/entity/Q61100666,en,literal,MUN HWA IN,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-05-18T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
112,uri,http://www.wikidata.org/entity/Q31179353,en,literal,QUAN Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
113,uri,http://www.wikidata.org/entity/Q31179359,en,literal,KQ Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
114,uri,http://www.wikidata.org/entity/Q18351757,en,literal,Digipedi,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q60061622,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
115,uri,http://www.wikidata.org/entity/Q483971,en,literal,Stone Music Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,http://www.wikidata.org/entity/Q56063989,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-10-01T00:00:00Z,ko,literal,주식회사 스톤뮤직엔터테인먼트,,,,,,,,,,,,,wd:Q884
116,uri,http://www.wikidata.org/entity/Q112650982,en,literal,Pictionary Art Factory,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11425,literal,,literal,,literal,http://www.wikidata.org/entity/Q42124,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-03-01T00:00:00Z,ko,literal,픽셔너리 아트팩토리,,,,,,,,,,,,,wd:Q884
117,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
118,uri,http://www.wikidata.org/entity/Q213147,en,literal,Korean Air,uri,http://www.wikidata.org/entity/Q884,literal,,literal,http://www.wikidata.org/entity/Q18648498,literal,,literal,http://www.wikidata.org/entity/Q2647541,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-03-01T00:00:00Z,en,literal,"Korean Air Lines Co., Ltd.",,,,,,,,,,,,,wd:Q884
119,uri,http://www.wikidata.org/entity/Q108471160,en,literal,Highline Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
120,uri,http://www.wikidata.org/entity/Q484449,en,literal,Cube Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q19595701, http://www.wikidata.org/entity/Q638",literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,53,,,,,,,,,,wd:Q884
121,uri,http://www.wikidata.org/entity/Q12581039,en,literal,FNC Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,http://www.wikidata.org/entity/Q12624119,literal,,literal,http://www.wikidata.org/entity/Q2647706,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-12-14T00:00:00Z,ko,literal,주식회사 에프엔씨엔터테인먼트,,,,,,,,,,,,,wd:Q884
122,uri,http://www.wikidata.org/entity/Q17278347,en,literal,Pan Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-03-04T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
123,uri,http://www.wikidata.org/entity/Q16164229,en,literal,Management Koo,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
124,uri,http://www.wikidata.org/entity/Q498825,en,literal,Korean Broadcasting System,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q26398,literal,,literal,,literal,http://www.wikidata.org/entity/Q11259935,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-03-03T00:00:00Z,en,literal,Korean Broadcasting System,,,,,,,,,,,,,wd:Q884
125,uri,http://www.wikidata.org/entity/Q12581771,en,literal,SALT Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q50411,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,ko,literal,주식회사 솔트엔터테인먼트,,,,,,,,,,,,,wd:Q884
126,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
127,uri,http://www.wikidata.org/entity/Q12591271,en,literal,Daegu Metropolitan Transit Corporation,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q5503,literal,,literal,,literal,http://www.wikidata.org/entity/Q50370,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
128,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
129,uri,http://www.wikidata.org/entity/Q483018,en,literal,Nong Shim Ltd.,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-09-18T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
130,uri,http://www.wikidata.org/entity/Q21709935,en,literal,Source Music,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
131,uri,http://www.wikidata.org/entity/Q21554828,en,literal,IST Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,en,literal,"IST Entertainment, Inc",,,,,,,,,,,,,wd:Q884
132,uri,http://www.wikidata.org/entity/Q104813957,en,literal,Alliance Française Busan,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
133,uri,http://www.wikidata.org/entity/Q6987076,en,literal,Nega Network,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
134,uri,http://www.wikidata.org/entity/Q104759461,en,literal,Cassel Games,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
135,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
136,uri,http://www.wikidata.org/entity/Q109412758,en,literal,S2 Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20398,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
137,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
138,uri,http://www.wikidata.org/entity/Q483238,en,literal,JYP Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q638,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647706,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-04-25T00:00:00Z,ko,literal,주식회사 제이와이피엔터테인먼트,,,,,,,,,,,,,wd:Q884
139,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
140,uri,http://www.wikidata.org/entity/Q493145,en,literal,SK Telecom,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q50441,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,en,literal,"SK Telecom Co., Ltd.",http://www.w3.org/2001/XMLSchema#decimal,literal,20955,,,,,,,,,,wd:Q884
141,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
142,uri,http://www.wikidata.org/entity/Q15730367,en,literal,Next Entertainment World,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647625,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
143,uri,http://www.wikidata.org/entity/Q487230,en,literal,Shinhan Bank,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1897-01-01T00:00:00Z,en,literal,"Shinhan Bank Co., Ltd",,,,,,,,,,,,,wd:Q884
144,uri,http://www.wikidata.org/entity/Q65233413,en,literal,WAVVE,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q24887239, http://www.wikidata.org/entity/Q220499",literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-09-18T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
145,uri,http://www.wikidata.org/entity/Q482539,en,literal,"Fila, Inc.",uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q645292,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
146,uri,http://www.wikidata.org/entity/Q16850770,en,literal,J. Tune Camp,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647661,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
