,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
147,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
148,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
149,uri,http://www.wikidata.org/entity/Q12626105,en,literal,Hook Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-07-02T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
150,uri,http://www.wikidata.org/entity/Q16179450,en,literal,"Yongsang Publising Media, Inc",uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20934,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
151,uri,http://www.wikidata.org/entity/Q112650982,en,literal,Pictionary Art Factory,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11425,literal,,literal,,literal,http://www.wikidata.org/entity/Q42124,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-03-01T00:00:00Z,en,literal,Pictionary Art Factory,,,,,,,,,,,,,wd:Q884
152,uri,http://www.wikidata.org/entity/Q12595017,en,literal,Money Today,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
153,uri,http://www.wikidata.org/entity/Q43396567,en,literal,Artist Company,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
154,uri,http://www.wikidata.org/entity/Q31178910,en,literal,Million Market,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-08-25T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
155,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
156,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
157,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
158,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
159,uri,http://www.wikidata.org/entity/Q490371,en,literal,e-mart,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
160,uri,http://www.wikidata.org/entity/Q492718,en,literal,Megabox,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
161,uri,http://www.wikidata.org/entity/Q429296,en,literal,MBK Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647548,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
162,uri,http://www.wikidata.org/entity/Q10855572,en,literal,The Kukmin Daily,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-12-10T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
163,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
164,uri,http://www.wikidata.org/entity/Q16261797,en,literal,Star J Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
165,uri,http://www.wikidata.org/entity/Q12607562,en,literal,YP Books,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q998426,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
166,uri,http://www.wikidata.org/entity/Q489308,en,literal,Hankook Ilbo,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-06-09T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
167,uri,http://www.wikidata.org/entity/Q16166252,en,literal,Samsung Securities,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-10-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
168,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
169,uri,http://www.wikidata.org/entity/Q24856702,en,literal,MUSIC WORKS,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
170,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
171,uri,http://www.wikidata.org/entity/Q29514946,en,literal,MNH Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,"http://www.wikidata.org/entity/Q50388, http://www.wikidata.org/entity/Q8684",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-11-18T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
172,uri,http://www.wikidata.org/entity/Q490142,en,literal,Amorepacific Corporation,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q55732357,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-06-01T00:00:00Z,en,literal,Amorepacific Corporation,,,,,,,,,,,,,wd:Q884
173,uri,http://www.wikidata.org/entity/Q255363,en,literal,Starship Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
174,uri,http://www.wikidata.org/entity/Q20716,en,literal,Samsung,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q778575,literal,,literal,,literal,http://www.wikidata.org/entity/Q489221,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,590000,,,,,,,,,,wd:Q884
175,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
176,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
177,uri,http://www.wikidata.org/entity/Q109516686,en,literal,Five & Six International,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-06-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
178,uri,http://www.wikidata.org/entity/Q482539,en,literal,"Fila, Inc.",uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q645292,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
179,uri,http://www.wikidata.org/entity/Q563107,en,literal,Hanwha Aerospace,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q2876213,literal,,literal,,literal,http://www.wikidata.org/entity/Q884,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
180,uri,http://www.wikidata.org/entity/Q18512104,en,literal,J Planet Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
181,uri,http://www.wikidata.org/entity/Q625647,en,literal,Netmarble,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q884,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
182,uri,http://www.wikidata.org/entity/Q108846027,en,literal,Green Narae Media,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
183,uri,http://www.wikidata.org/entity/Q21554828,en,literal,IST Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-11-01T00:00:00Z,ko,literal,아이에스티엔터테인먼트,,,,,,,,,,,,,wd:Q884
184,uri,http://www.wikidata.org/entity/Q30947704,en,literal,Yuleum Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-05-08T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
185,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
186,uri,http://www.wikidata.org/entity/Q39949,en,literal,KAIST,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20921,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-02-16T00:00:00Z,ko,literal,한국과학기술원,,,,,,,,,,,,,wd:Q884
187,uri,http://www.wikidata.org/entity/Q162345,en,literal,LG Electronics,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q212920,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-10-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,90578,,,,,,,,,,wd:Q884
188,uri,http://www.wikidata.org/entity/Q16167317,en,literal,C9 Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
189,uri,http://www.wikidata.org/entity/Q493145,en,literal,SK Telecom,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q50441,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,ko,literal,에스케이텔레콤 주식회사,http://www.w3.org/2001/XMLSchema#decimal,literal,20955,,,,,,,,,,wd:Q884
190,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
191,uri,http://www.wikidata.org/entity/Q31179052,en,literal,Nepa,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
192,uri,http://www.wikidata.org/entity/Q483903,en,literal,The Joong-ang Ilbo,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-09-22T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
193,uri,http://www.wikidata.org/entity/Q562824,en,literal,The Korea Herald,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
194,uri,http://www.wikidata.org/entity/Q35349,en,literal,Kia,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-12-21T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
195,uri,http://www.wikidata.org/entity/Q484872,en,literal,Jin Air,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50192,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,en,literal,"Jin Air Co., Ltd.",,,,,,,,,,,,,wd:Q884
196,uri,http://www.wikidata.org/entity/Q113820258,en,literal,WILD Group,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
197,uri,http://www.wikidata.org/entity/Q18648265,en,literal,Blossom Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q8828311,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-03-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
198,uri,http://www.wikidata.org/entity/Q29311,en,literal,Hyundai,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
199,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
200,uri,http://www.wikidata.org/entity/Q104787825,en,literal,Abyss Company,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
201,uri,http://www.wikidata.org/entity/Q61410007,en,literal,P Nation,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-24T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
202,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,wd:Q884
203,uri,http://www.wikidata.org/entity/Q498825,en,literal,Korean Broadcasting System,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q26398,literal,,literal,,literal,http://www.wikidata.org/entity/Q11259935,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-03-03T00:00:00Z,ko,literal,한국방송공사,,,,,,,,,,,,,wd:Q884
204,uri,http://www.wikidata.org/entity/Q12580836,en,literal,CU,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q7361709,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
205,uri,http://www.wikidata.org/entity/Q5459069,en,literal,Busan Transportation Corporation,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q5503,literal,,literal,,literal,http://www.wikidata.org/entity/Q16520,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
206,uri,http://www.wikidata.org/entity/Q54485190,en,literal,MLD Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
207,uri,http://www.wikidata.org/entity/Q6872554,en,literal,Mirae Asset Group,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
208,uri,http://www.wikidata.org/entity/Q333206,en,literal,Yonhap News Agency,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36929,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-12-19T00:00:00Z,ko,literal,주식회사 연합뉴스,,,,,,,,,,,,,wd:Q884
209,uri,http://www.wikidata.org/entity/Q55726679,en,literal,Gen.G,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
210,uri,http://www.wikidata.org/entity/Q489905,en,literal,Lotte Department Store,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
211,uri,http://www.wikidata.org/entity/Q928831,en,literal,Seoul Broadcasting System,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16093082,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-11-14T00:00:00Z,en,literal,Seoul Broadcasting System,,,,,,,,,,,,,wd:Q884
212,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,wd:Q884
213,uri,http://www.wikidata.org/entity/Q106636398,en,literal,MyDoll Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q19595701, http://www.wikidata.org/entity/Q746359",literal,http://www.wikidata.org/entity/Q111660992,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
214,uri,http://www.wikidata.org/entity/Q28685845,en,literal,The Shore Hotel Jeju,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,en,literal,Hyatt Regency Jeju,,,,,,,,,,,,,wd:Q884
215,uri,http://www.wikidata.org/entity/Q497170,en,literal,Kyunghyang Shinmun,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
216,uri,http://www.wikidata.org/entity/Q65266336,en,literal,Swing Entertainment,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-06-08T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
217,uri,http://www.wikidata.org/entity/Q12599801,en,literal,Soundholic,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,,,,,,,,,,wd:Q884
