,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,country
0,uri,http://www.wikidata.org/entity/Q1877680,en,literal,LUSAKA STOCK EXCHANGE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q953,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3881,literal,,,,,wd:Q953
1,uri,http://www.wikidata.org/entity/Q806694,en,literal,Bank of Zambia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q953,literal,,literal,,literal,http://www.wikidata.org/entity/Q28718255,literal,http://www.wikidata.org/entity/Q3881,literal,,,,,wd:Q953
2,uri,http://www.wikidata.org/entity/Q77418726,en,literal,Hilton Garden Inn Lusaka Society Business Park,,,,uri,http://www.wikidata.org/entity/Q953,literal,,literal,,literal,,literal,,literal,,en,literal,Hilton Garden Inn Lusaka Society Business Park,wd:Q953
