,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,country
0,uri,http://www.wikidata.org/entity/Q387901,en,literal,Afriqiyah Airways,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1016,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3579,literal,,wd:Q1016
1,uri,http://www.wikidata.org/entity/Q24707852,en,literal,Libyan Post Telecommunications & Information Technology Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1016,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q3579, http://www.wikidata.org/entity/Q233",literal,,wd:Q1016
