,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,profit.datatype,profit.type,profit.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
173,uri,http://www.wikidata.org/entity/Q26721090,en,literal,Virum-Sorgenfri Cykler,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-12-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2315179,literal,,,,,,,,,,,,,,,,,wd:Q35
174,uri,http://www.wikidata.org/entity/Q63753939,en,literal,Donkey Republic,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q10611118,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
175,uri,http://www.wikidata.org/entity/Q761660,en,literal,Dagbladet Information,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1252000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,64989000,,,,,,,wd:Q35
176,uri,http://www.wikidata.org/entity/Q60221065,en,literal,GONZO,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
177,uri,http://www.wikidata.org/entity/Q63456099,,literal,Q63456099,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
178,uri,http://www.wikidata.org/entity/Q12307235,en,literal,Danish Association of Lawyers and Economists,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
179,uri,http://www.wikidata.org/entity/Q16324224,en,literal,Nordic Aviation Capital,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1701099,literal,,,,,,,,,,,,,,,,,wd:Q35
180,uri,http://www.wikidata.org/entity/Q12307383,en,literal,Danish Bibliographic Centre,http://www.w3.org/2001/XMLSchema#decimal,literal,160,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-04-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q28143,literal,,,,,,,,,,,,,,,,,wd:Q35
181,uri,http://www.wikidata.org/entity/Q93221063,en,literal,Rockfon,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2248624,literal,,,,,,,,,,,,,,,,,wd:Q35
182,uri,http://www.wikidata.org/entity/Q3558125,en,literal,Vifa,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q949552,literal,,,,,,,,,,,,,,,,,wd:Q35
183,uri,http://www.wikidata.org/entity/Q1777879,en,literal,Copenhagen Air Taxi,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26563,literal,,,,,,,,,,,,,,,,,wd:Q35
184,uri,http://www.wikidata.org/entity/Q703620,en,literal,Copenhagen Business School,http://www.w3.org/2001/XMLSchema#decimal,literal,2207,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
185,uri,http://www.wikidata.org/entity/Q110516569,en,literal,Firi,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q100269062, http://www.wikidata.org/entity/Q13479982, http://www.wikidata.org/entity/Q5340806, http://www.wikidata.org/entity/Q319622, http://www.wikidata.org/entity/Q4290",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
186,uri,http://www.wikidata.org/entity/Q113095318,,literal,Q113095318,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
187,uri,http://www.wikidata.org/entity/Q15222783,en,literal,Alsie Express,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-05-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1432970,literal,,,,,,,,,,,,,,,,,wd:Q35
188,uri,http://www.wikidata.org/entity/Q16950788,en,literal,Space Copenhagen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
189,uri,http://www.wikidata.org/entity/Q868259,en,literal,Vestas,http://www.w3.org/2001/XMLSchema#decimal,literal,15000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q8024050,literal,,literal,,literal,http://www.wikidata.org/entity/Q25319,literal,http://www.wikidata.org/entity/Q1969854,,,,,,,,,,,,,,,,wd:Q35
190,uri,http://www.wikidata.org/entity/Q99543806,en,literal,GlobalConnect Denmark,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-08-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q12315853,literal,,,,,,,,,,,,,,,,,wd:Q35
191,uri,http://www.wikidata.org/entity/Q1480395,en,literal,føtex,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q5964801,literal,http://www.wikidata.org/entity/Q492820,,,,,,,,,,,,,,,,wd:Q35
192,uri,http://www.wikidata.org/entity/Q12309273,en,literal,ESVAGT,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-05-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26234,literal,,,,,,,,,,,,,,,,,wd:Q35
193,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,nl,literal,Omoda,,,,,,,,,,wd:Q35
194,uri,http://www.wikidata.org/entity/Q63229950,en,literal,Tonic Games,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-11-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q27168,literal,,,,,,,,,,,,,,,,,wd:Q35
195,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,da,literal,Omoda,,,,,,,,,,wd:Q35
196,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,,,,ar,literal,منظمة الصحة العالمية,,,,,,,,,,wd:Q35
197,uri,http://www.wikidata.org/entity/Q99479728,en,literal,ThroughLine Games,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
198,uri,http://www.wikidata.org/entity/Q110510457,en,literal,Din Bilpartner,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q1310967,literal,,literal,,literal,http://www.wikidata.org/entity/Q25331,literal,,,,,,,,,,,,,,,,,wd:Q35
199,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,,,,zh-hans,literal,世界卫生组织,,,,,,,,,,wd:Q35
200,uri,http://www.wikidata.org/entity/Q12309273,en,literal,ESVAGT,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26234,literal,,,,,,,,,,,,,,,,,wd:Q35
201,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,,,,fr,literal,Organisation mondiale de la Santé,,,,,,,,,,wd:Q35
202,uri,http://www.wikidata.org/entity/Q112874046,en,literal,Global Reach Aviation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1701099,literal,,,,,,,,,,,,,,,,,wd:Q35
203,uri,http://www.wikidata.org/entity/Q12334069,,literal,Q12334069,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
204,uri,http://www.wikidata.org/entity/Q5208470,en,literal,Dagbladet Børsen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
205,uri,http://www.wikidata.org/entity/Q28874357,en,literal,D4Tec,http://www.w3.org/2001/XMLSchema#decimal,literal,7,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-08-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25410,literal,,,,,,,,,,,,,,,,,wd:Q35
206,uri,http://www.wikidata.org/entity/Q63057803,,literal,Q63057803,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
207,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q928,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,,,,es,literal,Organización Mundial de la Salud,,,,,,,,,,wd:Q35
208,uri,http://www.wikidata.org/entity/Q4994590,en,literal,Danish Medical Association,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
209,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,,,,nl,literal,Euronext N.V.,,,,,,,,,,wd:Q35
210,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,de,literal,Omoda,,,,,,,,,,wd:Q35
211,uri,http://www.wikidata.org/entity/Q3364464,en,literal,Nets Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q1956140,literal,http://www.wikidata.org/entity/Q28887823,literal,,literal,http://www.wikidata.org/entity/Q28143,literal,,,,,,,,,,,,,,,,,wd:Q35
212,uri,http://www.wikidata.org/entity/Q114961084,en,literal,Hafnium Labs,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
213,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q191,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,,,,wd:Q35
214,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,,,,wd:Q35
215,uri,http://www.wikidata.org/entity/Q12317296,en,literal,Hilton Copenhagen Airport,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,da,literal,Hilton Copenhagen Airport,,,,,,,,,,wd:Q35
216,uri,http://www.wikidata.org/entity/Q66625502,en,literal,Asilia Media,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
217,uri,http://www.wikidata.org/entity/Q7894055,en,literal,Universal Robots,http://www.w3.org/2001/XMLSchema#decimal,literal,620,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q184199,literal,"http://www.wikidata.org/entity/Q105744397, http://www.wikidata.org/entity/Q63341599, http://www.wikidata.org/entity/Q105744027",literal,,literal,http://www.wikidata.org/entity/Q25331,literal,,,,,,,,,,,,,,,,,wd:Q35
218,uri,http://www.wikidata.org/entity/Q108899764,en,literal,Bromølle Kro,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
219,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,,,,wd:Q35
220,uri,http://www.wikidata.org/entity/Q15139453,en,literal,Norwegian Long Haul,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q1757562,literal,http://www.wikidata.org/entity/Q76340270,literal,,literal,http://www.wikidata.org/entity/Q57076,literal,,,,,,,,,,,,,,,,,wd:Q35
221,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,,,,nl,literal,Euronext N.V.,,,,,,,,,,wd:Q35
222,uri,http://www.wikidata.org/entity/Q1772027,en,literal,Tryg,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q2518196,literal,,literal,,literal,http://www.wikidata.org/entity/Q28143,literal,,,,,,,,,,,,,,,,,wd:Q35
223,uri,http://www.wikidata.org/entity/Q1772027,en,literal,Tryg,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q2518196,literal,,literal,,literal,http://www.wikidata.org/entity/Q28143,literal,,,,,,,,,,,,,,,,,wd:Q35
224,uri,http://www.wikidata.org/entity/Q72930602,en,literal,Mikkeller Odense,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
225,uri,http://www.wikidata.org/entity/Q83824,en,literal,DSB,http://www.w3.org/2001/XMLSchema#decimal,literal,6866,http://www.w3.org/2001/XMLSchema#dateTime,literal,1885-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,"http://www.wikidata.org/entity/Q20999, http://www.wikidata.org/entity/Q1748",literal,,,,,,,,,,,,,,,,,wd:Q35
226,uri,http://www.wikidata.org/entity/Q41171373,en,literal,ALDI Nord,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q35
227,uri,http://www.wikidata.org/entity/Q3437039,en,literal,Cloetta,http://www.w3.org/2001/XMLSchema#decimal,literal,2600,http://www.w3.org/2001/XMLSchema#dateTime,literal,1862-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,http://www.wikidata.org/entity/Q5159627,literal,,literal,,literal,http://www.wikidata.org/entity/Q1754,literal,,,,,,,,,,,,,,,,,wd:Q35
228,uri,http://www.wikidata.org/entity/Q16944386,en,literal,Nordea Bank Danmark A/S,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
229,uri,http://www.wikidata.org/entity/Q15139453,en,literal,Norwegian Long Haul,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q1757562,literal,http://www.wikidata.org/entity/Q76340270,literal,,literal,http://www.wikidata.org/entity/Q57076,literal,,,,,,,,,,,,,,,,,wd:Q35
230,uri,http://www.wikidata.org/entity/Q3643910,en,literal,The Copenhagen Post,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
231,uri,http://www.wikidata.org/entity/Q12329203,,literal,Q12329203,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-10-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25410,literal,,,,,,,,,,,,,,,,,wd:Q35
232,uri,http://www.wikidata.org/entity/Q3437039,en,literal,Cloetta,http://www.w3.org/2001/XMLSchema#decimal,literal,2600,http://www.w3.org/2001/XMLSchema#dateTime,literal,1862-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q5159627,literal,,literal,,literal,http://www.wikidata.org/entity/Q1754,literal,,,,,,,,,,,,,,,,,wd:Q35
233,uri,http://www.wikidata.org/entity/Q456247,en,literal,Dynaudio,http://www.w3.org/2001/XMLSchema#decimal,literal,200,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q503379,literal,,,,,,,,,,,,,,,,,wd:Q35
234,uri,http://www.wikidata.org/entity/Q26697880,en,literal,Louis Nielsen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25410,literal,,,,,,,,,,,,,,,,,wd:Q35
235,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,,,,nl,literal,Euronext N.V.,,,,,,,,,,wd:Q35
236,uri,http://www.wikidata.org/entity/Q57496150,,literal,Q57496150,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1940-02-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3196726,literal,,,,,,,,,,,,,,,,,wd:Q35
237,uri,http://www.wikidata.org/entity/Q61061742,,literal,Q61061742,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
238,uri,http://www.wikidata.org/entity/Q42344987,en,literal,CeramicSpeed,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q27678,literal,,,,,,,,,,,,,,,,,wd:Q35
239,uri,http://www.wikidata.org/entity/Q1280255,en,literal,ECCO,http://www.w3.org/2001/XMLSchema#decimal,literal,16328,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q707320,literal,,,,,,,,,,,,,,,,,wd:Q35
240,uri,http://www.wikidata.org/entity/Q15139453,en,literal,Norwegian Long Haul,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1757562,literal,http://www.wikidata.org/entity/Q76340270,literal,,literal,http://www.wikidata.org/entity/Q57076,literal,,,,,,,,,,,,,,,,,wd:Q35
241,uri,http://www.wikidata.org/entity/Q790020,en,literal,Bang & Olufsen,http://www.w3.org/2001/XMLSchema#decimal,literal,2046,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-11-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q1797189,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3045500000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1421600000,wd:Q35
242,uri,http://www.wikidata.org/entity/Q41171373,en,literal,ALDI Nord,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,wd:Q35
243,uri,http://www.wikidata.org/entity/Q674575,en,literal,Arla Foods,http://www.w3.org/2001/XMLSchema#decimal,literal,18112,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1860611, http://www.wikidata.org/entity/Q25319",literal,,,,,,,,,,,,,,,,,wd:Q35
244,uri,http://www.wikidata.org/entity/Q66827506,en,literal,Restaurant Under Uret,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
245,uri,http://www.wikidata.org/entity/Q12333786,en,literal,Rosinante & Co,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6747143,literal,,,,,,,,,,,,,,,,,wd:Q35
246,uri,http://www.wikidata.org/entity/Q12307011,en,literal,Dagens Medicin,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
247,uri,http://www.wikidata.org/entity/Q27941318,en,literal,Westergaards Hotel,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
248,uri,http://www.wikidata.org/entity/Q107548768,en,literal,Villa Gallina,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
249,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,nl,literal,Omoda,,,,,,,,,,wd:Q35
250,uri,http://www.wikidata.org/entity/Q107120126,en,literal,Tunnel Vision Games,http://www.w3.org/2001/XMLSchema#decimal,literal,6,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q25410,literal,,,,,,,,,,,,,,,,,wd:Q35
