,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
40,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528, http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,mul,literal,Trendad,http://www.w3.org/2001/XMLSchema#decimal,literal,503,http://www.w3.org/2001/XMLSchema#decimal,literal,17000000,wd:Q1028
41,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528, http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,mul,literal,Trendad,http://www.w3.org/2001/XMLSchema#decimal,literal,230,http://www.w3.org/2001/XMLSchema#decimal,literal,6000000,wd:Q1028
42,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1041,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,,,,wd:Q1028
43,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,"http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260, http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,ar,literal,ترنداد,http://www.w3.org/2001/XMLSchema#decimal,literal,503,http://www.w3.org/2001/XMLSchema#decimal,literal,26000000,wd:Q1028
44,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260, http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,mul,literal,Trendad,http://www.w3.org/2001/XMLSchema#decimal,literal,230,http://www.w3.org/2001/XMLSchema#decimal,literal,26000000,wd:Q1028
45,uri,http://www.wikidata.org/entity/Q2829178,en,literal,Akwa Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q7903,literal,,,,,,,,,,,wd:Q1028
46,uri,http://www.wikidata.org/entity/Q56240889,en,literal,Hmizate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q56611700,literal,,literal,,literal,http://www.wikidata.org/entity/Q7903,literal,,,,,,,,,,,wd:Q1028
47,uri,http://www.wikidata.org/entity/Q2883441,en,literal,People's Bank of Morocco,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-05-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q7903,literal,,,,,,,,,,,wd:Q1028
48,uri,http://www.wikidata.org/entity/Q2871743,en,literal,Aujourd'hui Le Maroc,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7903,literal,,,,,,,,,,,wd:Q1028
49,uri,http://www.wikidata.org/entity/Q28789756,en,literal,Hilton Garden Inn Tanger City Center,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,,literal,,en,literal,Hilton Garden Inn Tanger City Center,,,,,,,wd:Q1028
50,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528, http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,mul,literal,Trendad,http://www.w3.org/2001/XMLSchema#decimal,literal,503,http://www.w3.org/2001/XMLSchema#decimal,literal,17000000,wd:Q1028
51,uri,http://www.wikidata.org/entity/Q114666905,en,literal,Alsa Tanger,,,,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q2516512,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q1028
52,uri,http://www.wikidata.org/entity/Q111515591,en,literal,Paramegador,,,,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80985,literal,,,,,,,,,,,wd:Q1028
53,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,"http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260, http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,mul,literal,Trendad,http://www.w3.org/2001/XMLSchema#decimal,literal,230,http://www.w3.org/2001/XMLSchema#decimal,literal,26000000,wd:Q1028
54,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528, http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,mul,literal,Trendad,http://www.w3.org/2001/XMLSchema#decimal,literal,621,http://www.w3.org/2001/XMLSchema#decimal,literal,6000000,wd:Q1028
55,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,,,,wd:Q1028
56,uri,http://www.wikidata.org/entity/Q97304034,en,literal,Walveey,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q1028
57,uri,http://www.wikidata.org/entity/Q114707454,en,literal,ALSA Agadir,,,,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q2516512,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q1028
58,uri,http://www.wikidata.org/entity/Q45472344,en,literal,Hilton Tanger City Center Hotel & Residences,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q1028
59,uri,http://www.wikidata.org/entity/Q3349576,en,literal,Office de la formation professionnelle et de la promotion du travail,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q1028
60,uri,http://www.wikidata.org/entity/Q3197636,en,literal,KITEA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q7903,literal,,,,,,,,,,,wd:Q1028
61,uri,http://www.wikidata.org/entity/Q110969032,en,literal,Trendad,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q1540863, http://www.wikidata.org/entity/Q1323528, http://www.wikidata.org/entity/Q1058914, http://www.wikidata.org/entity/Q20031260",literal,,literal,,literal,http://www.wikidata.org/entity/Q3551,literal,,ar,literal,ترنداد,http://www.w3.org/2001/XMLSchema#decimal,literal,230,http://www.w3.org/2001/XMLSchema#decimal,literal,6000000,wd:Q1028
62,uri,http://www.wikidata.org/entity/Q1360237,en,literal,Mohammed V University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,,literal,,ar,literal,جَامِعَة مُحَمَّد الْخَامِس,,,,,,,wd:Q1028
63,uri,http://www.wikidata.org/entity/Q4808310,en,literal,Assabah,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7903,literal,,,,,,,,,,,wd:Q1028
64,uri,http://www.wikidata.org/entity/Q19893933,en,literal,Amanjena,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1028,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q1028
