id,name,start_date
Q116696997,MINU,2016-01-01T00:00:00Z
Q114969829,thatcoupongirl.com,
Q109295941,bTaskee,2016-01-01T00:00:00Z
Q108096250,Thethao247,2015-01-01T00:00:00Z
Q28752772,Amanoi,2013-09-01T00:00:00Z
Q2819353,AREP,1997-01-01T00:00:00Z
Q113858405,Hello Health Group,2015-01-01T00:00:00Z
Q122922491,Indochina Research,1994-01-01T00:00:00Z
Q28972626,RaboMark,2016-01-25T00:00:00Z
Q60245505,WinMart,2014-11-20T00:00:00Z
Q104533826,Vietravel Airlines,
Q55083418,Beta Corp,2014-09-08T00:00:00Z
Q116846104,Cerave Skincare in Vietnam,
Q10825953,Vietnam News Agency,1945-01-01T00:00:00Z
Q101575325,Saigon Joint Stock Commercial Bank,2012-01-01T00:00:00Z
Q63864181,Cộng Cà Phê,2007-01-01T00:00:00Z
Q63371124,Guardian,
Q19893327,Masan Group,1996-01-01T00:00:00Z
Q10832302,VTV9,
Q116149665,Pierce Visual Works Vina,2018-10-01T00:00:00Z
Q20984297,Sendo.vn,2012-01-01T00:00:00Z
Q115806132,ZIM Academy,
Q174386,Vietnam Airlines,1956-01-01T00:00:00Z
Q10832301,VTV6,
Q1924723,Agribank,1988-03-26T00:00:00Z
Q16480856,HTV Thể Thao,
Q96053262,Liberal Publishing House,2019-01-01T00:00:00Z
Q115324413,Pharmacity,2011-01-01T00:00:00Z
Q5873970,Ho Chi Minh City Television,1975-05-01T00:00:00Z
Q843490,VNG,2004-09-09T00:00:00Z
Q111086347,ITD Vietnam,2005-01-01T00:00:00Z
Q124661868,Fiancé Media,2016-01-01T00:00:00Z
Q124334320,Q124334320,2018-01-01T00:00:00Z
Q124373184,GTNFOODS Joint Stock Company,2011-01-01T00:00:00Z
Q123493815,Viettel Store,
Q108440424,Hưng Thịnh,2002-01-01T00:00:00Z
Q1435010,Luxoft,2000-01-01T00:00:00Z
Q115327101,Bach Hoa XANH,
Q123467587,Shoptocdo,
Q122258583,4T Flower,
Q51779763,Bamboo Airways,2018-01-01T00:00:00Z
Q69383317,Waka,2014-01-01T00:00:00Z
Q6122995,Vietcombank,1962-01-01T00:00:00Z
Q29946462,Savills Vietnam,1995-01-01T00:00:00Z
Q16479983,Mobile World Group,2004-01-01T00:00:00Z
Q63863118,Pho 24,
Q10837226,Yeah1TV,
Q5759361,Highlands Coffee,1998-01-01T00:00:00Z
Q55190480,CANIFA,1997-01-01T00:00:00Z
Q1003180,Bank for Investment and Development of Vietnam,1957-04-26T00:00:00Z
Q86010050,Mua & Ban,1998-01-01T00:00:00Z
Q27684220,Hai Au Aviation Joint Stock Company,
Q61127290,K+,
Q56660561,VinFast,2017-06-01T00:00:00Z
Q113236478,WinMart+,
Q1522776,Vietnam Television,1970-09-07T00:00:00Z
Q72177165,PNJ Watch,2018-01-01T00:00:00Z
Q57395167,Viglobe,
Q744171,OnLive,2023-01-01T00:00:00Z
Q111527166,Tiki,
