id,name,start_date
Q17103499,MedicAlert,1956-01-01T00:00:00Z
Q1025119,Reserve Bank of Zimbabwe,1956-03-01T00:00:00Z
Q7190735,Pick n Pay,1967-01-01T00:00:00Z
Q581954,University of Zimbabwe,1952-01-01T00:00:00Z
Q60743252,Infrastructure Development Bank of Zimbabwe,2005-01-01T00:00:00Z
Q17107908,NMB Bank Limited,1992-01-01T00:00:00Z
Q4693887,Agricultural Development Bank of Zimbabwe,1999-01-01T00:00:00Z
Q16951392,Steward Bank,2009-01-01T00:00:00Z
Q4859966,Barclays Bank,1912-01-01T00:00:00Z
