id,name,start_date
Q5463174,Fly Jamaica Airways,2012-01-01T00:00:00Z
Q7696961,Television Jamaica,
Q7276856,RJR 94 FM,
Q5567383,Gleaner Company,1834-01-01T00:00:00Z
Q65767071,Yardie Muzik,2010-01-01T00:00:00Z
Q56289884,CVM Television,1991-01-01T00:00:00Z
Q3374585,Bank of Jamaica,1961-05-01T00:00:00Z
