id,name,start_date
Q1416237,QNB Finansbank,1987-01-01T00:00:00Z
Q6084348,Damat Tween,
Q967294,TRT 1,1968-01-31T00:00:00Z
Q28940638,TEB Cetelem,
Q675808,Caffè Nero,1997-01-01T00:00:00Z
Q6063045,TRT World,2015-01-01T00:00:00Z
Q7370229,Rotana Hotels,1992-01-01T00:00:00Z
Q110454434,Hakmar,
Q19613992,Şok Supermarket Chains,
Q3238417,BeIN Sports (Türkiye),2000-09-04T00:00:00Z
Q1723591,Kanal D,1993-01-01T00:00:00Z
Q89044739,Yaşar Kekeva Plakçılık A.Ş.,1980-01-01T00:00:00Z
Q2352604,TaleWorlds,2005-01-01T00:00:00Z
Q1278023,Pamukkale University,1992-01-01T00:00:00Z
Q28940707,Cafe Kandilli,
Q28940580,İşbir beds,
Q7671959,TTNET,2006-04-21T00:00:00Z
Q17508051,Aksigorta,1960-01-01T00:00:00Z
Q6089196,Bartın University,2009-01-01T00:00:00Z
Q6906414,Dicle News Agency,2002-04-04T00:00:00Z
Q6528815,NTV Spor,2008-01-01T00:00:00Z
Q263700,Türk Telekom,1995-01-01T00:00:00Z
Q29840121,puhutv,2016-01-01T00:00:00Z
Q110013577,Stormling Studios,
Q6063939,Showmax,
Q4765940,Anka news agency,1972-01-01T00:00:00Z
Q11136363,Karabük University,2007-01-01T00:00:00Z
Q1306571,Koç Holding,1938-05-31T00:00:00Z
Q98456772,Tesco Express,
Q3400973,Powertürk TV,
Q122834688,BESAS,
Q6072196,NTV Radyo,2000-01-01T00:00:00Z
Q28940632,Bolulu Hasan Usta,
Q100250512,Exxen,2021-01-01T00:00:00Z
Q192964,Istanbul University,1933-01-01T00:00:00Z
Q7236311,Power FM,
Q6075654,Rock FM,
Q6100422,Ordu University,2006-01-01T00:00:00Z
Q6095332,Süper FM,
Q6043697,Takasbank,1988-01-01T00:00:00Z
Q12811293,ING Türkiye,1984-01-01T00:00:00Z
Q1734420,Karsan,1966-01-01T00:00:00Z
Q6098422,Çankırı Karatekin University,2007-05-28T00:00:00Z
Q2212029,Şahinler Holding,1984-01-01T00:00:00Z
Q272576,Çanakkale Onsekiz Mart University,1992-01-01T00:00:00Z
Q119993669,Kitapyurdu Dogrudan Yayincilik,2020-01-01T00:00:00Z
Q28940551,Moda Nisa,2011-07-17T00:00:00Z
Q580829,Central Bank of the Republic of Turkey,1931-10-03T00:00:00Z
