id,name,start_date
Q53672435,Pimalai Resort & Spa,
Q56759840,Chai Thung Coffee,2018-09-29T00:00:00Z
Q35980843,Jorkwang Film,
Q13025846,Workpoint TV,2011-09-09T00:00:00Z
Q109295941,bTaskee,2016-01-01T00:00:00Z
Q110959120,Tyreplus,
Q7071686,O'Briens Cafe,1988-01-01T00:00:00Z
Q119134832,D'ORO,
Q29563269,Nadao Bangkok,2009-09-09T00:00:00Z
Q60156848,Irish Embassy,
Q113858405,Hello Health Group,2015-01-01T00:00:00Z
Q16306127,PPTV HD,
Q5570097,Global Alliance Against Traffic in Women,1994-01-01T00:00:00Z
Q4923294,GMM Grammy,1983-11-11T00:00:00Z
Q2165702,State Railway of Thailand,1897-01-01T00:00:00Z
Q2413520,The Pizza Company,1980-01-01T00:00:00Z
Q118616705,AstralSeal,2023-01-01T00:00:00Z
Q543925,Thai Rung Union Car,1967-01-01T00:00:00Z
Q2038986,Siam Commercial Bank,1907-01-30T00:00:00Z
Q4039161,GMM Tai Hub,2004-04-29T00:00:00Z
Q7825140,Tops Supermarket,1996-01-01T00:00:00Z
Q1810389,PTT Public Company Limited,1977-12-29T00:00:00Z
Q115714934,Matata Bay Cafe,
Q28412981,Line TV,2015-04-01T00:00:00Z
Q15818414,NokScoot,2014-07-25T00:00:00Z
Q20576660,Thai Parliament Television,2006-08-12T00:00:00Z
Q55429944,Lanta Haven Waterpark,
Q17064015,Radio Thailand World Service,1938-01-01T00:00:00Z
Q962865,Krungthai Bank,1966-01-01T00:00:00Z
Q61747202,Nang Sabai German Bakery,
Q4013942,Virgin Active,1998-01-01T00:00:00Z
Q2378901,Lotus's,1994-01-01T00:00:00Z
Q13015358,True Spark,
Q38573292,Amanpuri,1988-01-01T00:00:00Z
Q83981657,Tencent (Thailand) Company Limited,1998-09-14T00:00:00Z
Q20574161,GMM 25,2014-05-25T00:00:00Z
Q16307555,One31,2011-12-01T00:00:00Z
Q20581272,Mono 29,
Q1189248,Thai Smile,2011-01-01T00:00:00Z
Q118608511,Chao Doi,
Q108049683,Six Senses Hotels Resorts Spas,1995-01-01T00:00:00Z
Q3050569,Electricity Generating Authority of Thailand,1969-01-01T00:00:00Z
Q40736405,Nanyang,
Q1155797,DTAC,1989-08-31T00:00:00Z
Q699142,Din Tai Fung,1991-05-07T00:00:00Z
Q357922,Royal Thai Army Radio and Television Channel 5,1958-01-25T00:00:00Z
Q855730,Chulalongkorn University,1917-01-01T00:00:00Z
Q59156498,Q59156498,
Q6026518,Indorama Ventures,1994-01-01T00:00:00Z
Q118640408,Mikucha,
Q17056215,Toyota Motor Thailand,1962-10-05T00:00:00Z
Q2603792,Thai Public Broadcasting Service,2008-01-01T00:00:00Z
Q38116375,Voyagin,2011-01-01T00:00:00Z
Q13018783,Suan Sunandha Rajabhat University,
Q6901486,VERY TV,2011-01-01T00:00:00Z
Q2378901,Lotus's,2021-01-01T00:00:00Z
Q62083729,Bajen Pizzeria,
Q13021991,Spring News,2010-03-05T00:00:00Z
Q60178765,Pangea Beach Bar,
Q110797634,House of HEALS,
Q6579719,Bangchak Petroleum Public Company Limited,1984-01-01T00:00:00Z
Q60685137,Why Not Bar,
Q113644053,Poom 3,
Q1571768,Channel 3,1970-03-26T00:00:00Z
Q6128861,Major Cineplex,1995-12-01T00:00:00Z
Q105640480,CGMatic,2010-01-01T00:00:00Z
Q7419002,Sansiri,1984-09-28T00:00:00Z
Q1087488,Channel 9 MCOT HD,1955-06-24T00:00:00Z
Q1330208,Stock Exchange of Thailand,1975-01-01T00:00:00Z
Q109564605,Urnique Studio,
Q12125952,Asia Atlantic Airlines,2012-01-01T00:00:00Z
Q16307715,Channel 8,2011-01-05T00:00:00Z
Q276557,Kasikornbank,1945-06-08T00:00:00Z
Q782537,Bank of Ayudhya,1947-01-27T00:00:00Z
Q28412981,Line TV,2015-03-31T00:00:00Z
Q1134050,MTV Thailand,2001-01-01T00:00:00Z
Q6642534,Robinson Department Store,1979-01-01T00:00:00Z
Q858665,Big C,1993-01-01T00:00:00Z
Q4039161,GMM Tai Hub,2003-01-01T00:00:00Z
Q626804,Mahidol University,1943-01-01T00:00:00Z
Q1527826,TMBThanachart Bank,1957-01-01T00:00:00Z
Q118835881,Ochaya,
Q20586293,Areeya Property (PCL.),2000-01-01T00:00:00Z
Q188710,Thai Airways,1960-01-01T00:00:00Z
Q48989823,Avani Hotels & Resorts,2011-01-01T00:00:00Z
Q1071609,Chiang Mai University,1964-01-01T00:00:00Z
Q25537289,Dream Express (DEX),1999-07-09T00:00:00Z
Q56199506,Where else?,
Q1524008,Minor Food Group,1980-01-01T00:00:00Z
Q7200907,Plan Toys,1981-01-01T00:00:00Z
Q20576711,Thairath TV,
Q89472108,Cadson Demak,2002-01-01T00:00:00Z
Q13025017,JKN18,2011-09-14T00:00:00Z
Q806483,Bangkok Bank,1944-11-20T00:00:00Z
Q15043926,Thai Lion Air,2013-01-01T00:00:00Z
Q1590599,TOT,1954-02-24T00:00:00Z
Q16304168,Nation TV,
Q1065088,Nok Air,2004-01-01T00:00:00Z
Q795641,BBTV Channel 7,1967-11-27T00:00:00Z
Q60754365,Mu Space,2017-06-21T00:00:00Z
Q3050569,Electricity Generating Authority of Thailand,1969-05-01T00:00:00Z
Q57661897,Bitkub.com,2018-01-01T00:00:00Z
Q6411959,King Power,1989-01-01T00:00:00Z
Q107560201,True CJ Creations,2018-09-27T00:00:00Z
Q5060703,Central Department Store,1979-01-01T00:00:00Z
Q55589884,Pirates Paradise Resort,
