id,name,start_date
Q17061030,Jumia,2012-01-01T00:00:00Z
Q3355077,Orange Tunisia,2009-01-01T00:00:00Z
Q2444780,Ooredoo Tunisia,2002-01-01T00:00:00Z
Q2403303,Jawhara FM,2005-07-25T00:00:00Z
Q3542108,Tunisie Telecom,1995-04-17T00:00:00Z
Q3481861,Shems FM,2010-09-27T00:00:00Z
Q2882969,Banque Zitouna,2009-01-01T00:00:00Z
Q2842699,Amen Bank,1967-01-01T00:00:00Z
Q692811,Tunisair,1948-01-01T00:00:00Z
Q3062277,Express FM,2010-10-21T00:00:00Z
Q50805115,Café des Délices,1960-01-01T00:00:00Z
Q2859329,Arab Tunisian Bank,1982-01-01T00:00:00Z
Q3182024,Mosaïque FM,2003-11-07T00:00:00Z
Q106967027,Medinat Alzahra Parc,2008-04-01T00:00:00Z
Q2883413,National Agricultural Bank,1959-01-01T00:00:00Z
Q114733733,Elbirou Art Gallery,2015-01-01T00:00:00Z
Q12242278,University Publishing Center,1996-01-01T00:00:00Z
Q54965465,Q54965465,2008-01-01T00:00:00Z
Q115429023,KA’ Editions,2013-01-01T00:00:00Z
Q2297197,Tunisian Railways,1956-12-27T00:00:00Z
Q60848890,Diwan FM,2015-04-20T00:00:00Z
Q118436155,Théâtre municipal de Tunis,1902-11-20T00:00:00Z
Q12203388,Q12203388,2001-05-02T00:00:00Z
Q2883446,BTK Bank,1980-10-29T00:00:00Z
Q979854,Nessma El Jadida,2007-03-16T00:00:00Z
Q690739,Arab International Bank of Tunisia,1976-01-01T00:00:00Z
Q3290824,Marhaba,1964-01-07T00:00:00Z
Q29415199,Ulysse FM,2012-06-16T00:00:00Z
Q124096737,Wedo Booking,
