id,name,start_date
Q4040441,Harvey Norman,1982-01-01T00:00:00Z
Q17103499,MedicAlert,1956-01-01T00:00:00Z
Q116784479,Just Cuts,1994-09-15T00:00:00Z
Q111870541,The Blue Pub,
Q6167713,Jaycar,1981-01-01T00:00:00Z
Q30598508,Garage,2015-01-01T00:00:00Z
Q7994237,Whitcoulls,1971-01-01T00:00:00Z
Q111949119,Gull New Zealand,
Q7948949,WEL Networks,
Q7884722,Unichem,
Q8063337,Z Energy,2010-01-01T00:00:00Z
Q5430190,Stuff Limited,2003-06-30T00:00:00Z
Q111015122,The Bottle-O,
Q110619267,Chipmunks Playland & Café,
Q118464713,Danske Møbler,
Q7071686,O'Briens Cafe,1988-01-01T00:00:00Z
Q109549554,Livestyl,2021-01-01T00:00:00Z
Q95975802,Living Cell Technologies,1999-01-01T00:00:00Z
Q6882394,Mitre 10,1974-06-01T00:00:00Z
Q7059634,Northpower,1920-01-01T00:00:00Z
Q7015226,New Zealand Association of Scientists,1941-01-01T00:00:00Z
Q3788105,KiwiRail,2008-01-01T00:00:00Z
Q123398305,Ōtara Markets,1976-01-01T00:00:00Z
Q74243823,College of Nurses Aotearoa New Zealand,1982-01-01T00:00:00Z
Q94207821,Sportsfuel Supplements,2006-01-01T00:00:00Z
Q107803402,Wow! Productions,1996-01-01T00:00:00Z
Q120563657,Kākano Gallery,2022-04-01T00:00:00Z
Q63557330,Kennards Hire,
Q606140,University of Waikato,1964-01-01T00:00:00Z
Q75371691,Forrester Gallery,1983-05-01T00:00:00Z
Q23462014,Te Mata Estate,
Q4984311,Buddle Findlay,1895-01-01T00:00:00Z
Q7690961,Te Reo,
Q110923243,Peaches & Cream,
Q116936836,Heron Construction,
Q22271877,FreshChoice,1995-01-01T00:00:00Z
Q111080173,Early Settler,1985-01-01T00:00:00Z
Q28182690,Top Energy,1935-01-01T00:00:00Z
Q48782120,Chemist Warehouse,2000-01-01T00:00:00Z
Q111427512,Doyle Sails,2001-01-01T00:00:00Z
Q95947430,Oderings,1929-01-01T00:00:00Z
Q1022343,Māori Television,2004-01-01T00:00:00Z
Q1048626,Lincoln University,1878-01-01T00:00:00Z
Q855988,Super Rugby,1996-01-01T00:00:00Z
Q4045612,OTOY,2002-01-01T00:00:00Z
Q2018133,Three,1989-01-01T00:00:00Z
Q109929910,Balancing Monkey Games,2017-01-01T00:00:00Z
Q18472511,ZooMoo,2015-09-10T00:00:00Z
Q26863794,Radio Active,
Q23461804,My Food Bag,
Q1494550,Reserve Bank of New Zealand,1934-01-01T00:00:00Z
Q116694781,Ideal,
Q110288298,99 Bikes,
Q113580688,International Institute of Modern Letters,2001-01-01T00:00:00Z
Q115565445,Awa Press,2003-01-01T00:00:00Z
Q122420123,Bridgestone Select Tyre & Auto,
Q109783503,JOLT,
Q4849261,Bakers Delight,1980-01-01T00:00:00Z
Q22907222,3ZB,
Q109626935,Baby Bunting,1979-01-01T00:00:00Z
Q124152842,Loop Recordings Aot(ear)oa,2001-01-01T00:00:00Z
Q122979450,The White Lady,1948-01-01T00:00:00Z
Q116822130,Art+Object,2007-01-01T00:00:00Z
Q118464703,Blue Illusion,
Q122691785,Sculptureum,2017-04-01T00:00:00Z
Q7752980,New Zealand Opera,2000-01-01T00:00:00Z
Q107105690,Hāpai Productions,2013-07-22T00:00:00Z
Q123488316,The Designers Foundry,2012-01-01T00:00:00Z
Q111018938,BedsRus,
Q28180466,95bFM,
Q114353097,Storage King,
Q110628692,LifeCovered,2018-04-12T00:00:00Z
Q116825899,Burnsco,
Q116825053,Lollipops Playland,
Q5435760,Farmers' Mutual Group,1978-01-01T00:00:00Z
Q7917807,Vector Limited,1999-01-01T00:00:00Z
Q110922616,NPD,
Q1201513,University of Otago,1869-01-01T00:00:00Z
Q3310113,JB Hi-Fi,1974-01-01T00:00:00Z
Q4633463,2degrees,2009-01-01T00:00:00Z
