id,name,start_date
Q7370229,Rotana Hotels,1992-01-01T00:00:00Z
Q110959120,Tyreplus,
Q860379,Oman Air,1993-01-01T00:00:00Z
Q30591517,Oman Rail,
Q51624884,Oman Sports TV,2008-01-01T00:00:00Z
Q2843943,Amouage,1983-01-01T00:00:00Z
Q1808326,Sultan Qaboos University,1986-01-01T00:00:00Z
