id,name,start_date
Q7370229,Rotana Hotels,1992-01-01T00:00:00Z
Q115778098,Media Everyday News,2012-01-01T00:00:00Z
Q54899861,Toyor Baby Channel,
Q12233645,Roya TV,2023-01-01T00:00:00Z
Q117268361,Abu Zaghleh Restaurants,1989-01-01T00:00:00Z
Q17061439,Hedjaz Jordan Railway,
Q65230084,Karameesh TV,
Q12233677,Nourmina TV,
Q107423542,Dār Usāmah lil-Nashr wa-al-Tawzīʻ,1995-01-01T00:00:00Z
Q123858425,Al-Fursan Est. For Publishing and Distributing,
Q22689289,Yarmouk TV,
Q824225,Royal Jordanian,1967-01-01T00:00:00Z
Q60574261,Amman TV,
Q123544918,Alhaqeqa Aldawlia,2005-01-01T00:00:00Z
Q3626685,Toyor Al-Janah,2008-01-28T00:00:00Z
Q118978719,Q118978719,1968-01-01T00:00:00Z
Q123694918,Dār al-Ḥāmid li-'n-Našr wa-'t-Tauzīʿ,
Q107566072,dār al-šrūq,1979-01-01T00:00:00Z
Q7203000,Play 99.5 FM,
Q55462987,Al-Mamlaka,2018-01-01T00:00:00Z
Q607381,Aqaba Railway Corporation,1979-01-01T00:00:00Z
Q4120390,Aramex,1982-01-01T00:00:00Z
Q111593714,Dar Ward For Publishing & Distribution,
