id,name,start_date
Q1241369,Fiskars,1649-01-01T00:00:00Z
Q113292557,Gigglebug Entertainment,2013-01-01T00:00:00Z
Q6474193,Laitilan Wirvoitusjuomatehdas,1995-01-01T00:00:00Z
Q10714155,Veritas,1905-01-01T00:00:00Z
Q11896974,Terra Cognita,1997-01-01T00:00:00Z
Q2739747,Airam,1921-01-01T00:00:00Z
Q1434560,Nordic Regional Airlines,2011-01-01T00:00:00Z
Q16916495,Varma Mutual Pension Insurance Company,1998-01-01T00:00:00Z
Q1418,Nokia,1865-05-12T00:00:00Z
Q18680101,Jalava,1982-01-01T00:00:00Z
Q18689235,Timanttiset,1972-01-01T00:00:00Z
Q18689180,Stark,
Q473211,Helsinki Regional Transport Authority,2010-01-01T00:00:00Z
Q31086789,Small Giant Games,2013-01-01T00:00:00Z
Q18680161,Lännen Media,2014-01-01T00:00:00Z
Q1635596,Linnanmäki,1950-05-27T00:00:00Z
Q104403875,Zoan Oy,2010-01-01T00:00:00Z
Q42904151,Minerva Publishing,1990-01-01T00:00:00Z
Q18680114,Kirjakaari,2007-01-01T00:00:00Z
Q3278155,Fennovoima,2007-01-01T00:00:00Z
Q3359700,Mint of Finland,1993-01-01T00:00:00Z
Q100873685,Jetdogs Studios,2015-01-01T00:00:00Z
Q28721140,Booky.fi,
Q113465395,Porvoon Energia,1991-01-01T00:00:00Z
Q4045597,OP Financial Group,1902-01-01T00:00:00Z
Q1053610,Alma Media,1998-01-01T00:00:00Z
Q18689156,Shiver Games,2010-01-01T00:00:00Z
Q18688791,Helsinki Film,2002-01-01T00:00:00Z
Q5413925,Suomen kirjastopalvelu,1961-01-01T00:00:00Z
Q11854643,Bronson Club,2007-01-01T00:00:00Z
Q18689170,Solita,1996-01-01T00:00:00Z
Q23045171,Kyrö Distillery Company,2012-08-29T00:00:00Z
Q23040226,Restaurant Nallikari,1975-01-01T00:00:00Z
Q1439075,Fortum,1998-01-01T00:00:00Z
Q21426201,Koskipanimo,1994-01-01T00:00:00Z
Q3564797,WSOY,1878-01-01T00:00:00Z
Q97205884,Virta,2013-01-01T00:00:00Z
Q32984827,Frogmind,2012-04-01T00:00:00Z
Q11894935,Suomen Teollisuussijoitus Oy,1995-01-01T00:00:00Z
Q912755,Eckerö Line,1995-01-01T00:00:00Z
Q1376788,European Mathematical Society,1990-01-01T00:00:00Z
Q103941859,Aamu Film Company,
Q30285138,Ramboll Finland,1962-01-01T00:00:00Z
Q108560166,Finnish National Theatre,
Q28495996,Veikkaus,2016-01-01T00:00:00Z
Q7784348,Thinglink,2010-01-01T00:00:00Z
Q111307735,Woblyware,2009-01-01T00:00:00Z
Q11867220,Jouluradio,2003-12-01T00:00:00Z
Q1391304,WOT Services,2006-07-01T00:00:00Z
Q20736939,Aikakausmedia ADS,
Q1890664,UPM,1996-05-01T00:00:00Z
Q18688715,Castrén & Snellman,1888-01-01T00:00:00Z
Q16829899,Colossal Order,2009-01-01T00:00:00Z
Q62299,Jolla,2011-03-29T00:00:00Z
Q11894327,Sponda,1991-01-01T00:00:00Z
Q2300228,YIT,1912-01-01T00:00:00Z
Q6438759,Krogerus,
Q11853290,Atria Group,1903-01-01T00:00:00Z
Q62320,Veljekset Keskinen,1946-01-01T00:00:00Z
Q107352256,Taitonetti Oy,2005-01-01T00:00:00Z
Q90405658,Rival Games,2013-03-01T00:00:00Z
Q11899913,Kojamo,1969-01-01T00:00:00Z
Q65246228,Varjo Kustannus,2018-01-01T00:00:00Z
Q11891613,S-market,1984-01-01T00:00:00Z
Q24090301,HMD Global,2015-11-17T00:00:00Z
Q1416687,Finavia,1991-01-01T00:00:00Z
Q1755621,Silja Line,1957-01-01T00:00:00Z
Q1544900,Viking Line,1959-01-01T00:00:00Z
Q3915538,Sokos,
Q10632989,Plantasjen,1986-01-01T00:00:00Z
Q740115,Suunto,1936-01-01T00:00:00Z
Q18689102,Puuilo,1982-01-01T00:00:00Z
Q747265,Stora Enso,1998-12-01T00:00:00Z
Q101142662,Forenom,2001-01-01T00:00:00Z
Q18643976,Oulu Energy,1889-01-01T00:00:00Z
Q59157067,Q59157067,
Q11874666,Lappeenrannan Energia,1901-01-01T00:00:00Z
Q11902589,Yellow Film & TV,2008-01-01T00:00:00Z
Q2419591,Frozenbyte,2001-01-01T00:00:00Z
Q11851432,Anima Vitae,2000-01-01T00:00:00Z
Q18688730,Eficode,2005-01-01T00:00:00Z
Q123493675,Plugit,
Q110822544,Uksi Productions Oy,2020-09-14T00:00:00Z
Q18662140,Suomenlinna Brewery,1995-01-01T00:00:00Z
Q43389011,RELEX Solutions,2005-01-01T00:00:00Z
Q11852753,Art House,1975-01-01T00:00:00Z
Q1489206,Vaisala,1936-01-01T00:00:00Z
Q2670282,V sport,1999-01-01T00:00:00Z
Q119131992,Kuopio City Theatre,
Q4986006,Bufo,2007-01-01T00:00:00Z
Q18689178,SRV Group,1987-01-01T00:00:00Z
Q3360446,Finnish Transport Infrastructure Agency,2010-01-01T00:00:00Z
Q11902876,Helsinki Student Theatre,1926-01-01T00:00:00Z
Q18690993,University Properties of Finland,2009-01-01T00:00:00Z
Q63251823,Kaiho Republic,
Q7641808,Suomalainen Kirjakauppa,
Q11861256,Kokkolan Halpa-Halli Oy,1993-10-27T00:00:00Z
Q2572761,Housemarque,1995-01-01T00:00:00Z
Q3088115,Genelec,1978-01-01T00:00:00Z
Q1276832,Hesburger,1980-01-01T00:00:00Z
Q11874847,Lassila & Tikanoja,1905-01-01T00:00:00Z
Q4042036,Kahvi Collective,1997-01-01T00:00:00Z
Q31086161,ICEYE,2012-01-01T00:00:00Z
Q18689173,Sotka,1941-01-01T00:00:00Z
Q747265,Stora Enso,1288-01-01T00:00:00Z
Q522016,F-Secure,1988-01-01T00:00:00Z
Q5406720,Fenniarail,2009-01-01T00:00:00Z
Q10714920,Vianor,1987-01-01T00:00:00Z
Q60579597,Direlight,
Q1925962,Metsä Group,1947-01-01T00:00:00Z
Q11888496,Pohjola-filmi,
Q104025471,Nissen,
Q124398490,Panimoyhtiö Tuju,2015-01-01T00:00:00Z
Q1418002,Finnish National Opera,1911-01-01T00:00:00Z
Q23040159,Jounin Kauppa,1950-01-01T00:00:00Z
Q3503412,Sulasol,1922-04-02T00:00:00Z
Q114314448,Q114314448,2017-01-01T00:00:00Z
Q1543093,Stockmann,1862-01-01T00:00:00Z
Q12047031,Prisma,1972-01-01T00:00:00Z
Q4411944,Verkkokauppa.com,1992-03-11T00:00:00Z
Q11868562,K-Market Oy,1993-01-01T00:00:00Z
Q11858950,Etera,2003-01-01T00:00:00Z
Q2363611,Nashe Radio,1998-01-01T00:00:00Z
Q2602805,Otava,1890-01-01T00:00:00Z
Q1500857,Polar Electro,1977-01-01T00:00:00Z
Q27032144,Zaibatsu Interactive,2014-04-03T00:00:00Z
Q107337014,Redhill Games,
Q2069430,Pentik,1971-01-01T00:00:00Z
Q666410,Finnish Academy of Science and Letters,1838-01-01T00:00:00Z
Q61983816,Kalakukkoleipomo Hanna Partanen,1930-01-01T00:00:00Z
Q11859693,Finnvera,1999-01-01T00:00:00Z
Q4047232,Ponsse Corporation,1970-01-01T00:00:00Z
Q1940476,PowerPark,1999-01-01T00:00:00Z
Q4047151,Pohjolan Voima,1943-01-01T00:00:00Z
Q1423707,Tietoevry,1968-01-01T00:00:00Z
Q10403942,The Academic Bookstore,1893-07-18T00:00:00Z
Q62004955,Amanita,1982-01-01T00:00:00Z
Q114881091,Lockpickle,2018-12-18T00:00:00Z
Q11870854,Kemijoki,1954-01-01T00:00:00Z
Q843453,Posti Group,1994-01-01T00:00:00Z
Q2843522,Finnish Literature Society,1831-01-01T00:00:00Z
Q65073657,Brander,1920-01-01T00:00:00Z
Q23870181,Maustaja,1971-01-01T00:00:00Z
Q5482554,Etelä-Karjalan Osuuskauppa,
Q1849187,Alko,1932-01-01T00:00:00Z
Q400563,Ahlstrom-Munksjö,2017-01-01T00:00:00Z
Q4166884,Road Radio,
Q17008943,LocalBitcoins,2012-01-01T00:00:00Z
Q65248386,Lautapelit.fi,1996-01-01T00:00:00Z
Q456107,Liiga,1975-01-01T00:00:00Z
Q18689250,Tuffi Films,2010-01-01T00:00:00Z
Q11864937,Instru optiikka,1900-01-01T00:00:00Z
Q616376,Neste,1948-01-01T00:00:00Z
Q108606235,Kinomafia,2013-01-01T00:00:00Z
Q5014065,CSC – IT Center for Science,
Q1417185,Fingrid,1996-01-01T00:00:00Z
Q10453570,Citycon,1988-01-01T00:00:00Z
Q1481634,Nokian Tyres,1987-01-01T00:00:00Z
Q122270747,Naturpolis,2005-02-07T00:00:00Z
Q2703882,Artek,1935-01-01T00:00:00Z
Q13423470,Tokmanni,1989-01-01T00:00:00Z
Q5393605,Kärkkäinen,1988-01-01T00:00:00Z
Q11853757,Alfa-TV,2012-10-01T00:00:00Z
Q28040576,Ylläs,
Q977120,Cargotec,2005-01-01T00:00:00Z
Q60053872,Fintraffic,2019-01-01T00:00:00Z
Q2020649,Nordic Investment Bank,1976-01-01T00:00:00Z
Q4748309,Amphion Loudspeakers,1998-01-01T00:00:00Z
Q43896272,MSD Finland Oy,2009-01-01T00:00:00Z
Q55605121,Beddit,2007-01-01T00:00:00Z
Q11865127,Isku,1928-01-01T00:00:00Z
Q83740889,Red Nettle Studio,2015-08-24T00:00:00Z
Q18661748,Theatre of Rovaniemi,
Q4349872,Paf,1966-01-01T00:00:00Z
Q44293084,Fruitbat Factory,2012-02-10T00:00:00Z
Q107556005,Varjo Technologies,2016-08-01T00:00:00Z
Q115497804,Q115497804,2003-01-01T00:00:00Z
Q666410,Finnish Academy of Science and Letters,1908-01-01T00:00:00Z
Q11853132,Asko,1918-01-01T00:00:00Z
Q1438774,Supercell,2010-05-14T00:00:00Z
Q26694,Outokumpu,1914-01-01T00:00:00Z
Q64824538,Herrfors,
Q327429,Wärtsilä,1834-04-12T00:00:00Z
Q4796735,Art Centre Salmela,
Q11872844,Kotivara,1943-04-01T00:00:00Z
Q18662740,Varusteleka,2003-01-01T00:00:00Z
Q739024,Senate Properties,1995-01-01T00:00:00Z
Q23045098,Inverse Records,2011-01-10T00:00:00Z
Q7387053,S-Bank,2006-01-01T00:00:00Z
Q903328,Orion Corporation,1917-01-01T00:00:00Z
Q11853264,Atena Kustannus,1986-01-01T00:00:00Z
Q5483919,Kaiku Entertainment,2007-01-01T00:00:00Z
Q5397239,Tampereen Energia,1888-01-01T00:00:00Z
Q7930350,Villa Hannala,1859-01-01T00:00:00Z
Q11856556,Edition Tilli,2006-11-01T00:00:00Z
Q339318,Metso,1999-01-01T00:00:00Z
Q111104513,Q111104513,2009-01-01T00:00:00Z
Q7692079,Teboil,1934-01-01T00:00:00Z
Q5393689,Helsinki City Theatre,1965-01-01T00:00:00Z
Q107530663,Algorithmiq Ltd,
Q11871934,Klaffi Productions,1996-01-01T00:00:00Z
Q2740294,Matkahuolto,1933-01-01T00:00:00Z
Q18688807,Ilmarinen,1961-01-01T00:00:00Z
Q106152562,Lightneer,2015-09-01T00:00:00Z
Q18688864,Kinotar Oy,1994-01-01T00:00:00Z
Q11893488,Siltala,2008-01-01T00:00:00Z
Q97197228,B-Plan Distribution,2013-10-28T00:00:00Z
Q11900642,Vastavirta-klubi,
Q41776583,Kakslauttanen Arctic Resort,
Q11893355,Sievin Jalkine,1951-01-01T00:00:00Z
Q7278580,Rabbit Films,2000-01-01T00:00:00Z
Q972745,Bugbear Entertainment,2000-01-01T00:00:00Z
Q5477224,Galleria Pihatto,
Q124261360,Kiljava Resort,
Q4926610,Blind Spot Pictures,1997-01-01T00:00:00Z
Q5494373,ScanBurger,
Q66777838,Seriously,2013-01-01T00:00:00Z
Q630486,Metsähallitus,1859-01-01T00:00:00Z
Q11860734,Gummerus,1872-01-01T00:00:00Z
Q10498407,Fractile Games,1996-01-01T00:00:00Z
Q38235328,Next Games,2013-01-01T00:00:00Z
Q18688820,Jetflite,1980-01-01T00:00:00Z
Q5408826,Osuuskauppa Arina,1917-02-25T00:00:00Z
Q2913670,Teollisuuden Voima,1969-01-01T00:00:00Z
Q830947,Remedy Entertainment,1995-08-11T00:00:00Z
Q1739782,Kesko,1940-10-01T00:00:00Z
Q109595477,Metacore Games,
Q15994199,Rosso,
Q1123823,Nordea,2001-01-01T00:00:00Z
Q11857460,Elite,1932-01-01T00:00:00Z
Q18661259,Restaurant Perho,1957-01-01T00:00:00Z
Q870095,Rovio Entertainment,2003-01-01T00:00:00Z
Q1197161,Valmet,1951-01-01T00:00:00Z
Q23870466,M-Files,1987-01-01T00:00:00Z
Q108171406,KSS Energia,1992-01-01T00:00:00Z
Q56168601,Porndude,2017-02-01T00:00:00Z
Q18688764,Grand Cru Games,2011-01-01T00:00:00Z
Q3579529,Tammi,1941-06-03T00:00:00Z
Q843453,Posti Group,1638-09-06T00:00:00Z
Q15994200,Silmäasema,
Q1742604,University of Lapland,1979-03-01T00:00:00Z
Q10397504,ABC,1998-01-01T00:00:00Z
Q60785190,OpenOcean,2008-01-01T00:00:00Z
Q49380155,Victor Ek Ab,1885-01-01T00:00:00Z
Q66527530,Bafe's Factory,
Q4051860,Tulikivi,1979-01-01T00:00:00Z
Q111919103,Cinemanse,2009-08-03T00:00:00Z
Q111488479,MEGIN,
Q4045735,Olvi,1878-01-01T00:00:00Z
Q2625965,Valio,1905-01-01T00:00:00Z
Q50826023,Dionysos Films,2008-01-01T00:00:00Z
Q28947937,Yle Sápmi,1947-01-01T00:00:00Z
Q109981073,Caffitella,2008-01-01T00:00:00Z
Q18689016,Oilon,1961-01-01T00:00:00Z
Q7090071,Omena Hotels,2003-01-01T00:00:00Z
Q30056820,Fintraffic Air Navigation Services,
Q201821,Finnair,1923-09-12T00:00:00Z
Q23045010,Valamis,2003-12-18T00:00:00Z
Q112112665,Nature Hotel & Spa Resort Järvisydän,
Q100256275,Fat Lizard Brewing Company,2014-01-01T00:00:00Z
Q110597350,Navahang,
Q8061,DNA,2000-01-01T00:00:00Z
Q104776622,Lahdelma & Mahlamäki architects,1997-01-01T00:00:00Z
Q18658718,Corona,1992-01-01T00:00:00Z
Q1146592,Kone,1910-01-01T00:00:00Z
Q961917,Särkänniemi,1975-05-01T00:00:00Z
Q534903,Marimekko,1951-01-01T00:00:00Z
Q18786360,ALA Architects,2005-01-01T00:00:00Z
Q4716167,Alepa,1918-01-01T00:00:00Z
Q113977588,Q113977588,
Q11859255,F-Musiikki,1998-01-01T00:00:00Z
Q23045055,Fingersoft,2012-01-01T00:00:00Z
Q18689179,StaffPoint,2002-01-15T00:00:00Z
Q10495413,Q10495413,
Q5398366,Making Movies,1996-01-01T00:00:00Z
Q1807595,Moomin World,
Q270993,Ålandstrafiken,
Q4353753,Aktia Bank,1825-01-01T00:00:00Z
Q3351781,Yle X3M,1997-01-01T00:00:00Z
Q1124153,Spinefarm Records,1990-01-01T00:00:00Z
