id,name,start_date
Q107281614,Planetario S.A.C,2014-01-01T00:00:00Z
Q30097731,Radio América,2021-06-12T00:00:00Z
Q4835089,BBVA Peru,1951-01-01T00:00:00Z
Q7553274,Sodimac,1952-01-01T00:00:00Z
Q421023,Organization of Ibero-American States,1949-01-01T00:00:00Z
Q17626095,Promart Homecenter,2011-01-01T00:00:00Z
Q115898759,Todomoda,
Q7390294,SIDERPERU,1956-01-01T00:00:00Z
Q9091571,National University Toribio Rodríguez de Mendoza,2001-01-01T00:00:00Z
Q4854124,Credit Bank of Peru,2000-01-01T00:00:00Z
Q603023,CD Universidad César Vallejo,1996-01-01T00:00:00Z
Q967752,Latina Televisión,1983-01-01T00:00:00Z
Q122860534,Sierra Andina,2011-01-01T00:00:00Z
Q120174410,Q120174410,1996-01-01T00:00:00Z
Q111018584,Buh Records,2004-01-01T00:00:00Z
Q113587356,FluyezCambios,
Q1117071,Antenor Orrego Private University,1988-01-01T00:00:00Z
Q5558589,Mibanco,
Q4033029,Andina,1981-01-01T00:00:00Z
Q1634051,National University of Trujillo,1824-01-01T00:00:00Z
Q586523,Panamericana Televisión,1958-07-21T00:00:00Z
Q2506390,Petroperú,1969-01-01T00:00:00Z
Q17462732,Bitel,
Q111475491,Peisa,1968-12-09T00:00:00Z
Q64516439,Tambo+,2015-04-01T00:00:00Z
Q466971,Bembos,1988-01-01T00:00:00Z
Q117487207,Mined,2021-01-01T00:00:00Z
Q4856206,Banco de la Nación,1966-01-01T00:00:00Z
Q6096456,Radio María Perú,
Q6025470,Movistar TV (Peru),1993-01-01T00:00:00Z
Q3090686,Radio Programas del Perú,
Q30097731,Radio América,1943-04-10T00:00:00Z
Q109588071,LEAP Game Studios,
Q6096493,Radio Nacional del Perú,
Q123197392,Naow,2015-01-01T00:00:00Z
Q6025478,Movistar del Perú,1920-01-01T00:00:00Z
Q29995781,Institut Français d'Études Andines,1948-01-01T00:00:00Z
Q116374108,Roky's,
Q110768415,Derrama Magisterial,1965-12-10T00:00:00Z
Q5202348,University of Piura,1969-04-07T00:00:00Z
Q113462033,Tree Nursery of Chimbote,
Q21041561,Q21041561,
Q62564998,Mifarma Perú,
Q2636927,Universidad del Pacifico,1962-01-01T00:00:00Z
Q71089253,Grupo Chaski,1982-01-01T00:00:00Z
Q5031010,Canal N,1999-01-01T00:00:00Z
Q110312632,Civa,1971-01-01T00:00:00Z
Q270145,National University of San Marcos,1551-05-12T00:00:00Z
Q7390381,Servicios Industriales de la Marina,1950-02-14T00:00:00Z
Q6093994,Quality Products,1995-08-01T00:00:00Z
Q17624435,Pardos Chicken,1986-01-01T00:00:00Z
Q122158814,Q122158814,
Q117321853,Radio JR,1990-09-23T00:00:00Z
Q101071381,Planta Madre Producciones,
Q6096291,Radio Doble Nueve,
Q200601,Pontifical Catholic University of Peru,1917-01-01T00:00:00Z
Q5873006,GV Productions,
Q6156429,Universidad Continental,1998-06-30T00:00:00Z
Q122937017,Sacred Valley,2023-01-01T00:00:00Z
Q5203166,D'Onofrio,1924-01-01T00:00:00Z
Q6080865,Movistar Plus,2004-11-01T00:00:00Z
Q122208729,Q122208729,
Q117025996,Radio Onda Azul,
Q1145155,LATAM Peru,1998-01-01T00:00:00Z
Q110314939,Cruz del Sur,1960-01-01T00:00:00Z
Q111903592,La Lucha,
Q12129150,FAME,2009-07-01T00:00:00Z
Q16779849,SEMAN Peru,1933-06-13T00:00:00Z
Q122876194,Q122876194,
Q7203672,Plaza Vea,2003-01-01T00:00:00Z
Q5766542,China Wok Buffet,1999-01-01T00:00:00Z
Q5064993,Cerro Verde,1970-01-01T00:00:00Z
Q29675,University of Lima,1962-04-25T00:00:00Z
Q2530659,América Television,1958-12-15T00:00:00Z
Q10997748,Inkafarma,1996-08-12T00:00:00Z
Q6156418,Universidad Científica del Perú,
Q3438435,University of San Martín de Porres,1962-05-17T00:00:00Z
Q109378465,Norky's,1976-01-01T00:00:00Z
Q113104834,Bamtang Games,2002-01-01T00:00:00Z
Q5738262,Movistar Deportes,1996-01-01T00:00:00Z
Q24035627,Radio Exitosa,
Q62563126,Boticas y Salud,1998-01-01T00:00:00Z
Q2835558,Interbank,1897-01-01T00:00:00Z
Q6156563,Universidad Nacional Hermilio Valdizán,1964-02-21T00:00:00Z
Q5202363,Peruvian University of Applied Sciences,1994-01-01T00:00:00Z
Q24017441,GOLPERU,
Q111475264,Q111475264,
Q6156603,"National University of Altiplano, Puno",1856-08-29T00:00:00Z
Q16643572,Q16643572,
Q5055311,Cayetano Heredia University,1961-09-25T00:00:00Z
