id,name,start_date
Q7370229,Rotana Hotels,1992-01-01T00:00:00Z
Q110565518,Madi TV,2020-01-01T00:00:00Z
Q113838854,Keka Aerospace,2004-01-01T00:00:00Z
Q106413558,Anti-Corruption Research Center,2017-04-01T00:00:00Z
Q668151,Radio Okapi,2002-02-25T00:00:00Z
Q25695090,Radio Maria Congo-Kinshasa,
Q21178738,Equity Bank Congo,2005-01-01T00:00:00Z
