id,name,start_date
Q109930540,Shukrona Media Production,
Q105438574,Kremlingames,2014-01-01T00:00:00Z
Q106690129,Sevimli TV,2017-04-01T00:00:00Z
Q18746447,Agrobank,
Q18635302,UMS,2014-01-01T00:00:00Z
Q110120894,Korzinka,1996-01-01T00:00:00Z
Q105227651,UzPost,
Q117454768,Murad Buildings,2002-01-01T00:00:00Z
Q30889748,Oriat FM,2002-01-05T00:00:00Z
Q7904565,Uzbekistan National News Agency,1992-01-01T00:00:00Z
