id,name,start_date
Q2328548,Stadtwerke Kufstein,1894-01-01T00:00:00Z
Q696867,Erste Bank,1997-01-01T00:00:00Z
Q2011598,Oberösterreichischer Kunstverein,1851-01-01T00:00:00Z
Q96034995,Seayou Records,2006-01-01T00:00:00Z
Q591359,Steyr Arms,1989-01-01T00:00:00Z
Q1545532,Greiner Bio-One,2001-01-01T00:00:00Z
Q1169599,Unimarkt,1975-01-01T00:00:00Z
Q66423439,Restaurant Danieli,
Q379938,BAWAG,2005-08-01T00:00:00Z
Q794939,B&B Hotels,1990-01-01T00:00:00Z
Q56695669,Eissalon Laxenburg,
Q683146,LexisNexis,1973-01-01T00:00:00Z
Q15820339,Interspar,1970-01-01T00:00:00Z
Q114946167,da emobil,2017-01-01T00:00:00Z
Q277121,98.3 superfly,
Q667547,Steyr Tractor,1990-01-01T00:00:00Z
Q254425,Demel,1786-01-01T00:00:00Z
Q106690187,Ländle TV,
Q114664931,Awfully Nice Studios,
Q119845935,SkyTale Software GmbH,
Q117221911,Evo,2010-01-01T00:00:00Z
Q19687619,Felbermayr,1942-01-01T00:00:00Z
Q259686,Puch,1899-01-01T00:00:00Z
Q109558465,1a autoservice,
Q55524814,Maximarkt,1969-01-01T00:00:00Z
Q477875,ams OSRAM AG,1981-01-01T00:00:00Z
Q1767737,Radio U1 Tirol,
Q41171672,Aldi Süd,1960-01-01T00:00:00Z
Q57550022,Pagro,2005-08-26T00:00:00Z
Q1231542,Energie AG Oberösterreich,1941-01-01T00:00:00Z
Q106676990,Q106676990,
Q815787,Bellaflora,1978-01-01T00:00:00Z
Q864933,BIPA,1980-01-01T00:00:00Z
Q1376970,European Society of Radiology,2005-01-01T00:00:00Z
Q1737304,Klipp,1989-01-01T00:00:00Z
Q290211,ADEG Österreich,1895-01-01T00:00:00Z
Q25916921,ETSAN,1986-01-01T00:00:00Z
Q681316,Strabag,1923-01-01T00:00:00Z
Q111286607,Fun Movies,
Q873340,Cineplexx Cinemas,1993-01-01T00:00:00Z
Q66132404,dean&david,2007-01-01T00:00:00Z
Q266280,WESTbahn,2008-01-01T00:00:00Z
Q15445620,Q15445620,
Q110516413,Ace & Tate,2013-01-01T00:00:00Z
Q169148,10er Marie,
Q1636309,Radio FRO,
Q358559,Puls 4,2004-06-21T00:00:00Z
Q25245575,Tricentis,2007-01-01T00:00:00Z
Q670154,Julius Meinl,1862-01-01T00:00:00Z
Q1825404,Limbus Verlag,2005-11-01T00:00:00Z
Q873491,MPreis,1920-01-01T00:00:00Z
Q112571654,Noodle King,
Q668545,Dorotheum,1707-01-01T00:00:00Z
Q24255220,Paladino Music,2009-01-01T00:00:00Z
Q591359,Steyr Arms,1864-04-16T00:00:00Z
Q115770155,Brave Analytics,
Q1231542,Energie AG Oberösterreich,1918-01-01T00:00:00Z
Q446542,Semperit,1824-01-01T00:00:00Z
Q537781,Billa,1953-01-01T00:00:00Z
