id,name,start_date
Q421023,Organization of Ibero-American States,1949-01-01T00:00:00Z
Q5715556,Bank of Central America,1952-01-01T00:00:00Z
Q2935898,Canal 4,
Q495504,National Autonomous University of Nicaragua,1812-01-01T00:00:00Z
Q7896692,University of the Autonomous Regions of the Nicaraguan Caribbean Coast,1994-01-01T00:00:00Z
Q16851451,Canal 9,
