id,name,start_date
Q109562294,Libya Alrasmia Channel,
Q45026231,Libya's Channel,2014-12-24T00:00:00Z
Q45026231,Libya's Channel,2011-01-01T00:00:00Z
Q24908133,Libyan Business TV,
Q98637544,Libya Panorama Channel,
Q25313262,218TV,2015-08-06T00:00:00Z
Q387901,Afriqiyah Airways,2001-01-01T00:00:00Z
Q24707852,Libyan Post Telecommunications & Information Technology Company,2005-01-01T00:00:00Z
Q113018376,Alwatania TV,
