id,name,start_date
Q118164921,"PLANET Co., Ltd",
Q122922491,Indochina Research,1994-01-01T00:00:00Z
Q119691948,Q119691948,1975-12-02T00:00:00Z
Q4739924,Amantaka,2009-01-01T00:00:00Z
Q756172,Lao Airlines,1976-01-01T00:00:00Z
