id,name,start_date
Q7190735,Pick n Pay,1967-01-01T00:00:00Z
Q4948910,Botswana Power Corporation,1970-01-01T00:00:00Z
Q104866602,Sefalana,
Q111184141,The Bulb World,2017-01-01T00:00:00Z
Q406896,Air Botswana,1972-01-01T00:00:00Z
Q111174367,Verbosec,2019-01-01T00:00:00Z
Q4013942,Virgin Active,1998-01-01T00:00:00Z
Q18356125,Mascom,1998-02-17T00:00:00Z
Q7973406,Water Utilities Corporation,1970-01-01T00:00:00Z
Q18356125,Mascom,1998-01-01T00:00:00Z
Q4948925,Botswana Telecommunications Corporation,1980-01-01T00:00:00Z
Q56319592,Q56319592,
Q4948874,BotswanaPost,1989-01-01T00:00:00Z
