id,name,start_date
Q111381697,M7 Télévision,
Q2883022,Mali Development Bank,
Q30594734,National Bank of Agricultural Development,1981-01-01T00:00:00Z
Q3355061,Orange Mali,2006-01-01T00:00:00Z
Q6743829,Moov Africa Malitel,
