,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,assets.datatype,assets.type,assets.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
0,en,literal,Mobile Beacon,,,,,,,,,,,,,,,,wd:Q30
1,en,literal,Rarible,,,,,,,,,,,,,,,,wd:Q30
2,en,literal,Asana Inc.,,,,,,,,,,,,,,,,wd:Q30
3,en,literal,P.M.B.Q. Studios,,,,,,,,,,,,,,,,wd:Q30
4,en,literal,AmNav Maritime Services,,,,,,,,,,,,,,,,wd:Q30
5,en,literal,VMDO Architects,,,,,,,,,,,,,,,,wd:Q30
6,en,literal,Blue Ridge Stitches,,,,,,,,,,,,,,,,wd:Q30
7,en,literal,Horseshoe Junction,,,,,,,,,,,,,,,,wd:Q30
8,en,literal,Lehigh University,http://www.w3.org/2001/XMLSchema#decimal,literal,1861,http://www.w3.org/2001/XMLSchema#decimal,literal,2594231000,,,,,,,,,,wd:Q30
9,en,literal,American Academy of Art College,http://www.w3.org/2001/XMLSchema#decimal,literal,70,http://www.w3.org/2001/XMLSchema#decimal,literal,18942161,,,,,,,,,,wd:Q30
10,en,literal,Diggerland USA,,,,,,,,,,,,,,,,wd:Q30
11,en,literal,"Occidental Entertainment Group Holdings, Inc.",,,,,,,,,,,,,,,,wd:Q30
12,en,literal,Faegre Drinker,,,,,,,,,,,,,,,,wd:Q30
13,en,literal,Minnow Mountain,,,,,,,,,,,,,,,,wd:Q30
14,en,literal,Texas Farm Bureau Insurance,,,,,,,,,,,,,,,,wd:Q30
15,en,literal,Family Auto Group LLC,,,,,,,,,,,,,,,,wd:Q30
16,en,literal,Blue Federal Credit Union,,,,,,,,,,,,,,,,wd:Q30
17,en,literal,Paula Wiseman Books,,,,,,,,,,,,,,,,wd:Q30
18,en,literal,Road Runner Sports,,,,,,,,,,,,,,,,wd:Q30
19,en,literal,Dexter Winter Farmers Market,,,,,,,,,,,,,,,,wd:Q30
20,en,literal,Offbrand,,,,,,,,,,,,,,,,wd:Q30
21,en,literal,Ted & Company TheaterWorks,,,,,,,,,,,,,,,,wd:Q30
22,en,literal,Howard's Club H,,,,,,,,,,,,,,,,wd:Q30
23,en,literal,McEvoy Foundation for the Arts,,,,,,,,,,,,,,,,wd:Q30
24,en,literal,National Marine Fisheries Service,http://www.w3.org/2001/XMLSchema#decimal,literal,4200,,,,,,,,,,,,,wd:Q30
25,en,literal,Equipment Depot,,,,,,,,,,,,,,,,wd:Q30
26,en,literal,Americor,,,,,,,,,,,,,,,,wd:Q30
27,en,literal,Atlantic Shores Offshore Wind,,,,,,,,,,,,,,,,wd:Q30
28,en,literal,Joey Fratello's Pizzeria,,,,,,,,,,,,,,,,wd:Q30
29,en,literal,Ohio Distinctive Software,,,,,,,,,,,,,,,,wd:Q30
30,en,literal,Vermilion Valley Resort,,,,,,,,,,,,,,,,wd:Q30
31,en,literal,Gorjana,,,,,,,,,,,,,,,,wd:Q30
32,en,literal,Boyd CAT,,,,,,,,,,,,,,,,wd:Q30
33,en,literal,N C Machinery,,,,,,,,,,,,,,,,wd:Q30
34,en,literal,Wyoming Equipment Company,,,,,,,,,,,,,,,,wd:Q30
35,en,literal,plants.com,,,,,,,,,,,,,,,,wd:Q30
36,en,literal,QuadZ,,,,,,,,,,,,,,,,wd:Q30
37,en,literal,The Federal Savings Bank,,,,,,,,,,,,,,,,wd:Q30
38,en,literal,Waking Oni Games,,,,,,,,,,,,,,,,wd:Q30
39,en,literal,Spreaker,,,,,,,,,,,,,,,,wd:Q30
40,en,literal,"Anyscale, Inc.",,,,,,,,,,,,,,,,wd:Q30
41,en,literal,BOA Technology Inc.,,,,,,,,,,,,,,,,wd:Q30
42,en,literal,Oaklandish,,,,,,,,,,,,,,,,wd:Q30
43,en,literal,Verisign,http://www.w3.org/2001/XMLSchema#decimal,literal,1019,http://www.w3.org/2001/XMLSchema#decimal,literal,2941000000,http://www.w3.org/2001/XMLSchema#decimal,literal,673800000,http://www.w3.org/2001/XMLSchema#decimal,literal,-1201000000,,,,wd:Q30
44,en,literal,Major League Soccer,,,,,,,,,,,,,,,,wd:Q30
45,en,literal,Dell Technologies,,,,,,,,,,,,,,,,wd:Q30
46,en,literal,Sally Ride Science,,,,,,,,,,,,,,,,wd:Q30
47,en,literal,Schwinn Bicycle Company,,,,,,,,,,,,,,,,wd:Q30
48,en,literal,Fox Sports International,,,,,,,,,,,,,,,,wd:Q30
49,en,literal,National Basketball Association,,,,,,,,,,,,,,,,wd:Q30
50,en,literal,Paramount Pictures,,,,,,,,,,,,,,,,wd:Q30
51,en,literal,The CW,,,,,,,,,,,,,,,,wd:Q30
52,en,literal,Alexa Internet,,,,,,,,,,,,,,,,wd:Q30
53,en,literal,American Chemical Society,,,,,,,,,,,,,,,,wd:Q30
54,en,literal,Feral House,,,,,,,,,,,,,,,,wd:Q30
55,en,literal,Gideons International,,,,,,,,,,,,,,,,wd:Q30
56,en,literal,Johnson & Johnson,http://www.w3.org/2001/XMLSchema#decimal,literal,134000,http://www.w3.org/2001/XMLSchema#decimal,literal,174894000000,http://www.w3.org/2001/XMLSchema#decimal,literal,17941000000,http://www.w3.org/2001/XMLSchema#decimal,literal,63278000000,http://www.w3.org/2001/XMLSchema#decimal,literal,430880000000,wd:Q30
57,en,literal,Kentucky Kingdom,,,,,,,,,,,,,,,,wd:Q30
58,en,literal,San Francisco Opera,,,,,,,,,,,,,,,,wd:Q30
59,en,literal,American Apparel,,,,,,,,,,,,,,,,wd:Q30
60,en,literal,American Economic Association,,,,,,,,,,,,,,,,wd:Q30
61,en,literal,American Thoracic Society,,,,,,,,,,,,,,,,wd:Q30
62,en,literal,VF Corporation,,,,,,,,,,,,,,,,wd:Q30
63,en,literal,Chick-fil-A,,,,,,,,,,,,,,,,wd:Q30
64,en,literal,Three Angels Broadcasting Network,,,,,,,,,,,,,,,,wd:Q30
65,en,literal,Imagine Entertainment,,,,,,,,,,,,,,,,wd:Q30
66,en,literal,Leidos,,,,,,,,,,,,,,,,wd:Q30
67,en,literal,Pantheon Books,,,,,,,,,,,,,,,,wd:Q30
68,en,literal,KSPF,,,,,,,,,,,,,,,,wd:Q30
69,en,literal,Omni Air International,,,,,,,,,,,,,,,,wd:Q30
70,en,literal,Aramark,,,,,,,,,,,,,,,,wd:Q30
71,en,literal,Cadence Design Systems,,,,,,,,,,,,,,,,wd:Q30
72,en,literal,Maybach Music Group,,,,,,,,,,,,,,,,wd:Q30
73,en,literal,Northwestern University Libraries,,,,,,,,,,,,,,,,wd:Q30
74,en,literal,Summit Entertainment,,,,,,,,,,,,,,,,wd:Q30
75,en,literal,Sunrise Senior Living,,,,,,,,,,,,,,,,wd:Q30
76,en,literal,Aria Resort and Casino,,,,,,,,,,,,,,,,wd:Q30
77,en,literal,Viz Media,,,,,,,,,,,,,,,,wd:Q30
78,en,literal,WCFE-TV,,,,,,,,,,,,,,,,wd:Q30
79,en,literal,Bulova Watch Company,,,,,,,,,,,,,,,,wd:Q30
80,en,literal,Meade Instruments,,,,,,,,,,,,,,,,wd:Q30
81,en,literal,Din Tai Fung,,,,,,,,,,,,,,,,wd:Q30
82,en,literal,Trans World Radio,,,,,,,,,,,,,,,,wd:Q30
83,en,literal,Trend Micro,,,,,,,,,,,,,,,,wd:Q30
84,en,literal,Aspyr,,,,,,,,,,,,,,,,wd:Q30
85,en,literal,Epic Games,,,,,,,,,,,,,,,,wd:Q30
86,en,literal,Industrial Light & Magic,,,,,,,,,,,,,,,,wd:Q30
87,en,literal,KEXP-FM,,,,,,,,,,,,,,,,wd:Q30
88,en,literal,Lattice Semiconductor,,,,,,,,,,,,,,,,wd:Q30
89,en,literal,Neiman Marcus,,,,,,,,,,,,,,,,wd:Q30
90,en,literal,Bad Boy Records,,,,,,,,,,,,,,,,wd:Q30
91,en,literal,Society for Industrial and Applied Mathematics,,,,,,,,,,,,,,,,wd:Q30
92,en,literal,Huntsman Corporation,,,,,,,,,,,,,,,,wd:Q30
93,en,literal,"Palm, Inc.",,,,,,,,,,,,,,,,wd:Q30
94,en,literal,Sun Country Airlines,,,,,,,,,,,,,,,,wd:Q30
95,en,literal,Bojangles' Famous Chicken 'n Biscuits,,,,,,,,,,,,,,,,wd:Q30
96,en,literal,"Broadcast Music, Inc.",,,,,,,,,,,,,,,,wd:Q30
97,en,literal,Columbia Business School,,,,,,,,,,,,,,,,wd:Q30
98,en,literal,Diners Club International,,,,,,,,,,,,,,,,wd:Q30
99,en,literal,Esquire Network,,,,,,,,,,,,,,,,wd:Q30
100,en,literal,Slim Fast,,,,,,,,,,,,,,,,wd:Q30
101,en,literal,YES Network,,,,,,,,,,,,,,,,wd:Q30
102,en,literal,Kindred Healthcare,,,,,,,,,,,,,,,,wd:Q30
103,en,literal,Viking Press,,,,,,,,,,,,,,,,wd:Q30
104,en,literal,CRC Press,,,,,,,,,,,,,,,,wd:Q30
105,en,literal,Daybreak Game Company,,,,,,,,,,,,,,,,wd:Q30
106,en,literal,Kohl's,,,,,,,,,,,,,,,,wd:Q30
107,en,literal,WCAX-TV,,,,,,,,,,,,,,,,wd:Q30
108,en,literal,Font Bureau,,,,,,,,,,,,,,,,wd:Q30
109,en,literal,Atari Games,,,,,,,,,,,,,,,,wd:Q30
110,en,literal,United Technologies Corporation,,,,,,,,,,,,,,,,wd:Q30
111,en,literal,Cisco,http://www.w3.org/2001/XMLSchema#decimal,literal,66639,http://www.w3.org/2001/XMLSchema#decimal,literal,97497000000,http://www.w3.org/2001/XMLSchema#decimal,literal,11812000000,http://www.w3.org/2001/XMLSchema#decimal,literal,41202000000,http://www.w3.org/2001/XMLSchema#decimal,literal,234790000000,wd:Q30
112,en,literal,CheapTickets,,,,,,,,,,,,,,,,wd:Q30
113,en,literal,Peet's Coffee,,,,,,,,,,,,,,,,wd:Q30
114,en,literal,Club Passim,,,,,,,,,,,,,,,,wd:Q30
115,en,literal,KTLA,,,,,,,,,,,,,,,,wd:Q30
116,en,literal,Proenza Schouler,,,,,,,,,,,,,,,,wd:Q30
117,en,literal,McIntosh Laboratory,,,,,,,,,,,,,,,,wd:Q30
118,en,literal,Dischord Records,,,,,,,,,,,,,,,,wd:Q30
119,en,literal,Disneyland Resort,,,,,,,,,,,,,,,,wd:Q30
120,en,literal,In-N-Out Burger,,,,,,,,,,,,,,,,wd:Q30
121,en,literal,Sonim Technologies,,,,,,,,,,,,,,,,wd:Q30
122,en,literal,CNN International,,,,,,,,,,,,,,,,wd:Q30
123,en,literal,K-LOVE,,,,,,,,,,,,,,,,wd:Q30
124,en,literal,EnterpriseDB,,,,,,,,,,,,,,,,wd:Q30
125,en,literal,Office Depot,,,,,,,,,,,,,,,,wd:Q30
126,en,literal,McKinsey & Company,http://www.w3.org/2001/XMLSchema#decimal,literal,38000,,,,,,,,,,,,,wd:Q30
127,en,literal,Alamo Rent a Car,,,,,,,,,,,,,,,,wd:Q30
128,en,literal,Fatburger,,,,,,,,,,,,,,,,wd:Q30
129,en,literal,First National Bank Alaska,,,,,,,,,,,,,,,,wd:Q30
130,en,literal,K-Swiss,,,,,,,,,,,,,,,,wd:Q30
131,en,literal,Freeport-McMoRan,,,,,,,,,,,,,,,,wd:Q30
132,en,literal,Scribd,,,,,,,,,,,,,,,,wd:Q30
133,en,literal,Genzyme,,,,,,,,,,,,,,,,wd:Q30
134,en,literal,Modern Language Association,,,,,,,,,,,,,,,,wd:Q30
135,en,literal,Georgia-Pacific,,,,,,,,,,,,,,,,wd:Q30
136,en,literal,GoJet Airlines LLC,,,,,,,,,,,,,,,,wd:Q30
137,en,literal,Tradeshift,,,,,,,,,,,,,,,,wd:Q30
138,en,literal,WGME-TV,,,,,,,,,,,,,,,,wd:Q30
139,en,literal,John Paul Mitchell Systems,,,,,,,,,,,,,,,,wd:Q30
140,en,literal,Hillerich & Bradsby,,,,,,,,,,,,,,,,wd:Q30
141,en,literal,Walden Media,,,,,,,,,,,,,,,,wd:Q30
142,en,literal,KGRT-FM,,,,,,,,,,,,,,,,wd:Q30
143,en,literal,Simon & Schuster,,,,,,,,,,,,,,,,wd:Q30
144,en,literal,TBWA Worldwide,,,,,,,,,,,,,,,,wd:Q30
145,en,literal,SureFire,,,,,,,,,,,,,,,,wd:Q30
146,en,literal,Mathematical Association of America,,,,,,,,,,,,,,,,wd:Q30
147,en,literal,NASA TV,,,,,,,,,,,,,,,,wd:Q30
148,en,literal,PicMonkey.com,,,,,,,,,,,,,,,,wd:Q30
149,en,literal,University of Chicago Press,,,,,,,,,,,,,,,,wd:Q30
150,en,literal,Walker Art Center,,,,,,,,,,,,,,,,wd:Q30
151,en,literal,Mercedes-Benz USA,,,,,,,,,,,,,,,,wd:Q30
152,en,literal,Meredith Corporation,,,,,,,,,,,,,,,,wd:Q30
153,en,literal,Ovation Guitar Company,,,,,,,,,,,,,,,,wd:Q30
154,en,literal,Comodo Group,,,,,,,,,,,,,,,,wd:Q30
155,en,literal,DeMoulas Market Basket,,,,,,,,,,,,,,,,wd:Q30
156,en,literal,PacifiCorp,,,,,,,,,,,,,,,,wd:Q30
157,en,literal,Performance Food Group,,,,,,,,,,,,,,,,wd:Q30
158,en,literal,WCRB,,,,,,,,,,,,,,,,wd:Q30
159,en,literal,Yen Press,,,,,,,,,,,,,,,,wd:Q30
160,en,literal,International Union Against Tuberculosis and Lung Disease,,,,,,,,,,,,,,,,wd:Q30
161,en,literal,Pilgrim Media Group,,,,,,,,,,,,,,,,wd:Q30
162,en,literal,Powell's Books,,,,,,,,,,,,,,,,wd:Q30
163,en,literal,Albemarle Corporation,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2689816000,,,,,,,wd:Q30
164,en,literal,Dover Publications,,,,,,,,,,,,,,,,wd:Q30
165,en,literal,ThinkGeek,,,,,,,,,,,,,,,,wd:Q30
166,en,literal,Warner Bros. Games,,,,,,,,,,,,,,,,wd:Q30
167,en,literal,Lippincott Williams & Wilkins,,,,,,,,,,,,,,,,wd:Q30
168,en,literal,Santa Cruz Bicycles,,,,,,,,,,,,,,,,wd:Q30
169,en,literal,Topix,,,,,,,,,,,,,,,,wd:Q30
170,en,literal,Cisco,http://www.w3.org/2001/XMLSchema#decimal,literal,66639,http://www.w3.org/2001/XMLSchema#decimal,literal,97793000000,http://www.w3.org/2001/XMLSchema#decimal,literal,11812000000,http://www.w3.org/2001/XMLSchema#decimal,literal,41202000000,http://www.w3.org/2001/XMLSchema#decimal,literal,234790000000,wd:Q30
171,en,literal,USANA Health Sciences,,,,,,,,,,,,,,,,wd:Q30
172,en,literal,WBXQ,,,,,,,,,,,,,,,,wd:Q30
173,en,literal,WDKS,,,,,,,,,,,,,,,,wd:Q30
174,en,literal,WLDE,,,,,,,,,,,,,,,,wd:Q30
175,en,literal,Yoshi's,,,,,,,,,,,,,,,,wd:Q30
176,en,literal,Aksys Games,,,,,,,,,,,,,,,,wd:Q30
177,en,literal,Alfred Music Publishing,,,,,,,,,,,,,,,,wd:Q30
178,en,literal,Thomas Nelson and Sons Ltd,,,,,,,,,,,,,,,,wd:Q30
179,en,literal,Stumptown Coffee Roasters,,,,,,,,,,,,,,,,wd:Q30
180,en,literal,Busch Gardens Tampa,,,,,,,,,,,,,,,,wd:Q30
181,en,literal,Crowne Plaza,,,,,,,,,,,,,,,,wd:Q30
182,en,literal,Acumatica,,,,,,,,,,,,,,,,wd:Q30
183,en,literal,American Society of Landscape Architects,,,,,,,,,,,,,,,,wd:Q30
184,en,literal,Auto Plus,,,,,,,,,,,,,,,,wd:Q30
185,en,literal,Citgo,,,,,,,,,,,,,,,,wd:Q30
186,en,literal,Creative Artists Agency,,,,,,,,,,,,,,,,wd:Q30
187,en,literal,East West Bank,,,,,,,,,,,,,,,,wd:Q30
188,en,literal,KFSN-TV,,,,,,,,,,,,,,,,wd:Q30
189,en,literal,WFAA,,,,,,,,,,,,,,,,wd:Q30
190,en,literal,"Farrar, Straus and Giroux",,,,,,,,,,,,,,,,wd:Q30
191,en,literal,FreshDirect,,,,,,,,,,,,,,,,wd:Q30
192,en,literal,Guardian Life Insurance Company of America,,,,,,,,,,,,,,,,wd:Q30
193,en,literal,WNET,,,,,,,,,,,,,,,,wd:Q30
194,en,literal,KCPQ,,,,,,,,,,,,,,,,wd:Q30
195,en,literal,KENS,,,,,,,,,,,,,,,,wd:Q30
196,en,literal,KERO-TV,,,,,,,,,,,,,,,,wd:Q30
197,en,literal,KGON,,,,,,,,,,,,,,,,wd:Q30
198,en,literal,KIRO-TV,,,,,,,,,,,,,,,,wd:Q30
199,en,literal,Knoebels Amusement Resort,,,,,,,,,,,,,,,,wd:Q30
200,en,literal,KPHO-TV,,,,,,,,,,,,,,,,wd:Q30
201,en,literal,Mandeville Films,,,,,,,,,,,,,,,,wd:Q30
202,en,literal,Mt. Olympus Water & Theme Park,,,,,,,,,,,,,,,,wd:Q30
203,en,literal,New England Sports Network,,,,,,,,,,,,,,,,wd:Q30
204,en,literal,"Orrick, Herrington & Sutcliffe",,,,,,,,,,,,,,,,wd:Q30
205,en,literal,PatientsLikeMe,,,,,,,,,,,,,,,,wd:Q30
206,en,literal,Loving Hut,,,,,,,,,,,,,,,,wd:Q30
207,en,literal,Santa Cruz Beach Boardwalk,,,,,,,,,,,,,,,,wd:Q30
208,en,literal,Silver Dollar City,,,,,,,,,,,,,,,,wd:Q30
209,en,literal,Stone Bridge Press,,,,,,,,,,,,,,,,wd:Q30
210,en,literal,Tahirih Justice Center,,,,,,,,,,,,,,,,wd:Q30
211,en,literal,This TV,,,,,,,,,,,,,,,,wd:Q30
212,en,literal,Tommy Bahama,,,,,,,,,,,,,,,,wd:Q30
213,en,literal,USG Corporation,,,,,,,,,,,,,,,,wd:Q30
214,en,literal,Vermont PBS,,,,,,,,,,,,,,,,wd:Q30
215,en,literal,Vizio,,,,,,,,,,,,,,,,wd:Q30
216,en,literal,WFFF-TV,,,,,,,,,,,,,,,,wd:Q30
217,en,literal,WGBH-TV,,,,,,,,,,,,,,,,wd:Q30
218,en,literal,WMAQ-TV,,,,,,,,,,,,,,,,wd:Q30
219,en,literal,Wolfire Games,,,,,,,,,,,,,,,,wd:Q30
220,en,literal,WTNZ,,,,,,,,,,,,,,,,wd:Q30
221,en,literal,Clairol,,,,,,,,,,,,,,,,wd:Q30
222,en,literal,GOL TV,,,,,,,,,,,,,,,,wd:Q30
223,en,literal,GameHouse,,,,,,,,,,,,,,,,wd:Q30
224,en,literal,Golden Chick,,,,,,,,,,,,,,,,wd:Q30
225,en,literal,Andreessen Horowitz,,,,,,,,,,,,,,,,wd:Q30
226,en,literal,Anybots,,,,,,,,,,,,,,,,wd:Q30
227,en,literal,Arris Group,,,,,,,,,,,,,,,,wd:Q30
228,en,literal,Virginia Museum of Fine Arts,,,,,,,,,,,,,,,,wd:Q30
229,en,literal,TerraPower,,,,,,,,,,,,,,,,wd:Q30
230,en,literal,Bitcasa,,,,,,,,,,,,,,,,wd:Q30
231,en,literal,University of Notre Dame,http://www.w3.org/2001/XMLSchema#decimal,literal,1396,http://www.w3.org/2001/XMLSchema#decimal,literal,18413619000,,,,,,,,,,wd:Q30
232,en,literal,International Society for Computational Biology,,,,,,,,,,,,,,,,wd:Q30
233,en,literal,"Morgan, Lewis & Bockius",,,,,,,,,,,,,,,,wd:Q30
234,en,literal,AC Transit,,,,,,,,,,,,,,,,wd:Q30
235,en,literal,Pipeworks Software,,,,,,,,,,,,,,,,wd:Q30
236,en,literal,[24]7.ai,,,,,,,,,,,,,,,,wd:Q30
237,en,literal,ABM Industries,,,,,,,,,,,,,,,,wd:Q30
238,en,literal,ACE Rent a Car,,,,,,,,,,,,,,,,wd:Q30
239,en,literal,AOAC International,,,,,,,,,,,,,,,,wd:Q30
240,en,literal,Ace Cider,,,,,,,,,,,,,,,,wd:Q30
241,en,literal,Adelaida Vineyards & Winery,,,,,,,,,,,,,,,,wd:Q30
242,en,literal,"Advanced Systems Concepts, Inc.",,,,,,,,,,,,,,,,wd:Q30
243,en,literal,Alliant Credit Union,,,,,,,,,,,,,,,,wd:Q30
244,en,literal,Alliant Energy,,,,,,,,,,,,,,,,wd:Q30
245,en,literal,Allied Academies,,,,,,,,,,,,,,,,wd:Q30
246,en,literal,Allscripts,,,,,,,,,,,,,,,,wd:Q30
247,en,literal,Amazon Pay,,,,,,,,,,,,,,,,wd:Q30
248,en,literal,Amazon Publishing,,,,,,,,,,,,,,,,wd:Q30
249,en,literal,America's Best Contacts & Eyeglasses,,,,,,,,,,,,,,,,wd:Q30
250,en,literal,American Medical Informatics Association,,,,,,,,,,,,,,,,wd:Q30
251,en,literal,American Society of Parasitologists,,,,,,,,,,,,,,,,wd:Q30
252,en,literal,AppDynamics,,,,,,,,,,,,,,,,wd:Q30
253,en,literal,Apptegic,,,,,,,,,,,,,,,,wd:Q30
254,en,literal,Archie McPhee,,,,,,,,,,,,,,,,wd:Q30
255,en,literal,Arlington Transit,,,,,,,,,,,,,,,,wd:Q30
256,en,literal,Art Van,,,,,,,,,,,,,,,,wd:Q30
257,en,literal,Association of American Medical Colleges,,,,,,,,,,,,,,,,wd:Q30
258,en,literal,Atlas Van Lines,,,,,,,,,,,,,,,,wd:Q30
259,en,literal,Aunt Lute Books,,,,,,,,,,,,,,,,wd:Q30
260,en,literal,Azure Capital Partners,,,,,,,,,,,,,,,,wd:Q30
261,en,literal,BankUnited,,,,,,,,,,,,,,,,wd:Q30
262,en,literal,BBVA USA,,,,,,,,,,,,,,,,wd:Q30
263,en,literal,Workfront,,,,,,,,,,,,,,,,wd:Q30
264,en,literal,Basho Technologies,,,,,,,,,,,,,,,,wd:Q30
265,en,literal,Beef O'Brady's,,,,,,,,,,,,,,,,wd:Q30
266,en,literal,Beltone,,,,,,,,,,,,,,,,wd:Q30
267,en,literal,Benjamin Moore & Co.,,,,,,,,,,,,,,,,wd:Q30
268,en,literal,Bess Press,,,,,,,,,,,,,,,,wd:Q30
269,en,literal,Big Blue Bus,,,,,,,,,,,,,,,,wd:Q30
270,en,literal,Big Sky Brewing Company,,,,,,,,,,,,,,,,wd:Q30
271,en,literal,Bimbo Bakeries USA,,,,,,,,,,,,,,,,wd:Q30
272,en,literal,Black Angus Steakhouse,,,,,,,,,,,,,,,,wd:Q30
273,en,literal,BlazeMeter,,,,,,,,,,,,,,,,wd:Q30
274,en,literal,Bluemercury,,,,,,,,,,,,,,,,wd:Q30
275,en,literal,BoatUS,,,,,,,,,,,,,,,,wd:Q30
276,en,literal,Bracewell LLP,,,,,,,,,,,,,,,,wd:Q30
277,en,literal,Bradley Arant Boult Cummings,,,,,,,,,,,,,,,,wd:Q30
278,en,literal,Braum's,,,,,,,,,,,,,,,,wd:Q30
279,en,literal,Brookdale Senior Living,,,,,,,,,,,,,,,,wd:Q30
280,en,literal,Brown College,,,,,,,,,,,,,,,,wd:Q30
281,en,literal,Bloomberg Industry Group,,,,,,,,,,,,,,,,wd:Q30
282,en,literal,C. O. Bigelow,,,,,,,,,,,,,,,,wd:Q30
283,en,literal,C2FO,,,,,,,,,,,,,,,,wd:Q30
284,en,literal,CO-OP Financial Services,,,,,,,,,,,,,,,,wd:Q30
285,en,literal,COSI Columbus,,,,,,,,,,,,,,,,wd:Q30
286,en,literal,Casco Bay Lines,,,,,,,,,,,,,,,,wd:Q30
287,en,literal,CenturyLink,,,,,,,,,,,,,,,,wd:Q30
288,en,literal,Chronicle Books,,,,,,,,,,,,,,,,wd:Q30
289,en,literal,CityPASS,,,,,,,,,,,,,,,,wd:Q30
290,en,literal,CJ Affiliate,,,,,,,,,,,,,,,,wd:Q30
291,en,literal,Clark Brands,,,,,,,,,,,,,,,,wd:Q30
292,en,literal,Clif Bar,,,,,,,,,,,,,,,,wd:Q30
293,en,literal,CliftonLarsonAllen,,,,,,,,,,,,,,,,wd:Q30
294,en,literal,Cluck-U Chicken,,,,,,,,,,,,,,,,wd:Q30
295,en,literal,Coffee House Press,,,,,,,,,,,,,,,,wd:Q30
296,en,literal,Cooley LLP,,,,,,,,,,,,,,,,wd:Q30
297,en,literal,Cooper-Standard Automotive,,,,,,,,,,,,,,,,wd:Q30
298,en,literal,Cricut,,,,,,,,,,,,,,,,wd:Q30
299,en,literal,Figure Eight Inc.,,,,,,,,,,,,,,,,wd:Q30
300,en,literal,Culinary School of the Rockies,,,,,,,,,,,,,,,,wd:Q30
301,en,literal,CyberArk,,,,,,,,,,,,,,,,wd:Q30
302,en,literal,Dalkey Archive Press,,,,,,,,,,,,,,,,wd:Q30
303,en,literal,Darius Films,,,,,,,,,,,,,,,,wd:Q30
304,en,literal,Dave & Buster's,,,,,,,,,,,,,,,,wd:Q30
305,en,literal,DNA Productions,,,,,,,,,,,,,,,,wd:Q30
306,en,literal,Deluxe Corporation,,,,,,,,,,,,,,,,wd:Q30
307,en,literal,Denver Center for the Performing Arts,,,,,,,,,,,,,,,,wd:Q30
308,en,literal,Destination Hotels & Resorts,,,,,,,,,,,,,,,,wd:Q30
309,en,literal,Devils Backbone Brewing Company,,,,,,,,,,,,,,,,wd:Q30
310,en,literal,Digital Federal Credit Union,,,,,,,,,,,,,,,,wd:Q30
311,en,literal,Doc Johnson Enterprises,,,,,,,,,,,,,,,,wd:Q30
312,en,literal,Downtown Music Holdings,,,,,,,,,,,,,,,,wd:Q30
313,en,literal,Dynadot,,,,,,,,,,,,,,,,wd:Q30
314,en,literal,Earwolf,,,,,,,,,,,,,,,,wd:Q30
315,en,literal,Electric Shepherd Productions,,,,,,,,,,,,,,,,wd:Q30
316,en,literal,Electronic Arts Intermix,,,,,,,,,,,,,,,,wd:Q30
317,en,literal,Empire Kosher,,,,,,,,,,,,,,,,wd:Q30
318,en,literal,Entravision Communications,,,,,,,,,,,,,,,,wd:Q30
319,en,literal,Erickson Living,,,,,,,,,,,,,,,,wd:Q30
320,en,literal,Everyday Health,,,,,,,,,,,,,,,,wd:Q30
321,en,literal,Extra Space Storage,,,,,,,,,,,,,,,,wd:Q30
322,en,literal,Eyedrum,,,,,,,,,,,,,,,,wd:Q30
323,en,literal,Fairway Market,,,,,,,,,,,,,,,,wd:Q30
324,en,literal,Family Life Network,,,,,,,,,,,,,,,,wd:Q30
325,en,literal,Financo,,,,,,,,,,,,,,,,wd:Q30
326,en,literal,Firestone Walker Brewing Company,,,,,,,,,,,,,,,,wd:Q30
327,en,literal,Fireworks by Grucci,,,,,,,,,,,,,,,,wd:Q30
328,en,literal,Fleming's Prime Steakhouse & Wine Bar,,,,,,,,,,,,,,,,wd:Q30
329,en,literal,FlightAware,,,,,,,,,,,,,,,,wd:Q30
330,en,literal,Food 4 Less,,,,,,,,,,,,,,,,wd:Q30
331,en,literal,FoodLand,,,,,,,,,,,,,,,,wd:Q30
332,en,literal,Four Way Books,,,,,,,,,,,,,,,,wd:Q30
333,en,literal,Foxit,,,,,,,,,,,,,,,,wd:Q30
334,en,literal,Gaumont International Television,,,,,,,,,,,,,,,,wd:Q30
335,en,literal,GGV Capital,,,,,,,,,,,,,,,,wd:Q30
336,en,literal,GI Partners,,,,,,,,,,,,,,,,wd:Q30
337,en,literal,GTrans,,,,,,,,,,,,,,,,wd:Q30
338,en,literal,University of Notre Dame,http://www.w3.org/2001/XMLSchema#decimal,literal,6226,http://www.w3.org/2001/XMLSchema#decimal,literal,18413619000,,,,,,,,,,wd:Q30
339,en,literal,Gibbons P.C.,,,,,,,,,,,,,,,,wd:Q30
340,en,literal,Global Payments,,,,,,,,,,,,,,,,wd:Q30
341,en,literal,Golden Empire Transit,,,,,,,,,,,,,,,,wd:Q30
342,en,literal,Gornitzky & Co.,,,,,,,,,,,,,,,,wd:Q30
343,en,literal,Grande Communications,,,,,,,,,,,,,,,,wd:Q30
