Unnamed: 0,Acquiror PermID,Target PermID,Date Announced
2408,5044031696.0,5044031696.0,03/31/2022
2409,4295880689.0,4295880689.0,05/12/2022
2410,5083389336.0,5083389336.0,07/27/2022
2411,4296191999.0,4296191999.0,03/06/2023
2412,4296426410.0,4296426410.0,11/01/2022
2413,4296812200.0,4296812200.0,02/10/2023
2414,5055463522.0,5055463522.0,01/10/2023
2415,4297995774.0,4297995774.0,05/04/2022
2416,4295878443.0,4295878443.0,02/01/2023
2417,5000549874.0,5000549874.0,04/13/2022
2418,4297616335.0,4297616335.0,07/01/2022
2419,4295880751.0,4295880751.0,01/13/2023
2420,5082054169.0,5082054169.0,08/12/2022
2421,5083152299.0,5083152299.0,06/07/2022
2422,5071086404.0,5071086404.0,04/19/2022
2423,5055459721.0,5055459721.0,03/23/2023
2424,5083456138.0,5083456138.0,09/10/2022
2425,5000558190.0,5000558190.0,03/24/2023
2426,4295873088.0,4295873088.0,07/06/2022
2427,4298494268.0,4298494268.0,02/15/2023
2428,5000022777.0,5000022777.0,10/29/2022
2429,4295877190.0,4295877190.0,08/05/2022
2430,5000830693.0,5000830693.0,09/01/2022
2432,5083842126.0,5083842126.0,10/26/2022
2433,5068318787.0,5068318787.0,06/21/2022
2435,4295982057.0,4295982057.0,11/16/2022
2436,5038066907.0,5038066907.0,06/27/2022
2437,5058994975.0,5058994975.0,07/29/2022
2438,5082239344.0,5082239344.0,01/04/2023
2439,4295889889.0,4295889889.0,07/01/2022
2440,5082829382.0,5082829382.0,05/24/2022
2441,5074432698.0,5074432698.0,07/18/2022
2442,5079223862.0,5079223862.0,05/27/2022
2443,5053433421.0,5053433421.0,09/14/2022
2444,5040702010.0,5040702010.0,04/07/2022
2445,5066540782.0,5066540782.0,04/28/2022
2446,5000611778.0,5000611778.0,05/02/2022
2447,5080188341.0,5080188341.0,05/02/2022
2448,5082541733.0,5082541733.0,05/13/2022
2449,4295875697.0,4295875697.0,05/24/2022
2450,4297212019.0,4297212019.0,04/19/2022
2451,4297392953.0,4297392953.0,07/07/2022
2452,5036350598.0,5036350598.0,07/15/2022
2453,4295867694.0,4295867694.0,09/01/2022
2454,4298144839.0,4298144839.0,05/24/2022
2455,5083475816.0,5083475816.0,09/29/2022
2456,5044012220.0,5044012220.0,10/05/2022
2457,4296621162.0,4296621162.0,10/14/2022
2458,5072806053.0,5072806053.0,10/18/2022
2459,5020583789.0,5020583789.0,09/14/2022
2460,5000066088.0,5000066088.0,12/22/2022
2461,4295906009.0,4295906009.0,11/09/2022
2463,5065974255.0,5065974255.0,03/27/2023
2464,5066616404.0,5066616404.0,01/19/2023
2465,5044740906.0,5044740906.0,01/26/2023
2466,5083812415.0,5083812415.0,01/01/2023
2467,5039200328.0,5039200328.0,02/02/2023
2468,4295894700.0,4295894700.0,02/17/2023
2469,5028061576.0,5028061576.0,02/21/2023
2470,4295907572.0,4295907572.0,08/17/2022
2471,5084129384.0,5084129384.0,11/24/2022
2472,5067485478.0,5067485478.0,11/01/2022
2473,4295864466.0,4295864466.0,12/15/2022
2475,5042935166.0,5042935166.0,01/09/2023
2476,4295864720.0,4295864720.0,12/23/2022
2478,5065371515.0,5065371515.0,01/20/2023
2479,5083290279.0,5083290279.0,10/13/2022
2480,4295868455.0,4295868455.0,06/13/2022
2481,5000551900.0,5000551900.0,07/02/2022
2483,4295856627.0,4295856627.0,10/18/2022
2484,4295896024.0,4295896024.0,09/19/2022
2485,4295926416.0,4295926416.0,03/02/2023
2486,5083108992.0,5083108992.0,02/08/2023
2487,5071401442.0,5071401442.0,09/26/2022
2488,4297300045.0,4297300045.0,12/22/2022
2489,4295879520.0,4295879520.0,01/31/2023
2490,4298345310.0,4298345310.0,12/07/2022
2491,5071568483.0,5071568483.0,02/08/2023
2492,5044599899.0,5044599899.0,02/28/2023
2493,4295857636.0,4295857636.0,03/06/2023
2494,5083756711.0,5083756711.0,01/10/2023
2495,4295864114.0,4295864114.0,05/10/2022
2496,4295873721.0,4295873721.0,04/28/2022
2497,5080106176.0,5080106176.0,09/30/2022
2498,5056396369.0,5056396369.0,12/16/2022
2500,4295865581.0,4295865581.0,04/13/2022
2501,5001190602.0,5001190602.0,01/20/2023
2502,5079231416.0,5079231416.0,05/09/2022
2504,5083430376.0,5083430376.0,08/05/2022
2505,4298362209.0,4298362209.0,05/31/2022
2507,4295895781.0,4295895781.0,04/13/2022
2508,5036179972.0,5036179972.0,06/14/2022
2509,5055476660.0,5055476660.0,07/06/2022
2510,5000591518.0,5000591518.0,11/03/2022
2511,5036394091.0,5036394091.0,04/06/2022
2513,4295859652.0,4295859652.0,04/07/2022
2514,5000013709.0,5000013709.0,07/29/2022
2515,5064691048.0,5064691048.0,01/16/2023
2516,5048024681.0,5048024681.0,08/13/2022
2517,4297848957.0,4297848957.0,05/16/2022
2518,5050986836.0,5050986836.0,04/01/2022
2519,5077911031.0,5077911031.0,09/06/2022
2520,5000591518.0,5000591518.0,11/03/2022
2521,5082536397.0,5082536397.0,05/13/2022
2522,5083435872.0,5083435872.0,08/22/2022
2523,5076382563.0,5076382563.0,11/01/2022
2524,5079898847.0,5079898847.0,09/21/2022
2525,5043535912.0,5043535912.0,08/29/2022
2526,5000011468.0,5000011468.0,04/01/2022
2527,5000762018.0,5000762018.0,08/16/2022
2528,5039697372.0,5039697372.0,09/15/2022
2529,5000030092.0,5000030092.0,05/05/2022
2530,5037851307.0,5037851307.0,10/23/2022
2531,4298002129.0,4298002129.0,02/02/2023
2532,5000059822.0,5000059822.0,10/06/2022
2533,5044529144.0,5044529144.0,04/08/2022
2534,5066599001.0,5066599001.0,05/04/2022
2535,5040240849.0,5040240849.0,07/29/2022
2536,4295877293.0,4295877293.0,08/10/2022
2537,4295900085.0,4295900085.0,01/09/2023
2538,4298153696.0,4298153696.0,12/16/2022
2539,4295883637.0,4295883637.0,04/25/2022
2540,5080077703.0,5080077703.0,03/31/2022
2541,5036174441.0,5036174441.0,03/31/2022
2543,5059013793.0,5059013793.0,05/03/2022
2544,4297516229.0,4297516229.0,05/05/2022
2545,5082531330.0,5082531330.0,05/12/2022
2546,4295889941.0,4295889941.0,05/16/2022
2548,5052528994.0,5052528994.0,05/19/2022
2549,5035574034.0,5035574034.0,05/17/2022
2550,4295891884.0,4295891884.0,05/15/2022
2551,5055941613.0,5055941613.0,06/14/2022
2552,5083167024.0,5083167024.0,06/07/2022
2553,5056444529.0,5056444529.0,05/12/2022
2554,5083347576.0,5083347576.0,05/10/2022
2556,5078529724.0,5078529724.0,07/12/2022
2557,5044066107.0,5044066107.0,07/19/2022
2558,5042217965.0,5042217965.0,07/06/2022
2559,5000413587.0,5000413587.0,08/09/2022
2560,5078524417.0,5078524417.0,08/15/2022
2561,5046711103.0,5046711103.0,08/30/2022
2562,5052540860.0,5052540860.0,05/26/2022
2563,5041748259.0,5041748259.0,09/16/2022
2564,4295903791.0,4295903791.0,09/29/2022
2565,4295904970.0,4295904970.0,10/05/2022
2566,5000621948.0,5000621948.0,10/06/2022
2567,5083697381.0,5083697381.0,12/28/2022
2568,4295904811.0,4295904811.0,10/27/2022
2570,4295887891.0,4295887891.0,11/08/2022
2571,4295887891.0,4295887891.0,11/08/2022
2572,5083633050.0,5083633050.0,11/09/2022
2573,5079697304.0,5079697304.0,11/29/2022
2576,5083716231.0,5083716231.0,01/03/2023
2577,4296558863.0,4296558863.0,01/08/2023
2578,4295866810.0,4295866810.0,01/11/2023
2579,4296206323.0,4296206323.0,12/29/2022
2580,5081386867.0,5081386867.0,01/18/2023
2582,4297194470.0,4297194470.0,02/02/2023
2583,5037661098.0,5037661098.0,02/01/2023
2584,5044712480.0,5044712480.0,02/02/2023
2585,5080052203.0,5080052203.0,02/18/2023
2586,5037661279.0,5037661279.0,01/16/2023
