company_id,val_id,edge_typ,node_typ
Q683146,Q3972943,INDUSTRY,Industry
Q106438156,Q941594,INDUSTRY,Industry
Q746413,Q3972943,INDUSTRY,Industry
Q63371124,Q126793,INDUSTRY,Industry
Q60617198,Q220499,INDUSTRY,Industry
Q4140545,Q4354683,INDUSTRY,Industry
Q18388249,Q41958,INDUSTRY,Industry
Q7440544,Q56598901,INDUSTRY,Industry
Q7440544, Q25245117,INDUSTRY,Industry
Q342813,Q3510521,INDUSTRY,Industry
Q342813, Q880371,INDUSTRY,Industry
Q699142,Q540912,INDUSTRY,Industry
Q110959120,Q190117,INDUSTRY,Industry
Q110959120, Q126793,INDUSTRY,Industry
Q18712593,Q41958,INDUSTRY,Industry
Q138133,Q2151621,INDUSTRY,Industry
Q138133, Q1341477,INDUSTRY,Industry
Q138133, Q1326594,INDUSTRY,Industry
Q65089884,Q2867142,INDUSTRY,Industry
Q44827897,Q932586,INDUSTRY,Industry
Q17054602,Q1254596,INDUSTRY,Industry
Q4827416,Q2986369,INDUSTRY,Industry
Q116247751,Q39809,INDUSTRY,Industry
Q108873123,Q3510521,INDUSTRY,Industry
Q31614246,Q941594,INDUSTRY,Industry
Q7523101,Q11635,INDUSTRY,Industry
Q113858405,Q46994,INDUSTRY,Industry
Q113858405, Q12147,INDUSTRY,Industry
Q4167907,Q11416,INDUSTRY,Industry
Q4167785,Q126793,INDUSTRY,Industry
Q52022226,Q941594,INDUSTRY,Industry
Q119505752,Q19595701,INDUSTRY,Industry
Q108281816,Q100269062,INDUSTRY,Industry
Q48999268,Q14745,INDUSTRY,Industry
Q96274482,Q220499,INDUSTRY,Industry
Q19840989,Q932586,INDUSTRY,Industry
Q19840989, Q60061622,INDUSTRY,Industry
Q19840989, Q19364326,INDUSTRY,Industry
Q19840989, Q5276056,INDUSTRY,Industry
Q19840989, Q1260632,INDUSTRY,Industry
Q7388847,Q18235436,INDUSTRY,Industry
Q7388847, Q320020,INDUSTRY,Industry
Q106767114,Q941594,INDUSTRY,Industry
Q2661305,Q178512,INDUSTRY,Industry
Q1106640,Q41958,INDUSTRY,Industry
Q107377209,Q11828862,INDUSTRY,Industry
Q107377209, Q5100735,INDUSTRY,Industry
Q107377209, Q2661018,INDUSTRY,Industry
Q107377209, Q484847,INDUSTRY,Industry
Q107377209, Q126793,INDUSTRY,Industry
Q47482412,Q11033,INDUSTRY,Industry
Q367412,Q941594,INDUSTRY,Industry
