,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q489243,uri,http://www.wikidata.org/entity/Q20716,,,
1,uri,http://www.wikidata.org/entity/Q492706,uri,http://www.wikidata.org/entity/Q20716,,,
2,uri,http://www.wikidata.org/entity/Q563107,uri,http://www.wikidata.org/entity/Q20716,,,
3,uri,http://www.wikidata.org/entity/Q624080,uri,http://www.wikidata.org/entity/Q20716,,,
4,uri,http://www.wikidata.org/entity/Q790020,uri,http://www.wikidata.org/entity/Q20716,,,
5,uri,http://www.wikidata.org/entity/Q4646786,uri,http://www.wikidata.org/entity/Q20716,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-07-01T00:00:00Z
6,uri,http://www.wikidata.org/entity/Q925020,uri,http://www.wikidata.org/entity/Q20716,,,
7,uri,http://www.wikidata.org/entity/Q495054,uri,http://www.wikidata.org/entity/Q483036,,,
8,uri,http://www.wikidata.org/entity/Q1476454,uri,http://www.wikidata.org/entity/Q20716,,,
9,uri,http://www.wikidata.org/entity/Q5089641,uri,http://www.wikidata.org/entity/Q20716,,,
10,uri,http://www.wikidata.org/entity/Q103872566,uri,http://www.wikidata.org/entity/Q20716,,,
11,uri,http://www.wikidata.org/entity/Q2298325,uri,http://www.wikidata.org/entity/Q55931,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z
12,uri,http://www.wikidata.org/entity/Q2298325,uri,http://www.wikidata.org/entity/Q55931,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-12-09T00:00:00Z
13,uri,http://www.wikidata.org/entity/Q24866458,uri,http://www.wikidata.org/entity/Q50595,,,
14,uri,http://www.wikidata.org/entity/Q55931,uri,http://www.wikidata.org/entity/Q29311,,,
15,uri,http://www.wikidata.org/entity/Q162345,uri,http://www.wikidata.org/entity/Q136778,,,
16,uri,http://www.wikidata.org/entity/Q493145,uri,http://www.wikidata.org/entity/Q494158,,,
17,uri,http://www.wikidata.org/entity/Q24867828,uri,http://www.wikidata.org/entity/Q211165,,,
18,uri,http://www.wikidata.org/entity/Q113086389,uri,http://www.wikidata.org/entity/Q50595,,,
19,uri,http://www.wikidata.org/entity/Q1153754,uri,http://www.wikidata.org/entity/Q20716,,,
20,uri,http://www.wikidata.org/entity/Q1479817,uri,http://www.wikidata.org/entity/Q20716,,,
21,uri,http://www.wikidata.org/entity/Q4044531,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z
22,uri,http://www.wikidata.org/entity/Q48976578,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-06-01T00:00:00Z
23,uri,http://www.wikidata.org/entity/Q4892016,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-08-02T00:00:00Z
24,uri,http://www.wikidata.org/entity/Q489243,uri,http://www.wikidata.org/entity/Q20718,,,
25,uri,http://www.wikidata.org/entity/Q45282,uri,http://www.wikidata.org/entity/Q16161254,,,
26,uri,http://www.wikidata.org/entity/Q6297698,uri,http://www.wikidata.org/entity/Q20718,,,
27,uri,http://www.wikidata.org/entity/Q18378737,uri,http://www.wikidata.org/entity/Q20718,,,
28,uri,http://www.wikidata.org/entity/Q255363,uri,http://www.wikidata.org/entity/Q625975,,,
29,uri,http://www.wikidata.org/entity/Q283856,uri,http://www.wikidata.org/entity/Q493145,,,
30,uri,http://www.wikidata.org/entity/Q626862,uri,http://www.wikidata.org/entity/Q485908,,,
31,uri,http://www.wikidata.org/entity/Q484449,uri,http://www.wikidata.org/entity/Q7509507,,,
32,uri,http://www.wikidata.org/entity/Q625975,uri,http://www.wikidata.org/entity/Q17684312,,,
33,uri,http://www.wikidata.org/entity/Q1432506,uri,http://www.wikidata.org/entity/Q138133,,,
34,uri,http://www.wikidata.org/entity/Q10851326,uri,http://www.wikidata.org/entity/Q485908,,,
35,uri,http://www.wikidata.org/entity/Q11242608,uri,http://www.wikidata.org/entity/Q487230,,,
36,uri,http://www.wikidata.org/entity/Q12580769,uri,http://www.wikidata.org/entity/Q483938,,,
37,uri,http://www.wikidata.org/entity/Q16935511,uri,http://www.wikidata.org/entity/Q490142,,,
38,uri,http://www.wikidata.org/entity/Q16935509,uri,http://www.wikidata.org/entity/Q490142,,,
39,uri,http://www.wikidata.org/entity/Q16876771,uri,http://www.wikidata.org/entity/Q16161254,,,
40,uri,http://www.wikidata.org/entity/Q21709935,uri,http://www.wikidata.org/entity/Q16161254,,,
41,uri,http://www.wikidata.org/entity/Q52667636,uri,http://www.wikidata.org/entity/Q746413,,,
42,uri,http://www.wikidata.org/entity/Q65233413,uri,http://www.wikidata.org/entity/Q493145,,,
43,uri,http://www.wikidata.org/entity/Q65233413,uri,http://www.wikidata.org/entity/Q498825,,,
44,uri,http://www.wikidata.org/entity/Q65233413,uri,http://www.wikidata.org/entity/Q928831,,,
45,uri,http://www.wikidata.org/entity/Q55642511,uri,http://www.wikidata.org/entity/Q16161254,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-03-02T00:00:00Z
46,uri,http://www.wikidata.org/entity/Q105396095,uri,http://www.wikidata.org/entity/Q16161254,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-08-01T00:00:00Z
47,uri,http://www.wikidata.org/entity/Q21554828,uri,http://www.wikidata.org/entity/Q625975,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z
48,uri,http://www.wikidata.org/entity/Q11229109,uri,http://www.wikidata.org/entity/Q489247,,,
49,uri,http://www.wikidata.org/entity/Q108471160,uri,http://www.wikidata.org/entity/Q255363,,,
50,uri,http://www.wikidata.org/entity/Q12595115,uri,http://www.wikidata.org/entity/Q625975,,,
51,uri,http://www.wikidata.org/entity/Q12620832,uri,http://www.wikidata.org/entity/Q255363,,,
52,uri,http://www.wikidata.org/entity/Q65332179,uri,http://www.wikidata.org/entity/Q16161254,,,
53,uri,http://www.wikidata.org/entity/Q65266336,uri,http://www.wikidata.org/entity/Q483971,,,
54,uri,http://www.wikidata.org/entity/Q104787825,uri,http://www.wikidata.org/entity/Q21576613,,,
55,uri,http://www.wikidata.org/entity/Q486950,uri,http://www.wikidata.org/entity/Q489308,,,
56,uri,http://www.wikidata.org/entity/Q489520,uri,http://www.wikidata.org/entity/Q483903,,,
57,uri,http://www.wikidata.org/entity/Q108909041,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z
