,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q3425078,uri,http://www.wikidata.org/entity/Q6686,,,
1,uri,http://www.wikidata.org/entity/Q128356,uri,http://www.wikidata.org/entity/Q1161666,,,
2,uri,http://www.wikidata.org/entity/Q178516,uri,http://www.wikidata.org/entity/Q931207,,,
3,uri,http://www.wikidata.org/entity/Q177814,uri,http://www.wikidata.org/entity/Q1632461,,,
4,uri,http://www.wikidata.org/entity/Q266341,uri,http://www.wikidata.org/entity/Q1431486,,,
5,uri,http://www.wikidata.org/entity/Q504998,uri,http://www.wikidata.org/entity/Q542767,,,
6,uri,http://www.wikidata.org/entity/Q581438,uri,http://www.wikidata.org/entity/Q74877,,,
7,uri,http://www.wikidata.org/entity/Q581438,uri,http://www.wikidata.org/entity/Q895325,,,
8,uri,http://www.wikidata.org/entity/Q610350,uri,http://www.wikidata.org/entity/Q504998,,,
9,uri,http://www.wikidata.org/entity/Q752515,uri,http://www.wikidata.org/entity/Q504998,,,
10,uri,http://www.wikidata.org/entity/Q926575,uri,http://www.wikidata.org/entity/Q504998,,,
11,uri,http://www.wikidata.org/entity/Q948531,uri,http://www.wikidata.org/entity/Q504998,,,
12,uri,http://www.wikidata.org/entity/Q1229287,uri,http://www.wikidata.org/entity/Q504998,,,
13,uri,http://www.wikidata.org/entity/Q1287437,uri,http://www.wikidata.org/entity/Q504998,,,
14,uri,http://www.wikidata.org/entity/Q1583780,uri,http://www.wikidata.org/entity/Q504998,,,
15,uri,http://www.wikidata.org/entity/Q1686544,uri,http://www.wikidata.org/entity/Q504998,,,
16,uri,http://www.wikidata.org/entity/Q304444,uri,http://www.wikidata.org/entity/Q97439162,,,
17,uri,http://www.wikidata.org/entity/Q107358444,uri,http://www.wikidata.org/entity/Q63335,,,
18,uri,http://www.wikidata.org/entity/Q895795,uri,http://www.wikidata.org/entity/Q504998,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z
19,uri,http://www.wikidata.org/entity/Q948531,uri,http://www.wikidata.org/entity/Q504998,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z
20,uri,http://www.wikidata.org/entity/Q676585,uri,http://www.wikidata.org/entity/Q47088340,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z
21,uri,http://www.wikidata.org/entity/Q1647020,uri,http://www.wikidata.org/entity/Q40464,,,
22,uri,http://www.wikidata.org/entity/Q699529,uri,http://www.wikidata.org/entity/Q504998,,,
23,uri,http://www.wikidata.org/entity/Q903621,uri,http://www.wikidata.org/entity/Q188273,,,
24,uri,http://www.wikidata.org/entity/Q309867,uri,http://www.wikidata.org/entity/Q19951610,,,
25,uri,http://www.wikidata.org/entity/Q3098278,uri,http://www.wikidata.org/entity/Q21605526,,,
26,uri,http://www.wikidata.org/entity/Q7628112,uri,http://www.wikidata.org/entity/Q2450848,,,
27,uri,http://www.wikidata.org/entity/Q448083,uri,http://www.wikidata.org/entity/Q1431285,,,
28,uri,http://www.wikidata.org/entity/Q516033,uri,http://www.wikidata.org/entity/Q1127887,,,
29,uri,http://www.wikidata.org/entity/Q662824,uri,http://www.wikidata.org/entity/Q1161666,,,
30,uri,http://www.wikidata.org/entity/Q769222,uri,http://www.wikidata.org/entity/Q1127887,,,
31,uri,http://www.wikidata.org/entity/Q773875,uri,http://www.wikidata.org/entity/Q1886126,,,
32,uri,http://www.wikidata.org/entity/Q938437,uri,http://www.wikidata.org/entity/Q773875,,,
33,uri,http://www.wikidata.org/entity/Q1047243,uri,http://www.wikidata.org/entity/Q329426,,,
34,uri,http://www.wikidata.org/entity/Q1050918,uri,http://www.wikidata.org/entity/Q329426,,,
35,uri,http://www.wikidata.org/entity/Q1121170,uri,http://www.wikidata.org/entity/Q13416787,,,
36,uri,http://www.wikidata.org/entity/Q19698200,uri,http://www.wikidata.org/entity/Q1431486,,,
37,uri,http://www.wikidata.org/entity/Q55433734,uri,http://www.wikidata.org/entity/Q1239347,,,
38,uri,http://www.wikidata.org/entity/Q769222,uri,http://www.wikidata.org/entity/Q1127887,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z
39,uri,http://www.wikidata.org/entity/Q38903,uri,http://www.wikidata.org/entity/Q1127887,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z
40,uri,http://www.wikidata.org/entity/Q516033,uri,http://www.wikidata.org/entity/Q1127887,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z
41,uri,http://www.wikidata.org/entity/Q112858152,uri,http://www.wikidata.org/entity/Q273819,,,
42,uri,http://www.wikidata.org/entity/Q1393345,uri,http://www.wikidata.org/entity/Q212599,,,
43,uri,http://www.wikidata.org/entity/Q645498,uri,http://www.wikidata.org/entity/Q270363,,,
44,uri,http://www.wikidata.org/entity/Q1119857,uri,http://www.wikidata.org/entity/Q270363,,,
45,uri,http://www.wikidata.org/entity/Q2178795,uri,http://www.wikidata.org/entity/Q274591,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z
46,uri,http://www.wikidata.org/entity/Q106847577,uri,http://www.wikidata.org/entity/Q106856568,,,
47,uri,http://www.wikidata.org/entity/Q142348,uri,http://www.wikidata.org/entity/Q504998,,,
48,uri,http://www.wikidata.org/entity/Q936563,uri,http://www.wikidata.org/entity/Q842108,,,
49,uri,http://www.wikidata.org/entity/Q1302944,uri,http://www.wikidata.org/entity/Q270363,,,
50,uri,http://www.wikidata.org/entity/Q1376256,uri,http://www.wikidata.org/entity/Q1374315,,,
51,uri,http://www.wikidata.org/entity/Q2450848,uri,http://www.wikidata.org/entity/Q1127887,,,
52,uri,http://www.wikidata.org/entity/Q2450848,uri,http://www.wikidata.org/entity/Q2663746,,,
53,uri,http://www.wikidata.org/entity/Q1368909,uri,http://www.wikidata.org/entity/Q56853086,,,
54,uri,http://www.wikidata.org/entity/Q3488561,uri,http://www.wikidata.org/entity/Q3117481,,,
55,uri,http://www.wikidata.org/entity/Q2819353,uri,http://www.wikidata.org/entity/Q13646,,,
56,uri,http://www.wikidata.org/entity/Q117215,uri,http://www.wikidata.org/entity/Q664399,,,
57,uri,http://www.wikidata.org/entity/Q1553251,uri,http://www.wikidata.org/entity/Q504998,,,
58,uri,http://www.wikidata.org/entity/Q1709809,uri,http://www.wikidata.org/entity/Q212599,,,
59,uri,http://www.wikidata.org/entity/Q1976290,uri,http://www.wikidata.org/entity/Q499707,,,
60,uri,http://www.wikidata.org/entity/Q2104662,uri,http://www.wikidata.org/entity/Q329426,,,
61,uri,http://www.wikidata.org/entity/Q2178795,uri,http://www.wikidata.org/entity/Q274591,,,
62,uri,http://www.wikidata.org/entity/Q2412906,uri,http://www.wikidata.org/entity/Q895325,,,
63,uri,http://www.wikidata.org/entity/Q2467627,uri,http://www.wikidata.org/entity/Q1239347,,,
64,uri,http://www.wikidata.org/entity/Q2663746,uri,http://www.wikidata.org/entity/Q1127887,,,
65,uri,http://www.wikidata.org/entity/Q2925142,uri,http://www.wikidata.org/entity/Q889624,,,
66,uri,http://www.wikidata.org/entity/Q2943530,uri,http://www.wikidata.org/entity/Q2670967,,,
