,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q601702,uri,http://www.wikidata.org/entity/Q1632726,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z
1,uri,http://www.wikidata.org/entity/Q110739667,uri,http://www.wikidata.org/entity/Q4523181,,,
2,uri,http://www.wikidata.org/entity/Q553149,uri,http://www.wikidata.org/entity/Q208489,,,
3,uri,http://www.wikidata.org/entity/Q601702,uri,http://www.wikidata.org/entity/Q1632726,,,
4,uri,http://www.wikidata.org/entity/Q1536651,uri,http://www.wikidata.org/entity/Q853619,,,
5,uri,http://www.wikidata.org/entity/Q1987800,uri,http://www.wikidata.org/entity/Q1132126,,,
6,uri,http://www.wikidata.org/entity/Q2621214,uri,http://www.wikidata.org/entity/Q589757,,,
7,uri,http://www.wikidata.org/entity/Q2912104,uri,http://www.wikidata.org/entity/Q716861,,,
8,uri,http://www.wikidata.org/entity/Q4676831,uri,http://www.wikidata.org/entity/Q2091479,,,
9,uri,http://www.wikidata.org/entity/Q7187611,uri,http://www.wikidata.org/entity/Q2777129,,,
10,uri,http://www.wikidata.org/entity/Q7187667,uri,http://www.wikidata.org/entity/Q2777497,,,
11,uri,http://www.wikidata.org/entity/Q15614811,uri,http://www.wikidata.org/entity/Q208489,,,
