,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q129911,uri,http://www.wikidata.org/entity/Q23317,,,
1,uri,http://www.wikidata.org/entity/Q425956,uri,http://www.wikidata.org/entity/Q9396,,,
2,uri,http://www.wikidata.org/entity/Q540733,uri,http://www.wikidata.org/entity/Q9396,,,
3,uri,http://www.wikidata.org/entity/Q552912,uri,http://www.wikidata.org/entity/Q9322,,,
4,uri,http://www.wikidata.org/entity/Q593786,uri,http://www.wikidata.org/entity/Q9396,,,
5,uri,http://www.wikidata.org/entity/Q129911,uri,http://www.wikidata.org/entity/Q163241,,,
6,uri,http://www.wikidata.org/entity/Q129911,uri,http://www.wikidata.org/entity/Q234021,,,
7,uri,http://www.wikidata.org/entity/Q200491,uri,http://www.wikidata.org/entity/Q156913,,,
8,uri,http://www.wikidata.org/entity/Q265033,uri,http://www.wikidata.org/entity/Q1522014,,,
9,uri,http://www.wikidata.org/entity/Q319730,uri,http://www.wikidata.org/entity/Q136542,,,
10,uri,http://www.wikidata.org/entity/Q481536,uri,http://www.wikidata.org/entity/Q156913,,,
11,uri,http://www.wikidata.org/entity/Q744182,uri,http://www.wikidata.org/entity/Q156913,,,
12,uri,http://www.wikidata.org/entity/Q463494,uri,http://www.wikidata.org/entity/Q21096327,,,
13,uri,http://www.wikidata.org/entity/Q1134915,uri,http://www.wikidata.org/entity/Q553658,,,
14,uri,http://www.wikidata.org/entity/Q1432506,uri,http://www.wikidata.org/entity/Q138133,,,
15,uri,http://www.wikidata.org/entity/Q1750561,uri,http://www.wikidata.org/entity/Q1204376,,,
16,uri,http://www.wikidata.org/entity/Q1811384,uri,http://www.wikidata.org/entity/Q2124721,,,
17,uri,http://www.wikidata.org/entity/Q2052213,uri,http://www.wikidata.org/entity/Q570747,,,
18,uri,http://www.wikidata.org/entity/Q2124721,uri,http://www.wikidata.org/entity/Q270223,,,
19,uri,http://www.wikidata.org/entity/Q2453627,uri,http://www.wikidata.org/entity/Q701755,,,
20,uri,http://www.wikidata.org/entity/Q3045727,uri,http://www.wikidata.org/entity/Q270223,,,
