,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q690789,uri,http://www.wikidata.org/entity/Q1321868,,,
1,uri,http://www.wikidata.org/entity/Q1145155,uri,http://www.wikidata.org/entity/Q1321868,,,
2,uri,http://www.wikidata.org/entity/Q2423252,uri,http://www.wikidata.org/entity/Q1424293,,,
3,uri,http://www.wikidata.org/entity/Q2882078,uri,http://www.wikidata.org/entity/Q610817,,,
4,uri,http://www.wikidata.org/entity/Q3512020,uri,http://www.wikidata.org/entity/Q690789,,,
5,uri,http://www.wikidata.org/entity/Q4954511,uri,http://www.wikidata.org/entity/Q806181,,,
6,uri,http://www.wikidata.org/entity/Q10272036,uri,http://www.wikidata.org/entity/Q610817,,,
7,uri,http://www.wikidata.org/entity/Q10272036,uri,http://www.wikidata.org/entity/Q806181,,,
8,uri,http://www.wikidata.org/entity/Q10272036,uri,http://www.wikidata.org/entity/Q835283,,,
9,uri,http://www.wikidata.org/entity/Q18499520,uri,http://www.wikidata.org/entity/Q610817,,,
10,uri,http://www.wikidata.org/entity/Q837851,uri,http://www.wikidata.org/entity/Q3131210,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z
11,uri,http://www.wikidata.org/entity/Q791285,uri,http://www.wikidata.org/entity/Q3131210,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z
12,uri,http://www.wikidata.org/entity/Q125074,uri,http://www.wikidata.org/entity/Q128738,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z
13,uri,http://www.wikidata.org/entity/Q85158360,uri,http://www.wikidata.org/entity/Q128738,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z
14,uri,http://www.wikidata.org/entity/Q25001362,uri,http://www.wikidata.org/entity/Q128738,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z
15,uri,http://www.wikidata.org/entity/Q108909041,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z
16,uri,http://www.wikidata.org/entity/Q4044531,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z
17,uri,http://www.wikidata.org/entity/Q48976578,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-06-01T00:00:00Z
18,uri,http://www.wikidata.org/entity/Q4892016,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-08-02T00:00:00Z
19,uri,http://www.wikidata.org/entity/Q110249404,uri,http://www.wikidata.org/entity/Q7073219,,,
20,uri,http://www.wikidata.org/entity/Q125074,uri,http://www.wikidata.org/entity/Q128738,,,
21,uri,http://www.wikidata.org/entity/Q521673,uri,http://www.wikidata.org/entity/Q128738,,,
22,uri,http://www.wikidata.org/entity/Q837851,uri,http://www.wikidata.org/entity/Q3131210,,,
23,uri,http://www.wikidata.org/entity/Q1311398,uri,http://www.wikidata.org/entity/Q644625,,,
24,uri,http://www.wikidata.org/entity/Q1422061,uri,http://www.wikidata.org/entity/Q128738,,,
25,uri,http://www.wikidata.org/entity/Q1579222,uri,http://www.wikidata.org/entity/Q2081136,,,
26,uri,http://www.wikidata.org/entity/Q1428656,uri,http://www.wikidata.org/entity/Q20059505,,,
27,uri,http://www.wikidata.org/entity/Q2081136,uri,http://www.wikidata.org/entity/Q1579222,,,
28,uri,http://www.wikidata.org/entity/Q2142669,uri,http://www.wikidata.org/entity/Q128738,,,
29,uri,http://www.wikidata.org/entity/Q2876669,uri,http://www.wikidata.org/entity/Q3064093,,,
30,uri,http://www.wikidata.org/entity/Q3388421,uri,http://www.wikidata.org/entity/Q1676554,,,
31,uri,http://www.wikidata.org/entity/Q3411543,uri,http://www.wikidata.org/entity/Q1541470,,,
32,uri,http://www.wikidata.org/entity/Q5475421,uri,http://www.wikidata.org/entity/Q128738,,,
33,uri,http://www.wikidata.org/entity/Q6009987,uri,http://www.wikidata.org/entity/Q899097,,,
34,uri,http://www.wikidata.org/entity/Q9610507,uri,http://www.wikidata.org/entity/Q2876669,,,
35,uri,http://www.wikidata.org/entity/Q10274957,uri,http://www.wikidata.org/entity/Q1424293,,,
36,uri,http://www.wikidata.org/entity/Q18486519,uri,http://www.wikidata.org/entity/Q1851075,,,
37,uri,http://www.wikidata.org/entity/Q28401783,uri,http://www.wikidata.org/entity/Q128738,,,
38,uri,http://www.wikidata.org/entity/Q29785218,uri,http://www.wikidata.org/entity/Q2876669,,,
39,uri,http://www.wikidata.org/entity/Q52667636,uri,http://www.wikidata.org/entity/Q746413,,,
40,uri,http://www.wikidata.org/entity/Q52669480,uri,http://www.wikidata.org/entity/Q2420769,,,
41,uri,http://www.wikidata.org/entity/Q5011113,uri,http://www.wikidata.org/entity/Q1328252,,,
42,uri,http://www.wikidata.org/entity/Q5156947,uri,http://www.wikidata.org/entity/Q1541470,,,
43,uri,http://www.wikidata.org/entity/Q5359479,uri,http://www.wikidata.org/entity/Q1328252,,,
44,uri,http://www.wikidata.org/entity/Q7000343,uri,http://www.wikidata.org/entity/Q6729763,,,
45,uri,http://www.wikidata.org/entity/Q7924549,uri,http://www.wikidata.org/entity/Q1541470,,,
46,uri,http://www.wikidata.org/entity/Q10271729,uri,http://www.wikidata.org/entity/Q1328252,,,
47,uri,http://www.wikidata.org/entity/Q28681019,uri,http://www.wikidata.org/entity/Q1601457,,,
48,uri,http://www.wikidata.org/entity/Q5514859,uri,http://www.wikidata.org/entity/Q2713910,,,
