,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q382968,uri,http://www.wikidata.org/entity/Q6970049
1,uri,http://www.wikidata.org/entity/Q1768677,uri,http://www.wikidata.org/entity/Q6970049
2,uri,http://www.wikidata.org/entity/Q18589054,uri,http://www.wikidata.org/entity/Q6970049
