,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q20725660,uri,http://www.wikidata.org/entity/Q188567
1,uri,http://www.wikidata.org/entity/Q51353880,uri,http://www.wikidata.org/entity/Q51304964
