,company.type,company.value,owner.type,owner.value,acquiredate.datatype,acquiredate.type,acquiredate.value
0,uri,http://www.wikidata.org/entity/Q104905694,uri,http://www.wikidata.org/entity/Q671465,,,
1,uri,http://www.wikidata.org/entity/Q217623,uri,http://www.wikidata.org/entity/Q1636545,,,
2,uri,http://www.wikidata.org/entity/Q1827419,uri,http://www.wikidata.org/entity/Q210534,,,
3,uri,http://www.wikidata.org/entity/Q1947144,uri,http://www.wikidata.org/entity/Q1636545,,,
4,uri,http://www.wikidata.org/entity/Q2288463,uri,http://www.wikidata.org/entity/Q1562826,,,
5,uri,http://www.wikidata.org/entity/Q2390965,uri,http://www.wikidata.org/entity/Q1636545,,,
6,uri,http://www.wikidata.org/entity/Q2529835,uri,http://www.wikidata.org/entity/Q122141,,,
7,uri,http://www.wikidata.org/entity/Q2529841,uri,http://www.wikidata.org/entity/Q122141,,,
8,uri,http://www.wikidata.org/entity/Q3269655,uri,http://www.wikidata.org/entity/Q1318049,,,
9,uri,http://www.wikidata.org/entity/Q7766168,uri,http://www.wikidata.org/entity/Q546976,,,
10,uri,http://www.wikidata.org/entity/Q471958,uri,http://www.wikidata.org/entity/Q7186887,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z
11,uri,http://www.wikidata.org/entity/Q667886,uri,http://www.wikidata.org/entity/Q568642,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-12-16T00:00:00Z
12,uri,http://www.wikidata.org/entity/Q1562664,uri,http://www.wikidata.org/entity/Q1562826,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z
13,uri,http://www.wikidata.org/entity/Q1746945,uri,http://www.wikidata.org/entity/Q643626,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-01-11T00:00:00Z
14,uri,http://www.wikidata.org/entity/Q2717882,uri,http://www.wikidata.org/entity/Q1424962,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z
15,uri,http://www.wikidata.org/entity/Q17509697,uri,http://www.wikidata.org/entity/Q251266,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z
16,uri,http://www.wikidata.org/entity/Q48976578,uri,http://www.wikidata.org/entity/Q746413,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-06-01T00:00:00Z
17,uri,http://www.wikidata.org/entity/Q650467,uri,http://www.wikidata.org/entity/Q1562826,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z
18,uri,http://www.wikidata.org/entity/Q96076302,uri,http://www.wikidata.org/entity/Q487494,,,
19,uri,http://www.wikidata.org/entity/Q295261,uri,http://www.wikidata.org/entity/Q190464,,,
20,uri,http://www.wikidata.org/entity/Q304769,uri,http://www.wikidata.org/entity/Q152057,,,
21,uri,http://www.wikidata.org/entity/Q465952,uri,http://www.wikidata.org/entity/Q152057,,,
22,uri,http://www.wikidata.org/entity/Q471891,uri,http://www.wikidata.org/entity/Q541451,,,
23,uri,http://www.wikidata.org/entity/Q846031,uri,http://www.wikidata.org/entity/Q122141,,,
24,uri,http://www.wikidata.org/entity/Q1540525,uri,http://www.wikidata.org/entity/Q122141,,,
25,uri,http://www.wikidata.org/entity/Q1856518,uri,http://www.wikidata.org/entity/Q122141,,,
26,uri,http://www.wikidata.org/entity/Q2529830,uri,http://www.wikidata.org/entity/Q122141,,,
27,uri,http://www.wikidata.org/entity/Q4352110,uri,http://www.wikidata.org/entity/Q122141,,,
28,uri,http://www.wikidata.org/entity/Q5322942,uri,http://www.wikidata.org/entity/Q593786,,,
29,uri,http://www.wikidata.org/entity/Q7939276,uri,http://www.wikidata.org/entity/Q122141,,,
30,uri,http://www.wikidata.org/entity/Q7939294,uri,http://www.wikidata.org/entity/Q122141,,,
31,uri,http://www.wikidata.org/entity/Q55640416,uri,http://www.wikidata.org/entity/Q122141,,,
32,uri,http://www.wikidata.org/entity/Q282903,uri,http://www.wikidata.org/entity/Q1044059,,,
33,uri,http://www.wikidata.org/entity/Q293469,uri,http://www.wikidata.org/entity/Q1044059,,,
34,uri,http://www.wikidata.org/entity/Q656554,uri,http://www.wikidata.org/entity/Q1044059,,,
35,uri,http://www.wikidata.org/entity/Q730587,uri,http://www.wikidata.org/entity/Q1044059,,,
36,uri,http://www.wikidata.org/entity/Q745700,uri,http://www.wikidata.org/entity/Q1044059,,,
37,uri,http://www.wikidata.org/entity/Q1136349,uri,http://www.wikidata.org/entity/Q1044059,,,
38,uri,http://www.wikidata.org/entity/Q1624735,uri,http://www.wikidata.org/entity/Q1044059,,,
39,uri,http://www.wikidata.org/entity/Q1759468,uri,http://www.wikidata.org/entity/Q1044059,,,
40,uri,http://www.wikidata.org/entity/Q20539284,uri,http://www.wikidata.org/entity/Q494917,,,
41,uri,http://www.wikidata.org/entity/Q313882,uri,http://www.wikidata.org/entity/Q157062,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z
42,uri,http://www.wikidata.org/entity/Q1560372,uri,http://www.wikidata.org/entity/Q122141,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-04-01T00:00:00Z
43,uri,http://www.wikidata.org/entity/Q3070672,uri,http://www.wikidata.org/entity/Q1636545,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z
44,uri,http://www.wikidata.org/entity/Q20756653,uri,http://www.wikidata.org/entity/Q122141,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z
45,uri,http://www.wikidata.org/entity/Q4015982,uri,http://www.wikidata.org/entity/Q122141,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z
46,uri,http://www.wikidata.org/entity/Q7963123,uri,http://www.wikidata.org/entity/Q30688042,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z
47,uri,http://www.wikidata.org/entity/Q590271,uri,http://www.wikidata.org/entity/Q245343,,,
48,uri,http://www.wikidata.org/entity/Q689059,uri,http://www.wikidata.org/entity/Q152096,,,
49,uri,http://www.wikidata.org/entity/Q795933,uri,http://www.wikidata.org/entity/Q154950,,,
50,uri,http://www.wikidata.org/entity/Q806680,uri,http://www.wikidata.org/entity/Q190464,,,
