,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q2364877,uri,http://www.wikidata.org/entity/Q649695
1,uri,http://www.wikidata.org/entity/Q13028633,uri,http://www.wikidata.org/entity/Q7695198
