owned_id,owner_id,date
Q1670943,Q249798,
Q1834291,Q645708,
Q2118336,Q180855,
Q2288463,Q1562826,
Q2105426,Q15944611,
Q2271894,Q97439162,
Q12811293,Q645708,2007-12-24T00:00:00Z
Q851481,Q338633,1998-12-01T00:00:00Z
Q2510139,Q917031,2021-03-01T00:00:00Z
Q110716465,Q154950,2005-01-01T00:00:00Z
Q5058164,Q746413,1999-04-01T00:00:00Z
Q4892016,Q746413,2017-08-02T00:00:00Z
Q84608018,Q249798,
Q1410383,Q645708,
Q1619253,Q1479654,
Q1666091,Q645708,
Q2407351,Q249798,
Q2571518,Q746413,
Q2592867,Q249798,
Q4892016,Q746413,
Q12730189,Q645708,
Q18126001,Q645708,
Q22031704,Q645708,
Q27991299,Q249798,
Q52667636,Q746413,
Q1747341,Q917031,2017-01-01T00:00:00Z
Q52610784,Q917031,2003-01-01T00:00:00Z
Q4044531,Q746413,2001-01-01T00:00:00Z
Q48976578,Q746413,2022-06-01T00:00:00Z
Q10711016,Q25245404,2021-01-01T00:00:00Z
Q383592,Q97439162,2021-01-01T00:00:00Z
Q3638281,Q2308588,2019-01-01T00:00:00Z
Q402880,Q1562826,
Q1432506,Q138133,
Q2553238,Q1562826,
Q4044421,Q1562826,
Q2382166,Q55640416,
Q6502903,Q683146,
Q17031826,Q55640416,
Q2389071,Q5281,
Q4537982,Q5281,
Q79211984,Q2802214,
Q79623228,Q2802214,
Q16723302,Q5281,
Q123478065,Q184860,
Q123524360,Q123524436,
Q123536506,Q123536521,
Q124052986,Q124056878,
Q124128783,Q124056878,
Q124339994,Q123536521,
Q124516072,Q124516103,
Q644625,Q180855,
Q1142160,Q180855,
Q2099630,Q180855,
Q1608689,Q25245404,
Q4034524,Q180855,
Q6192247,Q154950,
Q6473070,Q180855,
Q10723691,Q1979720,
Q30590827,Q1562826,
Q31191001,Q25245404,
Q115593557,Q50912,
Q124663583,Q124663647,
Q795933,Q154950,
Q579473,Q15944611,
Q1299917,Q180855,
Q1329485,Q180855,
Q1360622,Q154950,
Q1539183,Q15944611,
Q3240764,Q154950,
Q7633610,Q15944611,
Q1422,Q1384140,
Q110269968,Q110269968,
Q50921,Q50912,
Q936563,Q842108,
Q1146061,Q1384140,
Q1567477,Q291171,
Q304444,Q97439162,
Q874743,Q121985687,
Q12309283,Q610492,
Q27593967,Q63682945,
Q6746,Q97439162,
Q30113,Q97439162,
Q35962,Q97439162,
Q181114,Q97439162,
Q26921,Q97439162,2021-01-16T00:00:00Z
Q27597,Q97439162,2021-01-16T00:00:00Z
Q181114,Q97439162,2021-01-16T00:00:00Z
Q2405791,Q1979720,
Q13612085,Q15944611,
Q18378741,Q25245404,
Q2680937,Q1810736,
Q1922100,Q23076,
Q124246770,Q123466802,
Q3333662,Q884934,
Q4500466,Q1979720,
Q4495642,Q884934,
Q4651295,Q291171,
Q4687942,Q3240764,
Q4855508,Q1562826,
Q5019422,Q180855,
Q5454046,Q154950,
Q6315697,Q1359435,2020-02-03T00:00:00Z
Q6422005,Q1479654,2019-01-01T00:00:00Z
Q139886,Q25245404,2021-01-01T00:00:00Z
Q386873,Q1979720,
Q7452767,Q25245404,
Q7493684,Q154950,
Q7937522,Q25245404,2020-01-01T00:00:00Z
Q16040593,Q97439162,
Q16663879,Q884934,
Q16989244,Q1479654,2021-12-01T00:00:00Z
Q17019647,Q1359435,
Q18914692,Q97439162,
Q20088582,Q1979720,
Q20755384,Q1979720,
Q21244949,Q248711,
Q24937936,Q5281,
Q27230613,Q1979720,
Q27346363,Q5281,2022-08-01T00:00:00Z
Q29122853,Q1499936,
Q29122857,Q1499936,
Q29122865,Q1499936,
Q29123664,Q661845,
Q55375194,Q338633,
Q59465211,Q249798,
Q67805252,Q249798,
Q87437363,Q154950,
Q87437363,Q154950,2019-02-28T00:00:00Z
Q105883058,Q154950,
Q107615518,Q4045612,
Q108909041,Q746413,2013-01-01T00:00:00Z
Q109611399,Q1479312,
Q113699692,Q154950,
Q124005822,Q842108,
Q701108,Q645708,
Q701108,Q2304977,
