owned_id,owner_id,date
Q83891559,Q48754,
Q52662055,Q235034,
Q4892016,Q746413,2017-08-02T00:00:00Z
Q3041095,Q168751,
Q4809736,Q465584,
Q4851544,Q1128160,
Q4892016,Q746413,
Q7863438,Q487907,
Q15907697,Q857063,
Q919641,Q467752,
Q7166207,Q1383669,2016-03-23T00:00:00Z
Q17509697,Q251266,2012-01-01T00:00:00Z
Q48818046,Q20466202,2021-02-24T00:00:00Z
Q64138262,Q153417,2010-01-01T00:00:00Z
Q64130592,Q1434601,2010-07-01T00:00:00Z
Q181185,Q7414,
Q1856835,Q7817,
Q112965654,Q7707676,
Q115691836,Q1419248,
Q181507,Q795486,
Q524629,Q192314,
Q1381966,Q483551,
Q1619253,Q1479654,
Q2881919,Q4835981,
Q4705296,Q2304693,
Q39073838,Q2831861,
Q147505,Q3884,2009-11-02T00:00:00Z
Q7534755,Q739711,2021-01-01T00:00:00Z
Q5174750,Q813782,2012-01-01T00:00:00Z
Q652047,Q5986662,2012-01-01T00:00:00Z
Q857063,Q219508,
Q862718,Q1329463,
Q5364003,Q303341,
Q30147522,Q1057464,
Q51750301,Q1057464,
Q63642510,Q1057464,
Q63859411,Q4744990,
Q64128179,Q1434601,
Q64026213,Q5370765,
Q434841,Q7414,
Q83841910,Q107015205,
Q109779103,Q107015205,
Q52633263,Q49116,
Q434841,Q2216535,
Q688333,Q7855903,
Q1508234,Q289362,
Q1885099,Q2961234,
Q688333,Q107074885,
Q5003352,Q813782,
Q5123299,Q153417,
Q5495935,Q153417,
Q7642290,Q7855903,
Q113215,Q219635,
Q193199,Q219635,
Q181185,Q1431781,
Q206859,Q1431781,
Q637203,Q1673617,
Q1229066,Q1431781,
Q2188884,Q880942,
Q4950971,Q3337196,
Q4929834,Q4929017,
Q51135597,Q1104787,
Q7941609,Q2831861,2015-01-01T00:00:00Z
Q126399,Q107074885,2022-01-01T00:00:00Z
Q66048841,Q212405,
Q67141961,Q3307147,
Q7669631,Q3866841,2000-01-01T00:00:00Z
Q62606411,Q483551,
Q64877784,Q64877772,
Q64877793,Q64877772,
Q64877826,Q64877772,
Q64877852,Q64877772,
Q27676067,Q3884,
Q421253,Q312,
Q48340,Q107074885,
Q186068,Q166419,
Q696334,Q1570773,
Q8057895,Q465584,
Q10387860,Q689475,
Q10387869,Q689475,
Q55237501,Q2914692,
Q64887002,Q7102329,
Q61894844,Q7428009,
Q64166231,Q5627799,
Q64187891,Q64187080,
Q105180470,Q202210,
Q1688786,Q2283,
Q2955924,Q63335,
Q115097355,Q60769460,
Q173425,Q5533818,
Q1972120,Q483551,
Q1579024,Q107015205,
Q5322604,Q202210,
Q5690597,Q570473,
Q7079111,Q1337797,
Q7771029,Q155026,
Q105713299,Q202210,
Q110246933,Q1852556,
Q110311797,Q1656230,
Q52667636,Q746413,
Q5179879,Q1138249,
Q113562584,Q787239,
Q7805197,Q2961234,
Q110391616,Q5063092,
Q85791087,Q644289,
Q121160374,Q120637476,
Q122914589,Q629269,
Q122981295,Q4646294,
Q76434901,Q38903,
Q6677525,Q12857502,
Q6677525,Q12857502,2012-10-01T00:00:00Z
Q298594,Q35476,
Q98686778,Q919641,
Q2571518,Q746413,
Q5058164,Q746413,1999-04-01T00:00:00Z
Q1124153,Q38903,2002-01-01T00:00:00Z
Q605512,Q21077,
Q798658,Q56760250,
Q122669,Q2924461,
Q2562301,Q2908540,
Q3532045,Q3146596,
Q3560313,Q2908540,
Q4785537,Q4943376,2013-01-01T00:00:00Z
Q5317558,Q2908540,2013-01-01T00:00:00Z
Q395182,Q18674747,
Q2897812,Q8085893,
Q5663419,Q95149,
Q4044531,Q746413,2001-01-01T00:00:00Z
Q8015856,Q95149,
Q7206385,Q1756332,
Q7257286,Q1567078,
Q2313567,Q1431781,
Q98636367,Q1756332,
Q78799780,Q1756332,
Q80618586,Q465584,
Q107210726,Q3067003,
Q1366724,Q4698227,
Q105940166,Q105940197,
Q113529378,Q1756332,
Q109648461,Q2908540,
Q109773431,Q95149,
Q113529462,Q1756332,
Q114337239,Q95149,
Q115263928,Q3067003,
Q1135204,Q501476,
Q1135204,Q501476,1999-09-01T00:00:00Z
Q624798,Q219635,
Q624798,Q849363,
Q2882416,Q695087,
Q64665938,Q4827537,
Q57657789,Q57657260,
Q57657934,Q57657260,
Q581867,Q76846862,
Q1645059,Q193727,
Q3245159,Q215616,
Q1630304,Q7414,
Q4759111,Q109176,
Q5476802,Q7414,
Q5746354,Q76846862,
Q5967922,Q107074885,
Q7896130,Q235034,
Q1990768,Q913301,
Q173496,Q7414,
Q173496,Q1200552,
Q2924461,Q126399,
Q2924461,Q107074885,
Q5151724,Q3884,
Q85804110,Q3146596,2019-01-01T00:00:00Z
Q304769,Q458363,
Q319642,Q319642,
Q1126518,Q1656230,
Q30560738,Q1060165,
Q95149,Q14289857,
Q110824708,Q56760250,
Q6739276,Q7414,
Q552959,Q1567078,
Q22908679,Q467752,
Q7248577,Q459965,2006-01-01T00:00:00Z
Q18151518,Q16950802,
Q19509388,Q329953,
Q50384501,Q28939648,
Q39058665,Q7414,
Q56598900,Q56574708,
Q1065097,Q27585,
Q1204376,Q744182,2005-01-01T00:00:00Z
Q1469675,Q1065024,
Q2899069,Q1276539,2014-01-01T00:00:00Z
Q6502903,Q683146,
Q7947483,Q49110,
Q19716893,Q14289857,2013-12-20T00:00:00Z
Q1756332,Q1570773,2023-01-01T00:00:00Z
Q109733894,Q1660027,
Q106001462,Q6868408,
Q116949218,Q7111197,
Q1320443,Q822314,
Q2107343,Q2283,
Q2647558,Q621592,
Q2137023,Q2124539,
Q2931045,Q76846862,
Q4740868,Q3884,
Q10291902,Q35476,
Q2639862,Q744182,
Q66140873,Q515869,2014-01-01T00:00:00Z
Q4740865,Q3884,
Q4034881,Q1567078,
Q4833585,Q6544644,
Q3579498,Q5431118,
Q65059297,Q5096273,
Q953040,Q7414,2019-03-20T00:00:00Z
Q27585,Q467752,2015-01-01T00:00:00Z
Q746676,Q7414,
Q2216535,Q7414,
Q746676,Q242446,
Q500088,Q168383,
Q7425732,Q2908540,
Q7835466,Q2908540,
Q17082117,Q96757809,2016-01-01T00:00:00Z
Q7699319,Q5189454,2009-01-01T00:00:00Z
Q17153156,Q787239,2021-01-01T00:00:00Z
Q953040,Q2216535,2019-03-20T00:00:00Z
Q115903199,Q6512823,
Q116166351,Q43401821,
Q27585,Q29231846,
Q4740834,Q3884,
Q117879807,Q4787552,
Q3547188,Q5476713,
Q3339152,Q14289857,
Q4654338,Q117879807,
Q105683399,Q3884,
Q60621590,Q14289857,
Q61744595,Q1056637,
Q5476977,Q7414,
Q110894232,Q251266,
Q5476977,Q434841,
Q8016302,Q126399,
Q168383,Q1113804,
Q500088,Q1113804,
Q7806643,Q1411739,
Q17153156,Q787239,
Q27585,Q29231846,2017-06-13T00:00:00Z
Q3339152,Q14289857,2013-01-01T00:00:00Z
Q96016136,Q61930516,
Q110903326,Q489469,
Q110824600,Q56760250,
Q54958667,Q95,
Q2988422,Q803873,
Q2755989,Q56760250,
Q55610449,Q7942354,
Q122305030,Q367466,
Q60621590,Q95149,
Q104828660,Q113344745,
Q110725721,Q7302875,
Q110336798,Q110337362,
Q468381,Q677085,
Q55595435,Q219635,
Q55595435,Q849363,
Q19879161,Q7711621,2018-12-03T00:00:00Z
Q85754398,Q109536415,2021-01-01T00:00:00Z
Q249838,Q18395343,
Q1632461,Q849363,
Q3068067,Q8085893,
Q5017084,Q3030046,
Q30873,Q27500963,
Q31830,Q54173,
Q7719162,Q3884,
Q19863963,Q5096273,
Q7139941,Q2872634,2021-01-01T00:00:00Z
Q16954918,Q18588958,2017-07-01T00:00:00Z
Q16988376,Q1420513,
Q17091141,Q8085893,
Q50024,Q3217105,
Q40650,Q156238,
Q43320,Q7242653,
Q43320,Q18674747,
Q43327,Q38903,
Q48822,Q48881,
Q54173,Q219635,
Q54173,Q1411292,
Q54173,Q849363,
Q83723,Q1065024,
Q128929,Q1570773,
Q127552,Q2216535,
Q112247183,Q95,2006-01-01T00:00:00Z
Q127552,Q7414,2006-05-05T00:00:00Z
Q131910,Q2283,
Q140258,Q192314,2021-09-09T00:00:00Z
Q155152,Q38903,
Q152784,Q457960,
Q1143333,Q629998,
Q850324,Q19681433,
Q191615,Q668737,
Q65681213,Q5445299,
Q179200,Q3884,2022-01-01T00:00:00Z
Q179200,Q4740868,
Q60741602,Q1570773,
Q202585,Q56760250,
Q202585,Q56760250,2008-01-01T00:00:00Z
Q19391497,Q4045079,
Q203059,Q38903,
Q204474,Q2283,
Q5638683,Q2831861,
Q225613,Q1520122,
Q230051,Q3884,1999-01-01T00:00:00Z
Q266087,Q1496384,
Q260833,Q738770,
Q246125,Q2283,2011-10-13T00:00:00Z
Q1137289,Q2283,
Q257467,Q540891,
Q257467,Q2140077,
Q1192211,Q219635,
Q1192211,Q522617,
Q1192211,Q849363,
Q2247432,Q677085,
Q267313,Q248,
Q88384279,Q88384821,2018-09-07T00:00:00Z
Q282903,Q1044059,
Q285352,Q19900,
Q4780783,Q173395,2017-01-01T00:00:00Z
Q293469,Q1044059,
Q7670948,Q19900,
Q7673435,Q941127,
Q6840143,Q2283,
Q21178584,Q19900,2014-02-01T00:00:00Z
Q6675775,Q16988748,2012-04-01T00:00:00Z
Q1771581,Q58024,
Q16989150,Q19900,
Q304992,Q334800,
Q117767926,Q2283,2021-01-01T00:00:00Z
Q115145888,Q107169300,
Q60768270,Q483959,
Q304992,Q334800,2000-01-01T00:00:00Z
Q124472956,Q3884,
Q4848514,Q803873,
Q16172136,Q58024,
Q318128,Q3884,
Q318128,Q3884,2008-12-01T00:00:00Z
Q324171,Q11687735,
Q89676824,Q621592,
Q324603,Q80978,2002-01-01T00:00:00Z
Q334122,Q487907,
Q334122,Q487907,2009-01-01T00:00:00Z
Q332477,Q931354,
Q111511196,Q739711,
Q18351734,Q248,
Q341975,Q2831861,1999-01-01T00:00:00Z
Q43380,Q76846862,
Q24943390,Q2283,
Q43380,Q76846862,2019-01-01T00:00:00Z
Q705361,Q219635,
Q30645876,Q467752,
Q352773,Q19900,
Q60740233,Q1113804,
Q169889,Q7414,1996-01-01T00:00:00Z
Q169889,Q7414,
Q54857,Q7414,
Q371068,Q392221,
Q368535,Q56760250,
Q456157,Q3884,
Q366651,Q3884,
Q3280364,Q1411292,
Q3514864,Q212405,
Q383300,Q18588958,2020-12-01T00:00:00Z
Q494614,Q200491,
Q494614,Q344341,
Q207922,Q15018011,2001-01-01T00:00:00Z
Q23901,Q173941,
Q200491,Q344341,
Q267427,Q207708,2017-10-13T00:00:00Z
Q3280364,Q803873,
Q3280364,Q849363,
Q3280364,Q803873,2013-01-01T00:00:00Z
Q593786,Q219635,
Q178824,Q344341,
Q1202533,Q544847,
Q684425,Q2283,2020-01-01T00:00:00Z
Q2319420,Q107074885,2022-01-01T00:00:00Z
Q420947,Q7414,
Q2319420,Q126399,
Q2450081,Q173941,
Q4947547,Q7414,
Q5184987,Q35476,
Q463094,Q849363,
Q53046716,Q9089355,
Q31086789,Q245772,
Q28129037,Q3884,
Q467116,Q1471346,
Q38805988,Q16242963,
Q48851768,Q2319420,
Q51010538,Q173941,
Q474379,Q459477,
Q892824,Q21077,
Q892824,Q38903,
Q892824,Q56760250,
Q477993,Q803873,
Q54258978,Q245772,
Q485593,Q37156,2019-07-09T00:00:00Z
Q6778180,Q367466,
Q7894020,Q38903,
Q8194234,Q38903,
Q12515931,Q56760250,
Q498944,Q173395,2007-01-01T00:00:00Z
Q56424321,Q38903,
Q13218788,Q38903,
Q15905095,Q38903,
Q64918019,Q7414,
Q15902728,Q56760250,
Q64918019,Q1200552,
Q509284,Q95,
Q504998,Q108190893,
Q515869,Q621592,
Q536133,Q1027181,
Q20053402,Q3295867,
Q546004,Q667599,
Q552363,Q1141173,2016-09-23T00:00:00Z
Q570930,Q66,2000-01-01T00:00:00Z
Q568940,Q1656230,
Q571107,Q48791239,
Q48976578,Q746413,2022-06-01T00:00:00Z
Q105834087,Q38903,
Q106128804,Q38903,
Q572502,Q2283,
Q123173370,Q1060165,
Q608845,Q3295867,2019-01-02T00:00:00Z
Q33127799,Q1383669,
Q109015560,Q464092,
Q109016008,Q464092,
Q109016015,Q464092,
Q109016012,Q464092,
Q109016018,Q464092,
Q109013941,Q464092,
Q109015295,Q464092,
Q620534,Q289362,2019-01-01T00:00:00Z
Q217305,Q605401,
Q632404,Q76846862,
Q629821,Q73801,
Q142740,Q49108,
Q631220,Q212405,
Q634831,Q552363,
Q634831,Q1141173,
Q906187,Q14662364,
Q29002439,Q14662364,
Q744182,Q2908540,
Q585329,Q2743906,
Q612938,Q14289857,2014-01-01T00:00:00Z
Q612938,Q95149,2014-01-01T00:00:00Z
Q43896479,Q247489,
Q669561,Q131566,
Q911173,Q247556,
Q845617,Q1756332,
Q20539284,Q803873,
Q656554,Q1044059,
Q730587,Q1044059,
Q745700,Q1044059,
Q929872,Q427881,
Q1052823,Q427881,
Q1136349,Q1044059,
Q1624735,Q1044059,
Q1759468,Q1044059,
Q3110506,Q427881,
Q2524174,Q24249643,
Q683006,Q334800,2019-01-01T00:00:00Z
Q683006,Q334800,
Q691940,Q7742790,
Q1426375,Q392307,2009-01-01T00:00:00Z
Q704560,Q16988748,2020-10-26T00:00:00Z
Q702394,Q1570773,2014-01-01T00:00:00Z
Q702674,Q212405,
Q702674,Q1104787,
Q7714351,Q503415,
Q723513,Q334800,
Q724530,Q667599,
Q749474,Q219508,
Q752706,Q1200840,2018-11-01T00:00:00Z
Q753863,Q210278,
Q768231,Q642271,
Q765263,Q37158,
Q775060,Q319642,
Q776034,Q1056637,
Q2077283,Q2944238,
Q795386,Q37158,
Q805116,Q4034815,
Q791136,Q2874395,
Q815817,Q76846862,
Q2646630,Q113529522,
Q2648991,Q95149,
Q819641,Q667599,
Q827927,Q7924358,2023-01-01T00:00:00Z
Q835702,Q1570773,
Q835702,Q1570773,2019-01-01T00:00:00Z
Q839466,Q803873,
Q851717,Q7856969,
Q855525,Q1057464,
Q869106,Q173941,
Q875294,Q379801,
Q874407,Q334800,
Q874743,Q121985687,
Q457893,Q22079339,
Q885885,Q434841,1997-01-01T00:00:00Z
Q1416835,Q822314,
Q877536,Q27500963,2018-01-01T00:00:00Z
Q885885,Q7414,1997-01-01T00:00:00Z
Q877332,Q5281775,
Q1047410,Q7414,
Q1047410,Q2216535,
Q898750,Q219635,
Q8251263,Q501476,
Q13416804,Q126399,
Q903523,Q333718,
Q910740,Q212405,
Q937801,Q30873,
Q938437,Q1485061,
Q84909844,Q3884,
Q944073,Q333718,
Q3516026,Q3105439,
Q83743863,Q3442791,
Q297410,Q483551,
Q1264366,Q4835620,
Q2831861,Q289362,
Q2831861,Q289362,2006-01-01T00:00:00Z
Q3178470,Q2831861,1999-01-01T00:00:00Z
Q3108542,Q1570773,
Q3108542,Q483551,2007-12-05T00:00:00Z
Q3929820,Q153417,
Q1001437,Q2874395,
Q998257,Q667599,
Q5276954,Q153417,
Q1023871,Q193326,
Q6698032,Q7428009,
Q5665067,Q153417,2014-01-01T00:00:00Z
Q1046482,Q128896,
Q7265425,Q153417,
Q7371288,Q153417,
Q7544856,Q153417,1999-01-01T00:00:00Z
Q1044630,Q367412,2016-10-01T00:00:00Z
Q1041597,Q1471346,
Q5332296,Q95149,
Q871325,Q1065024,
Q5189454,Q2908540,2013-07-01T00:00:00Z
Q5332118,Q2908540,
Q1047009,Q7414,
Q1047239,Q303341,
Q1268837,Q289362,
Q17108901,Q2831861,2014-01-01T00:00:00Z
Q1067636,Q1141173,
Q1068655,Q8085893,
Q1069924,Q2874395,
Q64149543,Q1570773,2016-01-01T00:00:00Z
Q98550869,Q1522721,
Q1095605,Q312,
Q1093541,Q37156,
Q115350320,Q17108901,
Q115350331,Q17108901,
Q1105744,Q459477,
Q1104910,Q3295867,
Q1105124,Q14289857,
Q1117972,Q44294,
Q521922,Q294721,
Q543651,Q5120901,
Q1126244,Q14289857,2013-01-01T00:00:00Z
Q1122747,Q7786759,
Q5138780,Q98567741,
Q1121892,Q173395,
Q2946307,Q707530,
Q3459512,Q294721,
Q7191215,Q5120901,
Q1129847,Q620875,
Q1130577,Q1329463,
Q1130577,Q1329463,2004-03-08T00:00:00Z
Q6421536,Q1155729,
Q1135366,Q457960,
Q1135278,Q849363,
Q61415894,Q707530,
Q20732115,Q294721,
Q22907727,Q2669403,
