owned_id,owner_id,date
Q4044531,Q746413,2001-01-01T00:00:00Z
Q291944,Q291090,
Q11513792,Q1340408,
Q52667636,Q746413,
Q17297596,Q860580,2021-01-01T00:00:00Z
Q79402333,Q860580,
Q97300197,Q39057776,
Q17297596,Q860580,
Q22098668,Q860580,
Q22098668,Q39057776,
Q1143917,Q739000,2022-06-13T00:00:00Z
Q1193116,Q860580,2021-01-01T00:00:00Z
Q1438774,Q860580,2016-06-01T00:00:00Z
Q38903,Q860580,2019-01-01T00:00:00Z
Q3181534,Q860580,2021-01-01T00:00:00Z
Q1148541,Q860580,2023-07-27T00:00:00Z
Q11689554,Q860580,2021-01-01T00:00:00Z
Q5058164,Q746413,1999-04-01T00:00:00Z
Q4892016,Q746413,2017-08-02T00:00:00Z
Q21077,Q860580,
Q156490,Q739000,
Q215293,Q739000,
Q973054,Q860580,
Q1060165,Q860580,
Q1438774,Q860580,
Q2121562,Q739000,
Q10931299,Q1479375,
Q17500218,Q860580,
Q17500896,Q860580,
Q28136991,Q860580,
Q116189096,Q28686397,
Q136915,Q14799,2011-07-01T00:00:00Z
Q934853,Q14799,2014-01-01T00:00:00Z
Q48976578,Q746413,2022-06-01T00:00:00Z
Q163566,Q2609533,2016-01-01T00:00:00Z
Q6027819,Q26463,
Q1619253,Q1479654,
Q2571518,Q746413,
Q4892016,Q746413,
Q27423,Q2608329,
Q15913890,Q14772,
Q109579175,Q18390500,
Q151135,Q1359568,
Q1195543,Q947354,
Q1432506,Q138133,
Q4049531,Q1359568,
Q5922976,Q5210937,
Q6502903,Q683146,
Q19757718,Q1359568,
Q22099041,Q5208707,
Q29904317,Q1359568,
Q66480830,Q503182,
Q854437,Q733958,
Q752084,Q5105515,
Q866899,Q3079736,
Q1076645,Q3079736,
Q1319169,Q5191790,
Q2454999,Q1143211,
Q3073026,Q1143211,
Q3082637,Q910401,
Q55608782,Q104907477,
Q57657789,Q57657260,
Q57657934,Q57657260,
Q15897405,Q1153480,
Q5321557,Q739000,2022-01-01T00:00:00Z
Q6422005,Q1479654,2019-01-01T00:00:00Z
Q7515986,Q3079736,
Q7703217,Q739000,2017-01-01T00:00:00Z
Q10544622,Q2121562,
Q16947973,Q1359568,
Q16989244,Q1479654,2021-12-01T00:00:00Z
Q17727179,Q1359568,
Q18351488,Q1359568,
Q18712406,Q1359568,2016-01-01T00:00:00Z
Q18712406,Q1359568,
Q39057776,Q860580,
Q41567675,Q160120,
Q47313237,Q860580,
Q47036698,Q739000,
Q47519819,Q29468800,
Q55118127,Q739000,
Q104845845,Q55606242,
Q108909041,Q746413,2013-01-01T00:00:00Z
Q109342779,Q55606242,
