owned_id,owner_id,date
Q2396830,Q912476,2000-08-01T00:00:00Z
Q22079339,Q1344736,
Q57942111,Q627969,
Q57940165,Q1049470,
Q58039052,Q640694,
Q3402573,Q326282,
Q6801308,Q201492,
Q16506987,Q1067935,
Q21428306,Q392189,
Q16931259,Q2836957,2009-01-01T00:00:00Z
Q61747408,Q2836957,2015-01-01T00:00:00Z
Q1208279,Q1516410,2009-08-01T00:00:00Z
Q1603114,Q1032400,2018-01-01T00:00:00Z
Q1890462,Q815694,2017-03-17T00:00:00Z
Q5073540,Q2477358,2001-01-01T00:00:00Z
Q5123314,Q735261,2015-01-01T00:00:00Z
Q5465300,Q1145669,2005-08-15T00:00:00Z
Q112663616,Q7887664,2023-02-21T00:00:00Z
Q24190755,Q1344736,2016-01-01T00:00:00Z
Q3011200,Q7887664,2020-12-14T00:00:00Z
Q7989031,Q1141267,1996-01-01T00:00:00Z
Q478685,Q912476,1995-01-01T00:00:00Z
Q195997,Q835702,2018-12-20T00:00:00Z
Q112663616,Q7887664,
Q130879,Q1141267,
Q478685,Q912476,
Q641129,Q76039,
Q612714,Q7318069,
Q991772,Q1028449,
Q1080670,Q1194832,
Q2535134,Q3347600,
Q2749082,Q76039,
Q4976042,Q4646438,
Q6404913,Q1135686,
Q7989031,Q1141267,
Q8023931,Q1516849,
Q12253856,Q1141267,
Q2931432,Q1135686,
Q2931509,Q1135686,
Q2931644,Q1135686,
Q5011112,Q1135686,
Q5012608,Q1135686,
Q14875579,Q1135686,
Q56598900,Q56574708,
Q1510450,Q944608,
Q1820137,Q909856,
Q2931008,Q461761,
Q2931030,Q461761,
Q2931029,Q461761,
Q2931034,Q461761,
Q2931033,Q461761,
Q2931040,Q461761,
Q2931570,Q461761,
Q2931665,Q461761,
Q3257626,Q909856,
Q3302441,Q909856,
Q3268010,Q2836957,
Q3342407,Q909856,
Q3504127,Q1145669,
Q5009015,Q461761,
Q17972,Q5182500,
Q84862536,Q1250111,
Q105944538,Q16985046,
Q107721818,Q612938,
Q428457,Q1135686,
Q624597,Q1250111,
Q903343,Q1250111,
Q906522,Q1250111,
Q3539566,Q3579449,
Q3579451,Q2892212,
Q6502903,Q683146,
Q6858427,Q1422061,
Q7304003,Q16980952,
Q15238797,Q451476,
Q19365327,Q1250111,
Q28127273,Q1250111,
Q28130199,Q1250111,
Q28135902,Q1250111,
Q28659083,Q76039,
Q2723882,Q76039,
Q104777307,Q3579449,
Q2894586,Q815694,
Q2894594,Q815694,
Q2931014,Q461761,
Q2977455,Q1135686,
Q3071471,Q165684,
Q115411129,Q47520278,
Q115382027,Q3207920,
Q115351973,Q3207920,
Q115352229,Q3579449,
Q3410420,Q165858,
Q3439663,Q165684,
Q3560641,Q2894594,
Q124131461,Q62111221,
Q1635974,Q4306661,
Q4043527,Q2836957,
Q1142327,Q1135686,
Q1022955,Q461761,
Q2138163,Q461761,
Q756147,Q2080076,
Q1183935,Q1135686,
Q1435941,Q1135686,
Q2455323,Q155223,
Q1661550,Q1163715,
Q2819006,Q1135686,
Q3146644,Q1135686,
Q3564882,Q1135686,
Q26840732,Q1135686,
Q17906855,Q3512504,
Q936394,Q1250111,2010-03-01T00:00:00Z
Q1139475,Q1250111,
Q1264738,Q1250111,
Q842863,Q1250111,
Q2598605,Q1135686,
Q4808595,Q3455043,
Q116771375,Q4849261,
Q4816318,Q7887664,
Q106019646,Q106019597,
Q106019609,Q106019597,2021-02-05T00:00:00Z
Q5008967,Q461761,
Q5008986,Q461761,
Q5008998,Q461761,
Q5009114,Q461761,
Q5009113,Q461761,
Q5009146,Q461761,
Q5009183,Q461761,
Q5010617,Q461761,
Q5009056,Q461761,
Q5009077,Q461761,
Q5009099,Q461761,
Q5010744,Q1135686,
Q5010627,Q1135686,
Q5010631,Q1135686,
Q5009203,Q461761,
Q5009341,Q461761,
Q5009347,Q461761,
Q5010880,Q1458113,
Q5010753,Q1135686,
Q5010760,Q1135686,
Q5010761,Q1135686,
Q5010671,Q1135686,
Q5010707,Q1135686,
Q5010708,Q1135686,
Q5011052,Q1135686,
Q5011211,Q1135686,
Q5011291,Q1135686,
Q5011292,Q1135686,
Q1224808,Q1250111,
Q5011781,Q1135686,
Q5011826,Q1135686,
Q5011753,Q1135686,
Q5011724,Q1135686,
Q5011991,Q2065769,
Q5012049,Q1135686,
Q5012162,Q1135686,
Q5012212,Q1135686,
Q5012311,Q1135686,
Q5012339,Q1135686,
Q5012508,Q1135686,
Q5012526,Q1135686,
Q5012537,Q1135686,
Q5012458,Q1135686,
Q5012600,Q1135686,
Q5012607,Q1135686,
Q5009043,Q461761,
Q5570514,Q1142327,
Q6430529,Q165858,
Q6715642,Q835456,
Q6766373,Q1032400,
Q7119908,Q3455043,
Q7261372,Q1032001,
Q15206517,Q461761,
Q7580363,Q2832297,
Q7669886,Q1194832,
Q7811937,Q7577375,
Q1023494,Q1135686,
Q1023504,Q1135686,
Q8056783,Q2025791,
Q2931546,Q1135686,
Q2931024,Q461761,
Q2931059,Q461761,
Q2931061,Q461761,
Q2931513,Q1135686,
Q17082168,Q2709101,2017-02-01T00:00:00Z
Q20855983,Q18543,2019-01-01T00:00:00Z
Q24934590,Q167840,
Q27036547,Q908324,
Q64861470,Q6498590,
Q107120814,Q3033947,
Q118945347,Q18543,
Q124212314,Q121323756,
