owned_id,owner_id,date
Q15139453,Q215392,
Q22811612,Q215392,
Q56230193,Q215392,
Q56405371,Q215392,
Q8061,Q845632,2019-01-01T00:00:00Z
Q193199,Q970769,
Q1302944,Q970769,
Q1374315,Q970769,
Q1632461,Q970769,
Q2298492,Q970769,
Q3197950,Q970769,
Q3280364,Q970769,
Q3391735,Q970769,
Q29017831,Q215392,
Q29017875,Q215392,
Q55595435,Q970769,
Q60456802,Q215392,
Q79977467,Q1309851,
Q100821564,Q1681145,
Q340194,Q145663,
Q417431,Q417391,
Q620275,Q1309851,
Q716328,Q2575956,
Q936563,Q842108,
Q819899,Q5443779,
Q1006504,Q215639,
Q4565863,Q1815701,
Q5167707,Q1618373,
Q5167705,Q1618373,
Q7000460,Q83825,
Q10581720,Q2575956,
Q10516500,Q10423727,
Q12714075,Q1618373,
Q16255869,Q215639,
Q17050121,Q1771628,
Q19978157,Q6515085,
Q21139295,Q1309851,
Q28719555,Q190238,
Q124005822,Q842108,
Q1155797,Q845632,
Q1613639,Q2575956,
Q1784973,Q845632,
Q1785012,Q1782918,
Q1774634,Q2575956,
Q1853722,Q1782918,
Q5456506,Q3139061,
Q11993855,Q845632,
Q11959918,Q4891601,
Q11974297,Q4578476,
Q11982866,Q4355084,
Q11976133,Q10438181,
Q24035910,Q845632,
Q25424437,Q6515085,
