owned_id,owner_id,date
Q936563,Q842108,
Q950042,Q1548951,
Q956756,Q910379,
Q1070820,Q144617,
Q1208130,Q588001,
Q1414836,Q2042514,
Q1505331,Q1658959,
Q1739094,Q1207494,
Q1798270,Q1658959,
Q2313845,Q1878364,
Q258131,Q19616,
Q338690,Q19616,
Q2638120,Q1417245,
Q2638120,Q3777384,
Q643447,Q19616,
Q738394,Q19616,
Q914349,Q19616,
Q2786962,Q635963,
Q1150670,Q19616,
Q1569327,Q19616,
Q3979545,Q3777384,
Q3071105,Q762787,
Q3072675,Q1048204,2012-01-01T00:00:00Z
Q3126763,Q670482,
Q3146926,Q83823,
Q18472511,Q19616,
Q3640469,Q782064,
Q3641645,Q3777384,
Q3641645,Q3928114,
Q3648915,Q144617,
Q3689971,Q1129774,
Q3689979,Q1129774,
Q3689977,Q1129774,
Q3725397,Q565594,
Q3736515,Q45568,
Q3736515,Q1048204,
Q3736515,Q1343118,
Q3725215,Q651222,
Q3725218,Q651222,
Q3725216,Q651222,
Q3747273,Q1048204,
Q3777384,Q1417245,
Q3788748,Q646807,
Q3878999,Q1129774,
Q3906210,Q703322,
Q3925346,Q368151,
Q3925346,Q3777384,
Q3928114,Q368151,
Q3928114,Q3777384,
Q3909457,Q495026,
Q3909456,Q3909457,
Q3961046,Q1048204,
Q3995933,Q739503,
Q3991966,Q144617,
Q3991966,Q3777384,
Q3982792,Q18288262,2019-01-01T00:00:00Z
Q4004707,Q1129774,
Q4004708,Q1129774,
Q5161698,Q6420723,
Q5376815,Q651222,
Q6090691,Q3777384,
Q6422005,Q1479654,2019-01-01T00:00:00Z
Q6523209,Q1878364,
Q7087746,Q1878364,
Q7444725,Q3323911,
Q7696844,Q662824,
Q8165619,Q113406502,
Q10852472,Q1327429,
Q12059018,Q726572,
Q15965705,Q3689979,
Q16839814,Q3126763,
Q16989244,Q1479654,2021-12-01T00:00:00Z
Q17191964,Q1207494,
Q17633243,Q113406502,
Q18288262,Q3777384,
Q21189584,Q1129774,
Q21207445,Q3777372,
Q22131845,Q786790,
Q24910860,Q1048204,
Q28026003,Q912872,
Q28196057,Q662824,
Q28196057,Q910379,
Q30285473,Q910379,
Q30880629,Q3777384,
Q30880629,Q3928114,
Q32066838,Q3777384,
Q32066838,Q3928114,
Q45117441,Q3323911,2007-01-01T00:00:00Z
Q50557071,Q543750,
Q50977065,Q543750,
Q50977065,Q543750,2015-01-01T00:00:00Z
Q50843317,Q543750,
Q54153229,Q543750,
Q95689065,Q1027874,2015-01-01T00:00:00Z
Q106775732,Q3777384,
Q108909041,Q746413,2013-01-01T00:00:00Z
Q109918757,Q144617,
Q109918757,Q673267,
Q111450331,Q111450281,
Q111530542,Q111518952,
Q112961342,Q144617,
Q115351485,Q495026,
Q115309463,Q495026,
Q115309531,Q495026,
Q115309531,Q3943518,
Q115352176,Q495026,
Q115358425,Q495026,
Q116713759,Q116714992,
Q117337487,Q96240525,
Q117382148,Q3777384,
Q117382148,Q3925346,
Q124005822,Q842108,
