owned_id,owner_id,date
Q156776,Q62589018,
Q156776,Q62589018,2007-07-01T00:00:00Z
Q168836,Q62589018,2005-01-01T00:00:00Z
Q781770,Q62589018,
Q781770,Q62589018,2009-09-03T00:00:00Z
Q2381223,Q659320,
Q1536234,Q871302,
Q12129440,Q156913,
Q16994752,Q459029,2017-01-01T00:00:00Z
Q1375086,Q15712258,2019-01-01T00:00:00Z
Q755309,Q15712258,
Q41468,Q156913,
Q1633138,Q135992,
Q30303189,Q702314,
Q52669480,Q2420769,
Q16218341,Q163560,
Q980030,Q980030,
Q1160928,Q157617,
Q393786,Q6442,
Q456402,Q882871,
Q520445,Q156913,
Q1152100,Q9322,
Q1662213,Q9322,
Q15781311,Q2246805,
Q208998,Q203453,
Q1420772,Q553658,
Q695328,Q702314,
Q812479,Q278637,
Q907443,Q694837,
Q1155601,Q702314,
Q1814994,Q554198,
Q7969414,Q553658,
Q2537026,Q203453,
Q2774811,Q158948,
Q796316,Q156913,2008-10-01T00:00:00Z
Q796316,Q156913,
Q489815,Q157645,2002-01-01T00:00:00Z
Q1750092,Q573103,
Q2005557,Q573103,
Q3276886,Q573103,
Q121776846,Q573103,
Q6168230,Q554198,
Q203453,Q49653,
Q278637,Q49653,
Q262627,Q95988259,
Q1959672,Q163560,
Q3381361,Q48989,
Q3381361,Q49653,
Q265612,Q59165,
Q271812,Q23317,
Q313332,Q59165,
Q2225798,Q59165,
Q1464562,Q701755,
Q1719433,Q1283188,
Q5452620,Q573103,
Q24505419,Q163560,
Q96102816,Q320430,
Q207983,Q152051,
Q35886,Q23317,
Q156203,Q163560,
Q265033,Q1522014,
Q286421,Q81230,
Q314852,Q234021,
Q319730,Q136542,
Q353410,Q882107,
Q391895,Q81230,2014-10-01T00:00:00Z
Q391895,Q81230,
Q472451,Q81230,
Q537781,Q573266,
Q542322,Q466688,
Q567411,Q276507,
Q680841,Q156959,
Q757689,Q81230,
Q758786,Q23317,
Q812131,Q152051,
Q864933,Q573266,
Q874743,Q121985687,
Q1136191,Q318616,
Q1153205,Q81230,
Q1156210,Q66048,
Q1147187,Q459029,2017-01-01T00:00:00Z
Q1205714,Q66048,
Q1205714,Q1156210,
Q1234632,Q9325,
Q1234632,Q62589018,
Q1258332,Q234021,1993-01-01T00:00:00Z
Q1258332,Q234021,
Q1273383,Q270223,
Q1273399,Q19839259,
Q1283188,Q701755,
Q1345871,Q2124721,
Q1368761,Q2124721,
Q1432506,Q138133,
Q1455670,Q705361,
Q1592981,Q1273383,
Q1665805,Q882107,
Q1672772,Q644304,
Q1691382,Q459029,
Q1699037,Q882871,
Q1699037,Q994822,
Q1699037,Q1355293,
Q1699037,Q1662649,
Q1699037,Q1705813,
Q1699037,Q2328426,
Q1921337,Q27530,
Q35590765,Q694837,
Q2244959,Q1341261,
Q2261455,Q9396,2006-06-01T00:00:00Z
Q2351279,Q63386916,2021-11-01T00:00:00Z
Q2381970,Q27530,
Q2430478,Q137910,
Q2401704,Q9396,
Q2453627,Q701755,
Q49727,Q49653,
Q316322,Q49653,
Q358559,Q59165,
Q1713536,Q28147234,
Q3280739,Q9396,
Q3342592,Q570747,
Q3342592,Q2052213,
Q3488772,Q19951610,
Q3746269,Q3895,
Q4688630,Q705664,
Q4680354,Q3895,
Q4732334,Q27530,
Q4744450,Q166637,
Q4806211,Q3895,
Q4892545,Q821960,
Q5182604,Q466688,
Q5323325,Q821960,
Q5965929,Q157852,
Q6422005,Q1479654,2019-01-01T00:00:00Z
Q6818138,Q27530,
Q7723390,Q152051,
Q7907620,Q383711,
Q8023546,Q82229,
Q10415997,Q573266,
Q11978226,Q1052186,
Q12060924,Q1819101,
Q15851276,Q561418,
Q15870812,Q644304,
Q15955248,Q883522,
Q15955248,Q1634142,
Q15955248,Q1462383,2015-01-01T00:00:00Z
Q16040118,Q383711,
Q16981132,Q23384493,
Q16989244,Q1479654,2021-12-01T00:00:00Z
Q18208315,Q573103,
Q18287350,Q270223,
Q18562040,Q167221,
Q21036453,Q808361,
Q23043017,Q27530,
Q24068412,Q23384493,
Q26772614,Q20639876,
Q26794469,Q59165,
Q26794479,Q2328627,
Q28154519,Q1538743,
Q30285534,Q2044808,
Q30285534,Q30252828,
Q30338362,Q127005,
Q42171547,Q457503,
Q42717773,Q23317,
Q48969811,Q1326732,
Q55669360,Q163560,
Q55669360,Q163560,2015-01-01T00:00:00Z
Q55669360,Q163560,2018-01-01T00:00:00Z
Q60628960,Q459029,
Q63057183,Q163241,
Q62872450,Q1326008,
Q64512796,Q15712258,
Q64739247,Q163241,
Q66009415,Q1815747,
Q67871918,Q59165,
Q67872359,Q59165,
Q67874919,Q882871,
Q70064555,Q158948,
Q72725613,Q266572,
Q99976174,Q673647,
Q100821564,Q1681145,
Q102460732,Q26772614,
Q102460726,Q26772614,2020-11-01T00:00:00Z
Q104764187,Q9396,
Q105702759,Q1613532,
Q106824102,Q152106,
Q107156547,Q265056,
Q107677634,Q875796,
Q108169047,Q151954,
Q108000180,Q871242,
Q107983094,Q1785938,
Q109558465,Q108069219,
Q111144357,Q234021,
Q113164236,Q466688,
Q114509929,Q151954,
Q115200168,Q1613532,
Q116891200,Q169552,
Q118626772,Q327247,
Q123022474,Q1290088,
Q124005822,Q157852,
Q124416876,Q2328468,
