owned_id,owner_id,date
Q652369,Q618098,
Q3776892,Q157062,
Q3776892,Q157062,2015-10-01T00:00:00Z
Q1508259,Q880582,1998-01-01T00:00:00Z
Q829558,Q3045727,
Q1351854,Q173146,
Q7232008,Q4914712,
Q21178588,Q16980420,
Q829558,Q3045727,2019-01-01T00:00:00Z
Q5298588,Q30688042,2021-01-01T00:00:00Z
Q683146,Q998470,1994-12-01T00:00:00Z
Q880582,Q680946,2004-01-01T00:00:00Z
Q100927743,Q1318049,
Q2634111,Q229764,
Q2719715,Q122141,
Q2877515,Q593786,
Q3106410,Q122141,
Q5416606,Q1636545,
Q6658415,Q1636545,
Q2075898,Q1636545,
Q180419,Q2108217,
Q392755,Q229764,
Q746413,Q998470,
Q3562042,Q122141,
Q4356504,Q618098,
Q4049829,Q1166056,
Q3146461,Q568642,
Q6502903,Q683146,
Q4038428,Q11149,
Q3719191,Q160302,1992-01-01T00:00:00Z
Q4044531,Q746413,2001-01-01T00:00:00Z
Q4044531,Q998470,2001-01-01T00:00:00Z
Q4699027,Q122141,
Q5289224,Q157062,
Q4916779,Q1636545,
Q5427604,Q489097,
Q5179118,Q1636545,
Q6272576,Q122141,
Q5264290,Q7863870,
Q5416593,Q1636545,
Q7099056,Q2647558,
Q7679879,Q122141,
Q7679879,Q7939294,
Q7939279,Q122141,
Q7939283,Q122141,
Q7939286,Q122141,
Q7939291,Q122141,
Q7939295,Q122141,
Q7969414,Q553658,
Q6686157,Q1636545,
Q6662220,Q680946,
Q7125181,Q1636545,
Q7170931,Q1636545,
Q7300538,Q1636545,
Q7639561,Q1636545,
Q7618158,Q1636545,
Q7639452,Q1636545,
Q7734174,Q5258868,
Q7743539,Q1636545,
Q7757848,Q1636545,
Q114423668,Q493854,
Q7246300,Q5280285,
Q17010330,Q157062,
Q2522363,Q861799,
Q102238814,Q568642,
Q3445044,Q2108217,
Q5032006,Q7962224,
Q26025509,Q122141,
Q20709719,Q7741165,
Q110894232,Q251266,
Q7455079,Q7248254,2007-01-01T00:00:00Z
Q15732971,Q2413375,
Q2407351,Q249798,
Q2021533,Q5297602,
Q2633715,Q1462745,
Q78508896,Q2108217,
Q78637376,Q2108217,
Q80424644,Q2108217,
Q105443141,Q7046090,
Q104088310,Q7271329,
Q110950938,Q2108217,
Q35587063,Q122141,
Q220144,Q170027,
Q37068906,Q56706731,
Q4892016,Q746413,2017-08-02T00:00:00Z
Q48780935,Q122141,
Q52637594,Q14950045,
Q17846948,Q2118336,
Q17852699,Q2118336,
Q26292716,Q5564162,
Q26327187,Q6773982,
Q26381162,Q5564162,
Q26404257,Q6773982,
Q373225,Q494917,
Q26473447,Q2118336,
Q26502687,Q2118336,
Q26579788,Q6773982,
Q26587607,Q6773982,
Q26670001,Q6773982,
Q29482006,Q6773982,
Q29485958,Q6773982,
Q57955687,Q56706731,
Q57551648,Q487494,
Q5635861,Q190464,
Q5122694,Q160126,
Q99701325,Q1636545,
Q5450341,Q6108019,
Q62274381,Q152057,
Q62267023,Q548278,
Q7934812,Q278810,
Q58641733,Q245343,
Q105669887,Q122141,
Q4834524,Q739416,
Q7370488,Q5564162,
Q4868453,Q5253950,
Q3924088,Q5564162,
Q5323585,Q5564162,
Q5122929,Q7412675,
Q4876452,Q5253950,
Q7084824,Q2118336,
Q7716394,Q5564162,
Q7854865,Q5564162,
Q7854860,Q6773982,
Q15225054,Q5564162,
Q15979557,Q2118336,
Q15979280,Q5253950,
Q15979554,Q5253950,
Q17018729,Q5253950,
Q17021189,Q5253950,
Q17030424,Q5253950,
Q17021649,Q5564162,
Q17041248,Q5564162,
Q15979214,Q5253950,
Q15978885,Q5564162,
Q16993679,Q5564162,
Q17361863,Q2118336,
Q17361864,Q2118336,
Q7720719,Q2118336,
Q7730896,Q5253950,
Q12058464,Q5564162,
Q16984453,Q2118336,
Q17549379,Q5253950,
Q17534049,Q2118336,
Q17537997,Q2118336,
Q17538904,Q2118336,
Q17553562,Q2118336,
Q18160221,Q2118336,
Q18162102,Q5253950,
Q20054030,Q5089491,
Q21008633,Q5253950,
Q24023948,Q2118336,
Q21647629,Q2118336,
Q26276308,Q2118336,
Q26299003,Q5564162,
Q26300971,Q2118336,
Q26292365,Q6773982,
Q26305155,Q6773982,
Q26307432,Q6773982,
Q26311312,Q2118336,
Q26317597,Q2118336,
Q26321010,Q6773982,
Q26320492,Q2118336,
Q26320149,Q5089491,
Q26315767,Q2118336,
Q26318258,Q2118336,
Q26318520,Q2118336,
Q26336505,Q6773982,
Q26349419,Q6773982,
Q26354690,Q5253950,
Q26350649,Q2118336,
Q26352263,Q5564162,
Q26351419,Q6773982,
Q26363703,Q2118336,
Q26362870,Q6773982,
Q26367915,Q2118336,
Q26367206,Q6773982,
Q26367660,Q6773982,
Q26384203,Q2118336,
Q26383416,Q6773982,
Q26385269,Q2118336,
Q26396882,Q2118336,
Q26387152,Q6773982,
Q26392912,Q2118336,
Q26397413,Q2118336,
Q26388513,Q5253950,
Q26405445,Q2118336,
Q26405666,Q5089491,
Q26407046,Q5564162,
Q26405291,Q2118336,
Q26405412,Q2118336,
Q26415315,Q5564162,
Q26410602,Q2118336,
Q26425569,Q6773982,
Q26434716,Q6773982,
Q26430734,Q6773982,
Q26440928,Q2118336,
Q26440787,Q5089491,
Q26434118,Q2118336,
Q26444106,Q6773982,
Q26443113,Q6773982,
Q26450546,Q5253950,
Q26450080,Q5564162,
Q26451043,Q6773982,
Q26455560,Q2118336,
Q26455840,Q6773982,
Q26451576,Q6773982,
Q26459000,Q2118336,
Q26460674,Q2118336,
Q26460932,Q2118336,
Q26463016,Q2118336,
Q26467725,Q5089491,
Q26465500,Q5564162,
Q26469405,Q2118336,
Q26469125,Q5089491,
Q26475891,Q5253950,
Q26473240,Q5253950,
Q26477191,Q2118336,
Q26478766,Q5253950,
Q26487354,Q5253950,
Q26484378,Q2118336,
Q26490218,Q5564162,
Q26485511,Q2118336,
Q26484583,Q5253950,
Q26490741,Q2118336,
Q26490753,Q2118336,
Q26490972,Q6773982,
Q26497418,Q2118336,
Q26498326,Q2118336,
Q26494548,Q2118336,
Q26500764,Q5089491,
Q26505592,Q6773982,
Q26507886,Q2118336,
Q26502441,Q5564162,
Q26502326,Q6773982,
Q26502340,Q6773982,
Q26513720,Q2118336,
Q26509453,Q2118336,
Q26512174,Q2118336,
Q68441695,Q1198156,
Q26511181,Q6773982,
Q26519428,Q2118336,
Q26523531,Q2118336,
Q26526065,Q2118336,
Q26526416,Q2118336,
Q26533284,Q2118336,
Q26537539,Q5564162,
Q26546402,Q2118336,
Q26546572,Q5564162,
Q26550182,Q5089491,
Q26548186,Q2118336,
Q26547873,Q6773982,
Q26547958,Q6773982,
Q26547982,Q6773982,
Q26548846,Q2118336,
Q26548882,Q2118336,
Q26549089,Q2118336,
Q26549109,Q2118336,
Q26554229,Q2118336,
Q26554547,Q6773982,
Q26551501,Q2118336,
Q26555077,Q2118336,
Q26558171,Q2118336,
Q26558796,Q5564162,
Q26549243,Q6773982,
Q26549756,Q6773982,
Q26562923,Q6773982,
Q26567032,Q6773982,
Q26560764,Q5089491,
Q26570316,Q2118336,
Q26567439,Q2118336,
Q26581778,Q6773982,
Q26579929,Q6773982,
Q26582798,Q6773982,
Q26586188,Q6773982,
Q26583380,Q2118336,
Q26583427,Q2118336,
Q26590620,Q5253950,
Q26601472,Q2118336,
Q26601403,Q6773982,
Q87263899,Q721810,
Q26598962,Q5089491,
Q26607974,Q5564162,
Q26609336,Q2118336,
Q26614109,Q2118336,
Q26621475,Q2118336,
Q26621745,Q2118336,
Q26621926,Q2118336,
Q26622775,Q2118336,
Q7439115,Q683098,
Q26625558,Q2118336,
Q707602,Q683098,
Q26625112,Q6773982,
Q26627511,Q2118336,
Q26624224,Q5943510,
Q26630754,Q5564162,
Q26629900,Q2118336,
Q26630119,Q2118336,
Q26631546,Q2118336,
Q26631554,Q2118336,
Q26631599,Q2118336,
Q2889702,Q683098,
Q26697880,Q2000610,2005-01-01T00:00:00Z
Q26633525,Q6773982,
Q105691634,Q6662870,
Q26644922,Q2118336,
Q26643571,Q6773982,
Q565734,Q152057,
Q26644150,Q2118336,
Q26638983,Q2118336,
Q26639350,Q2118336,
Q26639057,Q6773982,
Q26648209,Q2118336,
Q26652895,Q2118336,
Q26640490,Q2118336,
Q1360622,Q154950,
Q3240764,Q154950,
Q26653842,Q5564162,
Q26658212,Q5089491,
Q26660154,Q2118336,
Q26666761,Q5253950,
Q114826023,Q297410,
Q26667402,Q5564162,
Q1123947,Q814309,
Q65954217,Q487494,
Q98456772,Q487494,
Q26672893,Q2118336,
Q26667652,Q2118336,
Q26667994,Q6773982,
Q26673106,Q2118336,
Q112947108,Q6108019,
Q27083738,Q5253950,
Q27083453,Q5564162,
Q26683019,Q2118336,
Q27082945,Q5253950,
Q27083223,Q5564162,
Q4013942,Q494917,
Q27081264,Q2118336,
Q27080748,Q5564162,
Q27084492,Q2118336,
Q29482038,Q2118336,
Q29481546,Q6773982,
Q29482041,Q6773982,
Q29482063,Q6773982,
Q29486217,Q2118336,
Q29483058,Q2118336,
Q29483129,Q2118336,
Q29483402,Q2118336,
Q29483792,Q6773982,
Q28446718,Q2118336,
Q29485486,Q2118336,
Q29492859,Q2118336,
Q29486924,Q6773982,
Q29487383,Q2118336,
Q29488334,Q2118336,
Q28402493,Q2118336,
Q28406126,Q2118336,
Q29490346,Q2118336,
Q29485172,Q2118336,
Q29484513,Q6773982,
Q29491737,Q6773982,
Q29495914,Q2118336,
Q29503962,Q2118336,
Q39047441,Q5253950,
Q56183713,Q2118336,
Q61863226,Q7542224,
Q59421018,Q2118336,
Q61866099,Q7542224,
Q61875607,Q5943510,
Q61915887,Q5676915,
Q70628092,Q7592564,
Q70628216,Q4879766,
Q70628132,Q65930663,
Q70628405,Q7592564,
Q80476496,Q2118336,
Q80476235,Q2118336,
Q80476526,Q2118336,
Q80476552,Q2118336,
Q80476648,Q2118336,
Q80476686,Q2118336,
Q80476690,Q2118336,
Q80476902,Q2118336,
Q80477114,Q2118336,
Q80477215,Q5943510,
Q80477172,Q2118336,
Q80477032,Q6773982,
Q80477248,Q2118336,
Q80477275,Q2118336,
Q80577818,Q6773982,
Q80577825,Q6773982,
Q80477308,Q6773982,
Q80581468,Q6773982,
Q80581495,Q6773982,
Q80581426,Q6773982,
Q80581454,Q6773982,
Q502268,Q161140,
Q280,Q161140,
Q80581665,Q6773982,
Q80581589,Q6773982,
Q80581593,Q6773982,
Q80581818,Q6773982,
Q80581825,Q6773982,
Q80581682,Q6773982,
Q80581832,Q6773982,
Q80581921,Q2118336,
Q80581768,Q6773982,
Q80581795,Q6773982,
Q80581810,Q6773982,
Q80582075,Q6773982,
Q80581875,Q6773982,
Q80581873,Q6773982,
Q80581890,Q6773982,
Q80581906,Q6773982,
Q80582519,Q6773982,
Q114567232,Q229764,
Q7988183,Q1465461,
Q80582532,Q6773982,
Q80582462,Q6773982,
Q80582754,Q6773982,
Q80582931,Q6773982,
Q80583028,Q27136461,
Q80583108,Q6773982,
Q80583361,Q6773982,
Q80583304,Q2118336,
Q80583298,Q6773982,
Q80583328,Q6773982,
Q80583336,Q6773982,
Q80583533,Q2118336,
Q80583405,Q2118336,
Q80583249,Q6773982,
Q80583513,Q2118336,
Q80583508,Q6773982,
Q80583450,Q6773982,
Q80583390,Q2118336,
Q80583396,Q2118336,
Q80583392,Q6773982,
Q80583397,Q6773982,
Q80583763,Q6773982,
Q80583807,Q5089491,
Q80583791,Q6773982,
Q80583819,Q6773982,
Q80583958,Q2118336,
Q80583964,Q2118336,
Q32277,Q494917,
Q80584251,Q6773982,
Q80584254,Q6773982,
Q80584282,Q2118336,
Q80584375,Q2118336,
Q80584372,Q6773982,
Q80584456,Q2118336,
Q80584345,Q2118336,
Q80584337,Q6773982,
Q80584550,Q2118336,
Q80584573,Q2118336,
Q80584739,Q5676915,
Q80584886,Q5943510,
Q80584911,Q6773982,
Q80585038,Q2118336,
Q80585000,Q6773982,
Q80585187,Q2118336,
Q80585218,Q5089491,
Q406828,Q739416,
Q80585492,Q5564162,
Q80585462,Q5676915,
Q80855011,Q2118336,
Q80855019,Q2118336,
Q80855065,Q2118336,
Q80855070,Q6773982,
Q80585407,Q6773982,
Q80855168,Q6773982,
Q80855214,Q2118336,
Q80855200,Q6773982,
Q80855229,Q6773982,
Q80855139,Q6773982,
Q80855394,Q2118336,
Q80855446,Q5943510,
Q80855390,Q6773982,
Q80855408,Q6773982,
Q80855431,Q6773982,
Q80855434,Q6773982,
Q80855545,Q6773982,
Q80855631,Q6773982,
Q80855477,Q2118336,
Q80855456,Q6773982,
Q80855483,Q6773982,
Q80855635,Q6773982,
Q80855828,Q6773982,
Q80855768,Q6773982,
Q80855786,Q6773982,
Q80855717,Q6773982,
Q80856186,Q6773982,
Q852650,Q2141800,
Q80856608,Q6773982,
Q80856301,Q6773982,
Q80856621,Q2118336,
Q80856636,Q6773982,
Q80856864,Q2118336,
Q80856987,Q6773982,
Q80857203,Q2118336,
Q80857115,Q6773982,
Q80857379,Q2118336,
Q80857387,Q5676915,
Q80857610,Q6773982,
Q80857768,Q6773982,
Q80857554,Q6773982,
Q80857557,Q6773982,
Q80857796,Q6773982,
Q80857543,Q6773982,
Q80857585,Q6773982,
Q80857852,Q2118336,
Q80857754,Q6773982,
Q80857969,Q6773982,
Q80858051,Q6773982,
Q80858299,Q2118336,
Q80858481,Q2118336,
Q80858485,Q2118336,
Q80858370,Q6773982,
Q80858926,Q6773982,
Q80859009,Q2118336,
Q80858730,Q6773982,
Q80859029,Q2118336,
Q80859046,Q5943510,
Q80859084,Q4976672,
Q80859315,Q5943510,
Q80859260,Q2118336,
Q80859549,Q5564162,
Q80859787,Q2118336,
Q83558643,Q2118336,
Q83558659,Q5253950,
Q83558869,Q2118336,
Q83559005,Q5564162,
Q83559001,Q2118336,
Q83558813,Q2118336,
Q83559687,Q2118336,
Q83559702,Q2118336,
Q83559693,Q5253950,
Q83559710,Q2118336,
Q99591040,Q4962678,
Q99591033,Q7542224,
Q99591028,Q65930663,
Q99591054,Q4962678,
Q99591056,Q4962678,
Q99591045,Q4976672,
Q99591052,Q5017261,
Q4010298,Q1330417,
Q99593453,Q4879766,
Q55599293,Q208909,
Q97728121,Q557632,
Q30590827,Q1562826,
Q7056228,Q2647558,
Q113001918,Q543707,
Q5286529,Q487494,
Q7568898,Q278810,
Q26316802,Q6773982,
Q26398139,Q2118336,
Q26395258,Q5089491,
Q26512681,Q6773982,
Q26630680,Q5089491,
Q26653343,Q6773982,
Q246097,Q167016,
Q409271,Q493854,
Q552359,Q9531,
Q26549666,Q5676915,
Q743733,Q5573225,
Q777721,Q161140,
Q766351,Q157062,2017-01-01T00:00:00Z
Q791930,Q157062,
Q874407,Q157062,
Q1193145,Q23901,
Q1725456,Q2602093,
Q1420772,Q553658,
Q1055882,Q494917,
Q1189079,Q494917,
Q4879766,Q1435702,
Q1267311,Q1190881,2010-07-01T00:00:00Z
Q16952586,Q1435702,
Q55442854,Q85812515,
Q105046966,Q6108019,2020-12-01T00:00:00Z
Q1335294,Q731938,2007-01-01T00:00:00Z
Q1349139,Q157062,1993-01-01T00:00:00Z
Q1431751,Q1318049,
Q843431,Q494917,
Q779893,Q1198156,
Q1419438,Q1198156,
Q2704273,Q27074,
Q172030,Q173146,
Q55074950,Q4745963,
Q1771628,Q3246464,1999-01-01T00:00:00Z
Q108118332,Q2109109,
Q2063937,Q1475656,
Q2108626,Q1435702,
Q108908102,Q30338362,
Q2527746,Q494917,
Q2913725,Q183399,
Q3115835,Q3115866,
Q3354444,Q7168181,
Q4789707,Q152096,
Q4835011,Q9531,
Q4855508,Q1562826,
Q4868791,Q1318049,
Q4962678,Q1435702,
Q5118192,Q5280285,
Q5161698,Q6420723,
Q5315592,Q487494,
Q5416522,Q1424962,
Q5452919,Q64767453,
Q5454046,Q154950,
Q5563270,Q7413153,
Q5602560,Q5280285,
Q5979464,Q7741165,
Q6094327,Q9531,
Q6192247,Q154950,
Q6227504,Q2295406,
Q6410248,Q1424962,
Q6422005,Q1479654,2019-01-01T00:00:00Z
Q6967746,Q30688042,
Q7096543,Q593786,
Q7099117,Q1256028,
Q7205652,Q593786,
Q7306647,Q998470,
Q7392992,Q493854,
Q7400525,Q152096,
Q7493684,Q154950,
Q7598202,Q548278,
Q7705429,Q487494,
Q7705434,Q487494,
Q7752321,Q846735,
Q7933952,Q494917,
Q13577460,Q593786,
Q16989244,Q1479654,2021-12-01T00:00:00Z
Q17032096,Q7435719,1995-01-01T00:00:00Z
Q17101817,Q494917,
Q18712406,Q487494,
Q19903306,Q675808,
Q21597344,Q488048,
Q21593047,Q7741165,2020-01-01T00:00:00Z
Q23038143,Q259013,2014-07-01T00:00:00Z
Q24039452,Q856411,
Q25052155,Q157062,
Q25172225,Q487494,
Q25346573,Q1318049,
Q29946462,Q10458056,
Q30646830,Q161140,
Q39055182,Q1318049,
Q43851666,Q591090,
Q43863271,Q591090,
Q42566086,Q491748,
Q54817659,Q30688042,
Q58065090,Q56706731,
Q58439001,Q56706731,
Q59465211,Q249798,
Q63242134,Q86534930,
Q63306604,Q5280285,
Q64578033,Q33111863,
Q64822933,Q6108019,
Q64822903,Q6108019,
Q65043997,Q5890431,
Q81066918,Q110475904,
Q83179278,Q70250954,
Q86685332,Q86534930,
Q99938913,Q6925414,
Q104215014,Q5564162,
Q105078879,Q493854,
Q105516156,Q5564162,
Q105883058,Q154950,
Q107313639,Q246655,
Q108909041,Q746413,2013-01-01T00:00:00Z
Q110416151,Q487494,
Q110476092,Q110475904,
Q110478780,Q110475904,
Q113699692,Q154950,
Q64767453,Q190464,
Q75293941,Q6108019,
Q111448708,Q2109109,
Q4698488,Q1198156,
Q5329729,Q1166056,
Q5453328,Q1198156,
Q5452973,Q1198156,
Q5453919,Q1198156,
Q5574882,Q1166056,
Q6824806,Q1166056,
Q24698874,Q1166056,
