owned_id,owner_id,date
Q676585,Q47088340,2016-01-01T00:00:00Z
Q85721214,Q1430113,
Q101444740,Q3006209,
Q1513499,Q1124861,
Q3402566,Q571293,
Q3098278,Q21605526,
Q25377386,Q2912244,
Q56653727,Q806941,
Q57657789,Q57657260,
Q57657934,Q57657260,
Q3060668,Q151107,
Q3080756,Q1124861,
Q3312613,Q3317698,
Q38903,Q1127887,2000-01-01T00:00:00Z
Q2938832,Q590952,2007-01-01T00:00:00Z
Q4669411,Q3210606,1997-01-01T00:00:00Z
Q509534,Q2866722,2014-01-01T00:00:00Z
Q1541079,Q270363,
Q912872,Q274591,2012-01-01T00:00:00Z
Q571156,Q806941,2006-01-01T00:00:00Z
Q796827,Q499707,2009-05-01T00:00:00Z
Q1647020,Q40464,
Q217599,Q3117359,
Q1055882,Q1490400,
Q1380537,Q2670967,
Q3488561,Q3117481,
Q7628112,Q2450848,
Q64027038,Q590952,
Q121885893,Q121886107,2019-01-01T00:00:00Z
Q2711229,Q13646,
Q16529272,Q6686,
Q509534,Q2866722,
Q610350,Q504998,
Q689093,Q1127887,
Q779722,Q590952,
Q1029276,Q2866722,
Q1465051,Q2866722,
Q2104662,Q329426,
Q2938832,Q590952,
Q3147573,Q846484,
Q3206431,Q373724,
Q3343549,Q1431486,
Q4669411,Q3210606,
Q7755399,Q643290,
Q12074426,Q590952,
Q17013000,Q1368909,
Q18356006,Q1368909,
Q21188208,Q212599,
Q32560599,Q1239347,
Q32560599,Q25395534,
Q51135597,Q504998,
Q55597242,Q920000,
Q105064185,Q28496595,2017-01-01T00:00:00Z
Q110053013,Q758603,
Q795898,Q499707,
Q1631623,Q794563,
Q1667302,Q499707,
Q1976290,Q499707,
Q2201225,Q499707,
Q2881919,Q499707,
Q2883409,Q499707,
Q9164980,Q499707,
Q1490400,Q1127887,
Q3421572,Q6686,
Q571156,Q806941,
Q571156,Q1547738,
Q796927,Q270363,
Q912872,Q274591,
Q1547738,Q806941,
Q2877455,Q806941,
Q3006209,Q270363,
Q2883429,Q806941,
Q3488479,Q270363,
Q3550305,Q270363,
Q3488479,Q3006209,
Q17143635,Q571156,
Q17176866,Q806941,
Q21008000,Q1547738,
Q106847577,Q106856568,
Q1849871,Q1886126,
Q2931793,Q280413,
Q304444,Q97439162,
Q675756,Q93090957,
Q30262210,Q1430113,
Q89029184,Q2670967,
Q110067041,Q3117359,
Q110067293,Q3117359,
Q116508855,Q962489,
Q309867,Q19951610,
Q2181426,Q2670967,
Q2450848,Q1127887,
Q2420096,Q2670967,
Q2450848,Q2663746,
Q3027831,Q1127887,
Q3095006,Q3153960,
Q3321241,Q2670967,
Q3337081,Q2670967,
Q3484790,Q758603,
Q4102432,Q806575,
Q3337111,Q47088340,
Q6502903,Q683146,
Q40611495,Q273819,
Q3280364,Q160054,
Q1530892,Q931207,
Q191485,Q504998,
Q178516,Q931207,
Q895795,Q504998,1993-01-01T00:00:00Z
Q894874,Q931207,
Q926575,Q504998,
Q13882231,Q931207,
Q3604235,Q177814,
Q2967313,Q541030,
Q749431,Q212599,
Q1458135,Q212599,
Q1630895,Q212599,
Q1635974,Q212599,
Q1709809,Q212599,
Q2823880,Q212599,
Q2823880,Q1431285,
Q4306661,Q212599,
Q25419207,Q212599,
Q47503819,Q212599,
Q3045894,Q664399,2010-01-01T00:00:00Z
Q84600897,Q212599,
Q113694525,Q212599,
Q383592,Q97439162,2021-01-01T00:00:00Z
Q70475356,Q1131326,
Q97172588,Q93090957,
Q93090957,Q13646,
Q3090513,Q504998,
Q55595435,Q846484,
Q55595435,Q2362964,
Q2689639,Q3117359,
Q3042224,Q758603,2024-01-01T00:00:00Z
Q688893,Q309084,
Q688893,Q309084,2021-01-01T00:00:00Z
Q55221138,Q3117359,
Q98278022,Q3153200,
Q266341,Q1431486,
Q98278038,Q3153200,
Q581438,Q74877,
Q581438,Q895325,
Q2467627,Q1239347,
Q2058517,Q1239347,
Q2058517,Q2467627,
Q3049473,Q1239347,
Q3087276,Q1239347,
Q3352745,Q1239347,
Q4672315,Q1172038,
Q25395534,Q1239347,
Q19698200,Q1431486,
Q55433734,Q1239347,
Q111209118,Q1239347,
Q118541312,Q1239347,
Q116003456,Q1239347,
Q61959392,Q3060526,
