,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,country
51,uri,http://www.wikidata.org/entity/Q7283808,en,literal,UBB*,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,,,,wd:Q219
52,uri,http://www.wikidata.org/entity/Q12286392,en,literal,Varna University of Management,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,wd:Q219
53,uri,http://www.wikidata.org/entity/Q894120,en,literal,Borovets,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,,,,,,,,,,wd:Q219
54,uri,http://www.wikidata.org/entity/Q6975183,en,literal,National Railway Infrastructure Company,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,wd:Q219
55,uri,http://www.wikidata.org/entity/Q20501265,en,literal,HBO Bulgaria,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,http://www.wikidata.org/entity/Q5629038,,,,,,,,,,,,,,,,wd:Q219
56,uri,http://www.wikidata.org/entity/Q121363856,en,literal,Alexandra Films,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-05-16T00:00:00Z,,,,,,,,,,wd:Q219
57,uri,http://www.wikidata.org/entity/Q108169047,en,literal,Lidl Bulgaria,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q29585561,literal,,literal,,literal,http://www.wikidata.org/entity/Q2020221,literal,,bg,literal,„Лидл България ЕООД енд Ко“ КД,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-04-02T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3333,http://www.w3.org/2001/XMLSchema#decimal,literal,74169000,,,,wd:Q219
58,uri,http://www.wikidata.org/entity/Q114053570,en,literal,Dar,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
59,uri,http://www.wikidata.org/entity/Q87444476,en,literal,Silviya's Beauty Box,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-01T00:00:00Z,,,,,,,,,,wd:Q219
60,uri,http://www.wikidata.org/entity/Q12279650,en,literal,Electricity System Operator,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,bg,literal,„Електроенергиен системен оператор“ ЕАД,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-04-01T00:00:00Z,,,,,,,,,,wd:Q219
61,uri,http://www.wikidata.org/entity/Q121912842,en,literal,Betty,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
62,uri,http://www.wikidata.org/entity/Q370968,en,literal,New Bulgarian University,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-09-18T00:00:00Z,,,,,,,,,,wd:Q219
63,uri,http://www.wikidata.org/entity/Q98446722,en,literal,Chaos Group,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,,,,,,,,,,,,,wd:Q219
64,uri,http://www.wikidata.org/entity/Q12275168,,literal,Q12275168,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-12-15T00:00:00Z,,,,,,,,,,wd:Q219
65,uri,http://www.wikidata.org/entity/Q118778813,en,literal,Address,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
66,uri,http://www.wikidata.org/entity/Q12274176,en,literal,Bulgaria Оn Аir,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-09-05T00:00:00Z,,,,,,,,,,wd:Q219
67,uri,http://www.wikidata.org/entity/Q12291957,en,literal,Radio Sofia,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
68,uri,http://www.wikidata.org/entity/Q12287911,en,literal,NEK EAD,uri,http://www.wikidata.org/entity/Q219,literal,"http://www.wikidata.org/entity/Q383973, http://www.wikidata.org/entity/Q112046",literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,bg,literal,„Национална електрическа компания“ ЕАД,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2043,http://www.w3.org/2001/XMLSchema#decimal,literal,-354000,http://www.w3.org/2001/XMLSchema#decimal,literal,5649000000,wd:Q219
69,uri,http://www.wikidata.org/entity/Q122947768,en,literal,M-Texx,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q622934,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
70,uri,http://www.wikidata.org/entity/Q31191001,en,literal,NOVA Broadcasting Group,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-07-16T00:00:00Z,,,,,,,,,,wd:Q219
71,uri,http://www.wikidata.org/entity/Q61116364,en,literal,Toplofikatsiya Sofia,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q7258040,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
72,uri,http://www.wikidata.org/entity/Q25484657,en,literal,Radio NOVA NEWS,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
73,uri,http://www.wikidata.org/entity/Q7095072,en,literal,Ontotext,uri,http://www.wikidata.org/entity/Q219,literal,"http://www.wikidata.org/entity/Q33002955, http://www.wikidata.org/entity/Q880371, http://www.wikidata.org/entity/Q595971, http://www.wikidata.org/entity/Q54837",literal,http://www.wikidata.org/entity/Q104437913,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,bg,literal,Сирма Ей Ай EAD,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,wd:Q219
74,uri,http://www.wikidata.org/entity/Q115656743,en,literal,Cash Credit,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
75,uri,http://www.wikidata.org/entity/Q7234083,en,literal,Postbank,uri,http://www.wikidata.org/entity/Q219,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,wd:Q219
76,uri,http://www.wikidata.org/entity/Q106508478,en,literal,Omron Healthcare Bulgaria by DINI OTC Ltd,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-04-01T00:00:00Z,,,,,,,,,,wd:Q219
77,uri,http://www.wikidata.org/entity/Q66133376,en,literal,BulMag,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q181830,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-11-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,700,,,,,,,wd:Q219
78,uri,http://www.wikidata.org/entity/Q2877338,en,literal,BNT 4,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-05-02T00:00:00Z,,,,,,,,,,wd:Q219
79,uri,http://www.wikidata.org/entity/Q12289125,en,literal,Overgas,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,http://www.wikidata.org/entity/Q723240,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,wd:Q219
80,uri,http://www.wikidata.org/entity/Q4996377,en,literal,Bulgartransgaz,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,wd:Q219
81,uri,http://www.wikidata.org/entity/Q122856124,en,literal,Forward Pictures,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-03-25T00:00:00Z,,,,,,,,,,wd:Q219
82,uri,http://www.wikidata.org/entity/Q108868578,en,literal,Union Ivkoni,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,,,,,,,,,,,,,wd:Q219
83,uri,http://www.wikidata.org/entity/Q2944755,en,literal,Central Cooperative Bank,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-03-28T00:00:00Z,,,,,,,,,,wd:Q219
84,uri,http://www.wikidata.org/entity/Q61140834,en,literal,Fantastico,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
85,uri,http://www.wikidata.org/entity/Q610143,en,literal,Bulgarian State Railways,uri,http://www.wikidata.org/entity/Q219,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-08-01T00:00:00Z,,,,,,,,,,wd:Q219
86,uri,http://www.wikidata.org/entity/Q12291953,,literal,Q12291953,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q178531,literal,,,,,,,,,,,,,,,,,wd:Q219
87,uri,http://www.wikidata.org/entity/Q115656700,en,literal,Credissimo,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
88,uri,http://www.wikidata.org/entity/Q7281111,en,literal,Radio Vitosha,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
89,uri,http://www.wikidata.org/entity/Q124128473,,literal,Q124128473,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,wd:Q219
90,uri,http://www.wikidata.org/entity/Q113588713,,literal,Q113588713,uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q219
91,uri,http://www.wikidata.org/entity/Q106093611,en,literal,"Gaida school ""Trakia""",uri,http://www.wikidata.org/entity/Q219,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-11-01T00:00:00Z,,,,,,,,,,wd:Q219
92,uri,http://www.wikidata.org/entity/Q123298436,en,literal,3labels.com,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q83405,literal,,literal,,literal,,literal,,en,literal,3labels.com,,,,,,,,,,,,,wd:Q219
93,uri,http://www.wikidata.org/entity/Q14915070,en,literal,Yettel Bulgaria,uri,http://www.wikidata.org/entity/Q219,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q472,literal,,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-09-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1632,http://www.w3.org/2001/XMLSchema#decimal,literal,211000000,http://www.w3.org/2001/XMLSchema#decimal,literal,398000000,wd:Q219
