,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
133,uri,http://www.wikidata.org/entity/Q6416907,en,literal,Kiss 92FM,,,,,,,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
134,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,wd:Q334
135,uri,http://www.wikidata.org/entity/Q55889644,en,literal,BitForex,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
136,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
137,uri,http://www.wikidata.org/entity/Q2661305,en,literal,SBS Transit,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
138,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,,,,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
139,uri,http://www.wikidata.org/entity/Q1106640,en,literal,BreadTalk,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
140,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
141,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,,,,,,,,,,wd:Q334
142,uri,http://www.wikidata.org/entity/Q69618274,en,literal,Marquee Singapore,,,,,,,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
143,uri,http://www.wikidata.org/entity/Q12872453,en,literal,Library Association of Singapore,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-03-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
144,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q334
145,uri,http://www.wikidata.org/entity/Q109991283,en,literal,FlixStock,,,,,,,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
146,uri,http://www.wikidata.org/entity/Q107377209,en,literal,Shein,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q5100735, http://www.wikidata.org/entity/Q2661018, http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,"http://www.wikidata.org/entity/Q334, http://www.wikidata.org/entity/Q148, http://www.wikidata.org/entity/Q16666",literal,http://www.wikidata.org/entity/Q2661018,,,,,,,,,,,,,,,,wd:Q334
147,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
148,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
149,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#decimal,literal,351,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,en,literal,Hello Health Group Pte. Ltd,,,,,,,wd:Q334
150,uri,http://www.wikidata.org/entity/Q105836013,en,literal,Studio Klondike,,,,,,,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
151,uri,http://www.wikidata.org/entity/Q119505752,en,literal,Merryweather Media,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1490, http://www.wikidata.org/entity/Q334",literal,,,,,,,,,,,,,,,,,wd:Q334
152,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q334
153,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
154,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,wd:Q334
155,uri,http://www.wikidata.org/entity/Q2661296,en,literal,Monetary Authority of Singapore,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,http://www.wikidata.org/entity/Q983752,literal,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q55713177,,,,,,,ms,literal,Penguasa Kewangan Singapura,,,,,,,wd:Q334
156,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#decimal,literal,351,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,en,literal,Hello Health Group Pte. Ltd,,,,,,,wd:Q334
157,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q334
158,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
159,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
160,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q334
161,uri,http://www.wikidata.org/entity/Q738236,en,literal,National University of Singapore,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1905-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,http://www.wikidata.org/entity/Q115591459,literal,,literal,,,,,,,,zh-sg,literal,新加坡国立大学,,,,,,,wd:Q334
162,uri,http://www.wikidata.org/entity/Q47482412,en,literal,96.3 Hao FM,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
163,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,wd:Q334
164,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
165,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,wd:Q334
166,uri,http://www.wikidata.org/entity/Q367412,en,literal,Razer Inc.,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q3966",literal,,literal,,literal,"http://www.wikidata.org/entity/Q491099, http://www.wikidata.org/entity/Q49219, http://www.wikidata.org/entity/Q334, http://www.wikidata.org/entity/Q62",literal,,,,,,,,,,,,,,,,,wd:Q334
167,uri,http://www.wikidata.org/entity/Q7257653,en,literal,Public Utilities Board,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
168,uri,http://www.wikidata.org/entity/Q109295941,en,literal,bTaskee,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q881,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
169,uri,http://www.wikidata.org/entity/Q109524582,en,literal,COMO Hotels and Resorts,,,,,,,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
170,uri,http://www.wikidata.org/entity/Q60236385,en,literal,4iB Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
171,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#decimal,literal,351,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,en,literal,Hello Health Group Pte. Ltd,,,,,,,wd:Q334
172,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q334
173,uri,http://www.wikidata.org/entity/Q7086756,en,literal,Oli 96.8FM,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
174,uri,http://www.wikidata.org/entity/Q54863641,en,literal,Shopee,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q928,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
175,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q334
176,uri,http://www.wikidata.org/entity/Q54863641,en,literal,Shopee,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
177,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,wd:Q334
178,uri,http://www.wikidata.org/entity/Q621429,en,literal,Dyson,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q56604188,literal,,literal,,literal,http://www.wikidata.org/entity/Q7593503,literal,,,,,,,,,,,,,,,,,wd:Q334
179,uri,http://www.wikidata.org/entity/Q16172136,en,literal,Qoo10.jp,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q75,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
180,uri,http://www.wikidata.org/entity/Q7661464,en,literal,Symphony 924,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
181,uri,http://www.wikidata.org/entity/Q116247751,en,literal,M&C Saatchi Performance,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q39809,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,,,,wd:Q334
182,uri,http://www.wikidata.org/entity/Q738236,en,literal,National University of Singapore,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1905-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,http://www.wikidata.org/entity/Q115591459,literal,,literal,,,,,,,,ms,literal,Universiti Kebangsaan Singapura,,,,,,,wd:Q334
183,uri,http://www.wikidata.org/entity/Q116189096,en,literal,COGNOSPHERE,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1714023,literal,,,,,,,,en,literal,COGNOSPHERE PTE. LTD.,,,,,,,wd:Q334
184,uri,http://www.wikidata.org/entity/Q19840460,en,literal,MyRepublic,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
185,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#decimal,literal,351,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q881,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,en,literal,Hello Health Group Pte. Ltd,,,,,,,wd:Q334
186,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,,,,wd:Q334
187,uri,http://www.wikidata.org/entity/Q18472511,en,literal,ZooMoo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-09-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
188,uri,http://www.wikidata.org/entity/Q705417,en,literal,DBS Bank,http://www.w3.org/2001/XMLSchema#decimal,literal,24174,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q1416657,literal,http://www.wikidata.org/entity/Q17579992,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
189,uri,http://www.wikidata.org/entity/Q105966974,en,literal,Mighty Bear Games,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,,,,wd:Q334
190,uri,http://www.wikidata.org/entity/Q96354890,en,literal,AtomicTorch Studio,,,,,,,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q334
191,uri,http://www.wikidata.org/entity/Q4438176,en,literal,Sportmaster,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q649,literal,,,,,,,,,,,,,,,,,wd:Q334
192,uri,http://www.wikidata.org/entity/Q22569868,en,literal,Hans im Glück,http://www.w3.org/2001/XMLSchema#decimal,literal,1200,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q1432426, http://www.wikidata.org/entity/Q171947",literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,43600000,,,,,,,,,,,,,wd:Q334
