,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
140,uri,http://www.wikidata.org/entity/Q1760498,en,literal,Os og Fusaposten,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2129267,literal,,,,,,,,,,,,,,wd:Q20
141,uri,http://www.wikidata.org/entity/Q58897594,,literal,Q58897594,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q17776248, http://www.wikidata.org/entity/Q180388",literal,,literal,,literal,http://www.wikidata.org/entity/Q57076,literal,,,,,,,,,,,,,,wd:Q20
142,uri,http://www.wikidata.org/entity/Q3102177,en,literal,Gyldendal Norsk Forlag,mul,literal,Gyldendal Norsk Forlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q3972943,literal,http://www.wikidata.org/entity/Q19371832,literal,http://www.wikidata.org/entity/Q20111856,literal,http://www.wikidata.org/entity/Q585,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,398,,,,,,,,,,wd:Q20
143,uri,http://www.wikidata.org/entity/Q386372,en,literal,Telemark Hospital Trust,nb,literal,Sykehuset Telemark HF,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-12-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2272,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,3000,,,,,,,,,,wd:Q20
144,uri,http://www.wikidata.org/entity/Q105104598,en,literal,Kolstadflaten borettslag,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105037823,literal,,,,,,,,,,,,,,wd:Q20
145,uri,http://www.wikidata.org/entity/Q8074211,en,literal,Zoosk,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q97486561,literal,,literal,,literal,http://www.wikidata.org/entity/Q62,literal,,,,,,,,,,,,,,wd:Q20
146,uri,http://www.wikidata.org/entity/Q19384848,en,literal,Oslo Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
147,uri,http://www.wikidata.org/entity/Q60331291,en,literal,Nettmaker,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
148,uri,http://www.wikidata.org/entity/Q5167705,en,literal,Coop prix,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
149,uri,http://www.wikidata.org/entity/Q10430823,en,literal,Black Box Teater,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
150,uri,http://www.wikidata.org/entity/Q1681145,en,literal,Statkraft AS,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q2151621,literal,http://www.wikidata.org/entity/Q4570853,literal,http://www.wikidata.org/entity/Q446390,literal,http://www.wikidata.org/entity/Q585,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,3600,http://www.w3.org/2001/XMLSchema#decimal,literal,13400000000,http://www.w3.org/2001/XMLSchema#decimal,literal,166630000000,,,,wd:Q20
151,uri,http://www.wikidata.org/entity/Q417431,en,literal,Aker Solutions,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q474200,literal,,literal,http://www.wikidata.org/entity/Q12012128,literal,http://www.wikidata.org/entity/Q2363688,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,15.956,http://www.w3.org/2001/XMLSchema#decimal,literal,554000000,,,,,,,wd:Q20
152,uri,http://www.wikidata.org/entity/Q4877293,en,literal,Beatservice Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q42328401,literal,,,,,,,,,,,,,,wd:Q20
153,uri,http://www.wikidata.org/entity/Q111130002,en,literal,Bookis,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-08-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,http://www.wikidata.org/entity/Q46843593,literal,,literal,,literal,http://www.wikidata.org/entity/Q26087,literal,,,,,,,,,,,,,,wd:Q20
154,uri,http://www.wikidata.org/entity/Q19398541,en,literal,Warner Music Norway,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
155,uri,http://www.wikidata.org/entity/Q643177,en,literal,Lister,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1889-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490462,literal,,,,,,,,,,,,,,wd:Q20
156,uri,http://www.wikidata.org/entity/Q56404324,en,literal,Byggmakker,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q206615,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
157,uri,http://www.wikidata.org/entity/Q50281889,en,literal,Eget Selskap,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-04-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26793,literal,,,,,,,,,,,,,,wd:Q20
158,uri,http://www.wikidata.org/entity/Q11998556,en,literal,Rubicon TV,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
159,uri,http://www.wikidata.org/entity/Q77289750,en,literal,Little Big Sister,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
160,uri,http://www.wikidata.org/entity/Q6514414,en,literal,Narvesen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
161,uri,http://www.wikidata.org/entity/Q6127470,en,literal,Odeon Cinemas,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q20679540,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,wd:Q20
162,uri,http://www.wikidata.org/entity/Q56760580,,literal,Q56760580,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
163,uri,http://www.wikidata.org/entity/Q84492874,en,literal,Mørejarl AS,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q489342,literal,,,,,,,,,,,,,,wd:Q20
164,uri,http://www.wikidata.org/entity/Q108603335,en,literal,Roslagen Shipping,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q29584730, http://www.wikidata.org/entity/Q155930",literal,,literal,,literal,http://www.wikidata.org/entity/Q1993766,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,40,,,,,,,,,,wd:Q20
165,uri,http://www.wikidata.org/entity/Q1479263,en,literal,Fædrelandsvennen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2415,literal,,,,,,,,,,,,,,wd:Q20
166,uri,http://www.wikidata.org/entity/Q6610469,en,literal,Juritzen Forlag,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
167,uri,http://www.wikidata.org/entity/Q28718861,en,literal,Spaceworld Soundgarden,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
168,uri,http://www.wikidata.org/entity/Q57563415,en,literal,Sparkwood Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
169,uri,http://www.wikidata.org/entity/Q19388379,en,literal,Sibelco Nordic,en,literal,Sibelco Nordic,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q306093,literal,,literal,,literal,http://www.wikidata.org/entity/Q1503983,literal,,,,,,,,,,,,,,wd:Q20
170,uri,http://www.wikidata.org/entity/Q80716310,en,literal,Bangles & Brass Records,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
171,uri,http://www.wikidata.org/entity/Q19379243,en,literal,Lerøy,nb,literal,Lerøy Seafood Group ASA,,,,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q192935",literal,,literal,,literal,http://www.wikidata.org/entity/Q26793,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4500,,,,,,,,,,wd:Q20
172,uri,http://www.wikidata.org/entity/Q11993935,en,literal,Opinion,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q1901028,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,30,,,,,,,,,,wd:Q20
173,uri,http://www.wikidata.org/entity/Q1767454,en,literal,Fjordabladet,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1873-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
174,uri,http://www.wikidata.org/entity/Q19381476,en,literal,Midteggen Borettslag,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
175,uri,http://www.wikidata.org/entity/Q18888366,en,literal,Trønderbladet,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-03-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
176,uri,http://www.wikidata.org/entity/Q528446,en,literal,Andøya Space,nb,literal,Andøya Space AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q2729047,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
177,uri,http://www.wikidata.org/entity/Q10632989,en,literal,Plantasjen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q10431511, http://www.wikidata.org/entity/Q260569, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q12912940,literal,,,,,,,,,,,,,,wd:Q20
178,uri,http://www.wikidata.org/entity/Q11997886,en,literal,Ringerikskraft,nb,literal,Ringerikskraft AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-10-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q3406659, http://www.wikidata.org/entity/Q1301371",literal,,literal,,literal,http://www.wikidata.org/entity/Q865925,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,209,http://www.w3.org/2001/XMLSchema#decimal,literal,35000000,,,,,,,wd:Q20
179,uri,http://www.wikidata.org/entity/Q12004814,en,literal,Sør-Trøndelag,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
180,uri,http://www.wikidata.org/entity/Q56230193,en,literal,Norwegian Air Norway,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,http://www.wikidata.org/entity/Q76340270,literal,,literal,http://www.wikidata.org/entity/Q2363688,literal,,,,,,,,,,,,,,wd:Q20
181,uri,http://www.wikidata.org/entity/Q112875919,,literal,Q112875919,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-04-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q1415356,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
182,uri,http://www.wikidata.org/entity/Q56425411,en,literal,Nora Collective,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-12-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
183,uri,http://www.wikidata.org/entity/Q11989890,en,literal,Monster Media,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q1407228, http://www.wikidata.org/entity/Q932586",literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
184,uri,http://www.wikidata.org/entity/Q7093732,en,literal,Onepiece,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
185,uri,http://www.wikidata.org/entity/Q57901713,en,literal,Holzweiler,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q1503983,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,61,,,,,,,,,,wd:Q20
186,uri,http://www.wikidata.org/entity/Q6514414,en,literal,Narvesen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
187,uri,http://www.wikidata.org/entity/Q28459,en,literal,REMA 1000,nb,literal,Rema 1000 AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q15825471,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
188,uri,http://www.wikidata.org/entity/Q1761865,en,literal,Harstad Tidende,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1887-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1034159,literal,,,,,,,,,,,,,,wd:Q20
189,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,,,,wd:Q20
190,uri,http://www.wikidata.org/entity/Q11962715,en,literal,Bygger'n,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q206615,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
191,uri,http://www.wikidata.org/entity/Q7883092,en,literal,Under Dusken,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q25804,literal,,,,,,,,,,,,,,wd:Q20
192,uri,http://www.wikidata.org/entity/Q11968121,en,literal,Eurosko,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
193,uri,http://www.wikidata.org/entity/Q15139453,en,literal,Norwegian Long Haul,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q1757562,literal,http://www.wikidata.org/entity/Q76340270,literal,,literal,http://www.wikidata.org/entity/Q57076,literal,,,,,,,,,,,,,,wd:Q20
194,uri,http://www.wikidata.org/entity/Q112761550,,literal,Q112761550,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-08-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q1415395,literal,http://www.wikidata.org/entity/Q22260782,literal,,literal,http://www.wikidata.org/entity/Q101341,literal,,,,,,,,,,,,,,wd:Q20
195,uri,http://www.wikidata.org/entity/Q10632989,en,literal,Plantasjen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q10431511, http://www.wikidata.org/entity/Q260569, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q12912940,literal,,,,,,,,,,,,,,wd:Q20
196,uri,http://www.wikidata.org/entity/Q12718328,en,literal,Sjøtroll Havbruk,mul,literal,Sjøtroll Havbruk AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-06-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q209894, http://www.wikidata.org/entity/Q188989",literal,,literal,http://www.wikidata.org/entity/Q112747639,literal,http://www.wikidata.org/entity/Q1805933,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,332,,,,,,,,,,wd:Q20
197,uri,http://www.wikidata.org/entity/Q19397565,en,literal,Varmefag,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
198,uri,http://www.wikidata.org/entity/Q108110683,en,literal,Vuelie,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
199,uri,http://www.wikidata.org/entity/Q7107010,en,literal,Oslo Bysykkel,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
200,uri,http://www.wikidata.org/entity/Q204457,en,literal,University of Bergen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26793,literal,,,,,,,,,,,,,,wd:Q20
201,uri,http://www.wikidata.org/entity/Q10720798,en,literal,XL-Bygg,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
202,uri,http://www.wikidata.org/entity/Q18455539,en,literal,DNV,en,literal,DNV AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q13460321,literal,http://www.wikidata.org/entity/Q22277709,literal,http://www.wikidata.org/entity/Q1778858,literal,http://www.wikidata.org/entity/Q57076,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,12000,,,,,,,,,,wd:Q20
203,uri,http://www.wikidata.org/entity/Q11994701,,literal,Q11994701,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
204,uri,http://www.wikidata.org/entity/Q10632989,en,literal,Plantasjen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q10431511, http://www.wikidata.org/entity/Q260569, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q12912940,literal,,,,,,,,,,,,,,wd:Q20
205,uri,http://www.wikidata.org/entity/Q109628199,en,literal,Kid interiør,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-08-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q59095968,literal,,literal,,literal,http://www.wikidata.org/entity/Q5617769,literal,,,,,,,,,,,,,,wd:Q20
206,uri,http://www.wikidata.org/entity/Q11968624,en,literal,Feelgood Scene Film og TV,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q1407228,literal,http://www.wikidata.org/entity/Q11983403,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
207,uri,http://www.wikidata.org/entity/Q19391814,en,literal,TV 2 Play,,,,,,,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26793,literal,,,,,,,,,,,,,,wd:Q20
208,uri,http://www.wikidata.org/entity/Q112701631,en,literal,London Pub,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q20
209,uri,http://www.wikidata.org/entity/Q103699019,en,literal,Rostein,nb,literal,Rostein AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q29584730, http://www.wikidata.org/entity/Q155930",literal,,literal,,literal,http://www.wikidata.org/entity/Q4569996,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,250,,,,,,,,,,wd:Q20
210,uri,http://www.wikidata.org/entity/Q2937546,en,literal,Cappelen Damm,nb,literal,Cappelen Damm AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-08-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q2085381,literal,http://www.wikidata.org/entity/Q12006636,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
211,uri,http://www.wikidata.org/entity/Q3102177,en,literal,Gyldendal Norsk Forlag,mul,literal,Gyldendal Norsk Forlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q3972943,literal,http://www.wikidata.org/entity/Q19371832,literal,http://www.wikidata.org/entity/Q20111856,literal,http://www.wikidata.org/entity/Q585,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,398,,,,,,,,,,wd:Q20
212,uri,http://www.wikidata.org/entity/Q27665087,en,literal,D-Pad Studio,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q26793,literal,,,,,,,,,,,,,,wd:Q20
213,uri,http://www.wikidata.org/entity/Q21683250,en,literal,Kahoot!,nb,literal,Kahoot! AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-07-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q1068473,literal,,literal,,literal,http://www.wikidata.org/entity/Q585,literal,,,,,,,,,,,,,,wd:Q20
214,uri,http://www.wikidata.org/entity/Q15139453,en,literal,Norwegian Long Haul,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q1757562,literal,http://www.wikidata.org/entity/Q76340270,literal,,literal,http://www.wikidata.org/entity/Q57076,literal,,,,,,,,,,,,,,wd:Q20
215,uri,http://www.wikidata.org/entity/Q18455539,en,literal,DNV,en,literal,DNV AS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1864-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,http://www.wikidata.org/entity/Q13460321,literal,http://www.wikidata.org/entity/Q22277709,literal,http://www.wikidata.org/entity/Q1778858,literal,http://www.wikidata.org/entity/Q57076,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,12000,,,,,,,,,,wd:Q20
216,uri,http://www.wikidata.org/entity/Q19397877,en,literal,Vesteraalens Avis,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1892-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q288577,literal,,,,,,,,,,,,,,wd:Q20
217,uri,http://www.wikidata.org/entity/Q106451969,en,literal,Egil Ulvan Rederi,nb,literal,Edvard Ulvan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-09-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q29584730, http://www.wikidata.org/entity/Q2516512, http://www.wikidata.org/entity/Q155930",literal,,literal,,literal,http://www.wikidata.org/entity/Q25804,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,106,,,,,,,,,,wd:Q20
