,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
34,uri,http://www.wikidata.org/entity/Q7939538,en,literal,Voice of Croatia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
35,uri,http://www.wikidata.org/entity/Q111662957,en,literal,Atelieri Koprivnica,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
36,uri,http://www.wikidata.org/entity/Q1289247,en,literal,Matica hrvatska,http://www.w3.org/2001/XMLSchema#dateTime,literal,1842-02-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
37,uri,http://www.wikidata.org/entity/Q7246343,en,literal,Privredna banka Zagreb,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
38,uri,http://www.wikidata.org/entity/Q10342531,en,literal,Otvoreni Radio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-12-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
39,uri,http://www.wikidata.org/entity/Q13365060,,literal,Q13365060,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
40,uri,http://www.wikidata.org/entity/Q912735,en,literal,Radio Television of Croatia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
41,uri,http://www.wikidata.org/entity/Q1958759,en,literal,Müller,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-03-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q215,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q64990, http://www.wikidata.org/entity/Q3012, http://www.wikidata.org/entity/Q1741",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,33635,,,,wd:Q224
42,uri,http://www.wikidata.org/entity/Q12634995,en,literal,Kršćanska sadašnjost,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,hr,literal,Kršćanska sadašnjost,,,,,,,wd:Q224
43,uri,http://www.wikidata.org/entity/Q117353956,,literal,Q117353956,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
44,uri,http://www.wikidata.org/entity/Q5428923,en,literal,"Faculty of Civil Engineering, University of Osijek",http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
45,uri,http://www.wikidata.org/entity/Q16110289,en,literal,Autonomous cultural center ATTACK!,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
46,uri,http://www.wikidata.org/entity/Q904388,en,literal,Pliva,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,mul,literal,PLIVA HRVATSKA D.O.O.,http://www.w3.org/2001/XMLSchema#decimal,literal,2217,http://www.w3.org/2001/XMLSchema#decimal,literal,15300000,wd:Q224
47,uri,http://www.wikidata.org/entity/Q108362599,en,literal,NOVA Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
48,uri,http://www.wikidata.org/entity/Q440838,en,literal,Bizovačke toplice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
49,uri,http://www.wikidata.org/entity/Q7281065,en,literal,Radio Student,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
50,uri,http://www.wikidata.org/entity/Q12640898,en,literal,Radio Jaska,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-08-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q396491,literal,,,,,,,,,,,wd:Q224
51,uri,http://www.wikidata.org/entity/Q1958759,en,literal,Müller,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-03-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q64990, http://www.wikidata.org/entity/Q3012, http://www.wikidata.org/entity/Q1741",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,33635,,,,wd:Q224
52,uri,http://www.wikidata.org/entity/Q97222641,en,literal,Znanje,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
53,uri,http://www.wikidata.org/entity/Q675848,en,literal,University of Zagreb,http://www.w3.org/2001/XMLSchema#dateTime,literal,1669-09-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,la,literal,Universitas Studiorum Zagrabiensis,,,,,,,wd:Q224
54,uri,http://www.wikidata.org/entity/Q122583130,en,literal,Links,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q856385,literal,,hr,literal,Links d.o.o.,http://www.w3.org/2001/XMLSchema#decimal,literal,178,,,,wd:Q224
55,uri,http://www.wikidata.org/entity/Q113486638,en,literal,Croatian National Theatre in Zagreb,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-10-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
56,uri,http://www.wikidata.org/entity/Q633782,en,literal,Juraj Dobrila University of Pula,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4656,literal,,,,,,,,,,,wd:Q224
57,uri,http://www.wikidata.org/entity/Q54641779,en,literal,Extra FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-05-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
58,uri,http://www.wikidata.org/entity/Q69885897,en,literal,International Children's Festival,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
59,uri,http://www.wikidata.org/entity/Q87399724,en,literal,Veronika,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q904320,literal,,,,,,,,,,,wd:Q224
60,uri,http://www.wikidata.org/entity/Q12640897,en,literal,Radio Maria Croatia,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q250336,,,,,,,,,,wd:Q224
61,uri,http://www.wikidata.org/entity/Q429032,en,literal,Miroslav Krleža Lexicographical Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-10-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
62,uri,http://www.wikidata.org/entity/Q5428937,en,literal,"Faculty of Economics, University of Osijek",http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-06-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1708709,,,,,,,,,,wd:Q224
63,uri,http://www.wikidata.org/entity/Q58040098,en,literal,Plodine,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1647,literal,,mul,literal,PLODINE D.D.,http://www.w3.org/2001/XMLSchema#decimal,literal,3629,http://www.w3.org/2001/XMLSchema#decimal,literal,16000000,wd:Q224
64,uri,http://www.wikidata.org/entity/Q3040168,en,literal,Croatian News Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q1193236,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
65,uri,http://www.wikidata.org/entity/Q470696,en,literal,Hrvatski Telekom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-12-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q418,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,hr,literal,Hrvatski Telekom d. d.,http://www.w3.org/2001/XMLSchema#decimal,literal,4216,http://www.w3.org/2001/XMLSchema#decimal,literal,133600000,wd:Q224
66,uri,http://www.wikidata.org/entity/Q107633440,en,literal,Somnium Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
67,uri,http://www.wikidata.org/entity/Q117006722,en,literal,Red Martyr Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q4656,literal,,,,,,,,,,,wd:Q224
68,uri,http://www.wikidata.org/entity/Q1662137,en,literal,INA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,mul,literal,INA D.D.,http://www.w3.org/2001/XMLSchema#decimal,literal,16304,http://www.w3.org/2001/XMLSchema#decimal,literal,182500000,wd:Q224
69,uri,http://www.wikidata.org/entity/Q65132948,en,literal,Bakmaz,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3370,literal,,,,,,,,,,,wd:Q224
70,uri,http://www.wikidata.org/entity/Q65149639,en,literal,First Croatian Wrestlers,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
71,uri,http://www.wikidata.org/entity/Q11124446,en,literal,Mreža TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
72,uri,http://www.wikidata.org/entity/Q115137198,en,literal,iNovine,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
73,uri,http://www.wikidata.org/entity/Q110502246,en,literal,Kreativno-edukativni Studio,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1663,literal,,,,,,,,,,,wd:Q224
74,uri,http://www.wikidata.org/entity/Q102338198,en,literal,Blitz Film i Video Distribucija,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,hr,literal,Blitz Film i Video Distribucija Društvo s ograničenom odgovornošću,,,,,,,wd:Q224
75,uri,http://www.wikidata.org/entity/Q115137198,en,literal,iNovine,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q225,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
76,uri,http://www.wikidata.org/entity/Q518563,en,literal,Konzum,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,hr,literal,KONZUM plus d.o.o.,http://www.w3.org/2001/XMLSchema#decimal,literal,12000,,,,wd:Q224
77,uri,http://www.wikidata.org/entity/Q6471746,en,literal,Klub studenata elektrotehnike,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
78,uri,http://www.wikidata.org/entity/Q62082464,en,literal,Mlinar,,,,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
79,uri,http://www.wikidata.org/entity/Q1664911,en,literal,Podravka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q5640,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6831,,,,wd:Q224
80,uri,http://www.wikidata.org/entity/Q675848,en,literal,University of Zagreb,http://www.w3.org/2001/XMLSchema#dateTime,literal,1669-09-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,hr,literal,Sveučilište u Zagrebu,,,,,,,wd:Q224
81,uri,http://www.wikidata.org/entity/Q97192570,,literal,Q97192570,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-07-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1435,literal,,,,,,,,,,,wd:Q224
82,uri,http://www.wikidata.org/entity/Q12630914,en,literal,Farmacia,,,,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
83,uri,http://www.wikidata.org/entity/Q111362777,en,literal,Fade In,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
84,uri,http://www.wikidata.org/entity/Q17441942,en,literal,Galerija Miroslav Kraljević (G-MK),http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q224
