,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,country
0,uri,http://www.wikidata.org/entity/Q30594734,en,literal,National Bank of Agricultural Development,uri,http://www.wikidata.org/entity/Q912,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3703,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,wd:Q912
1,uri,http://www.wikidata.org/entity/Q6743829,en,literal,Moov Africa Malitel,uri,http://www.wikidata.org/entity/Q912,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,,literal,,,,,wd:Q912
2,uri,http://www.wikidata.org/entity/Q2883022,en,literal,Mali Development Bank,uri,http://www.wikidata.org/entity/Q912,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3703,literal,,,,,wd:Q912
3,uri,http://www.wikidata.org/entity/Q3355061,en,literal,Orange Mali,uri,http://www.wikidata.org/entity/Q912,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q3703,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,wd:Q912
