,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
78,uri,http://www.wikidata.org/entity/Q1438774,en,literal,Supercell,en,literal,Supercell Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-05-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q638608",literal,http://www.wikidata.org/entity/Q23902590,literal,,literal,http://www.wikidata.org/entity/Q2370085,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,300,,,,,,,,,,wd:Q33
79,uri,http://www.wikidata.org/entity/Q6474193,en,literal,Laitilan Wirvoitusjuomatehdas,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
80,uri,http://www.wikidata.org/entity/Q100256275,en,literal,Fat Lizard Brewing Company,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q4899370,literal,,literal,,literal,http://www.wikidata.org/entity/Q47034,literal,,,,,,,,,,,,,,wd:Q33
81,uri,http://www.wikidata.org/entity/Q3360446,en,literal,Finnish Transport Infrastructure Agency,fi,literal,Väylävirasto,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q18661232,literal,,,,,,,,,,,,,,wd:Q33
82,uri,http://www.wikidata.org/entity/Q108171406,en,literal,KSS Energia,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q383973",literal,,literal,,literal,http://www.wikidata.org/entity/Q204382,literal,,,,,,,,,,,,,,wd:Q33
83,uri,http://www.wikidata.org/entity/Q522016,en,literal,F-Secure,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
84,uri,http://www.wikidata.org/entity/Q1418002,en,literal,Finnish National Opera,fi,literal,Suomen Kansallisooppera,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
85,uri,http://www.wikidata.org/entity/Q18661499,en,literal,Hotel Punkaharju,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
86,uri,http://www.wikidata.org/entity/Q107614342,en,literal,Sokos Hotel Lappee,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
87,uri,http://www.wikidata.org/entity/Q18689155,en,literal,Secret Entertainment,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
88,uri,http://www.wikidata.org/entity/Q104403875,en,literal,Zoan Oy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
89,uri,http://www.wikidata.org/entity/Q32984827,en,literal,Frogmind,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
90,uri,http://www.wikidata.org/entity/Q2300228,en,literal,YIT,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q385378,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6000,http://www.w3.org/2001/XMLSchema#decimal,literal,228000000,,,,,,,wd:Q33
91,uri,http://www.wikidata.org/entity/Q11886695,en,literal,Pargas Kungörelser – Paraisten Kuulutukset,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1010550,literal,,,,,,,,,,,,,,wd:Q33
92,uri,http://www.wikidata.org/entity/Q8061,en,literal,DNA,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1427,,,,,,,,,,wd:Q33
93,uri,http://www.wikidata.org/entity/Q11868562,en,literal,K-Market Oy,fi,literal,K-Market Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,http://www.wikidata.org/entity/Q16991458,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
94,uri,http://www.wikidata.org/entity/Q11890138,en,literal,Ratas Music Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40840,literal,,,,,,,,,,,,,,wd:Q33
95,uri,http://www.wikidata.org/entity/Q965268,en,literal,Elisa,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1882-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
96,uri,http://www.wikidata.org/entity/Q5482554,en,literal,Etelä-Karjalan Osuuskauppa,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q181854,literal,http://www.wikidata.org/entity/Q3892249,,,,,,,,,,,,,wd:Q33
97,uri,http://www.wikidata.org/entity/Q1890664,en,literal,UPM,fi,literal,UPM-Kymmene Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q2283886, http://www.wikidata.org/entity/Q38112",literal,,literal,,literal,http://www.wikidata.org/entity/Q1017793,literal,,,,,,,,,,,,,,wd:Q33
98,uri,http://www.wikidata.org/entity/Q108606235,en,literal,Kinomafia,fi,literal,Kinomafia OSK,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q29585390, http://www.wikidata.org/entity/Q19595701",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
99,uri,http://www.wikidata.org/entity/Q28721295,en,literal,Luova Records,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
100,uri,http://www.wikidata.org/entity/Q10632989,en,literal,Plantasjen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q10431511, http://www.wikidata.org/entity/Q260569, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q12912940,literal,,,,,,,,,,,,,,wd:Q33
101,uri,http://www.wikidata.org/entity/Q2625965,en,literal,Valio,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1905-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q637776,literal,,literal,,literal,http://www.wikidata.org/entity/Q5214994,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4100,,,,,,,,,,wd:Q33
102,uri,http://www.wikidata.org/entity/Q60674697,en,literal,Vallila Music House,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
103,uri,http://www.wikidata.org/entity/Q11886056,en,literal,Oulu-lehti,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3815354,literal,,,,,,,,,,,,,,wd:Q33
104,uri,http://www.wikidata.org/entity/Q15737144,en,literal,Almost Human,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47034,literal,,,,,,,,,,,,,,wd:Q33
105,uri,http://www.wikidata.org/entity/Q12047031,en,literal,Prisma,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q159,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
106,uri,http://www.wikidata.org/entity/Q1481634,en,literal,Nokian Tyres,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q192870,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,879,http://www.w3.org/2001/XMLSchema#decimal,literal,274429800,,,,,,,wd:Q33
107,uri,http://www.wikidata.org/entity/Q1053610,en,literal,Alma Media,fi,literal,Alma Media Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1393571,literal,,,,,,,,,,,,,,wd:Q33
108,uri,http://www.wikidata.org/entity/Q59157067,,literal,Q59157067,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q190928,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
109,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
110,uri,http://www.wikidata.org/entity/Q28721140,en,literal,Booky.fi,en,literal,Booky.fi Ltd,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5492372,literal,,,,,,,,,,,,,,wd:Q33
111,uri,http://www.wikidata.org/entity/Q5159811,en,literal,Confederation of Finnish Industries,sv,literal,Finlands näringsliv rf,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
112,uri,http://www.wikidata.org/entity/Q44291456,en,literal,Kaskelotti Records,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
113,uri,http://www.wikidata.org/entity/Q7207777,en,literal,Pohjolan Liikenne,fi,literal,Oy Pohjolan Liikenne Ab,http://www.w3.org/2001/XMLSchema#dateTime,literal,1940-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q1740966,literal,,literal,,literal,http://www.wikidata.org/entity/Q3068697,literal,,,,,,,,,,,,,,wd:Q33
114,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
115,uri,http://www.wikidata.org/entity/Q7278580,en,literal,Rabbit Films,fi,literal,Oy Rabbit Films LTD,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5492372,literal,,,,,,,,,,,,,,wd:Q33
116,uri,http://www.wikidata.org/entity/Q23045098,en,literal,Inverse Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q134620,literal,,,,,,,,,,,,,,wd:Q33
117,uri,http://www.wikidata.org/entity/Q11860734,en,literal,Gummerus,fi,literal,Gummerus Kustannus Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1872-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q729552,literal,,,,,,,,,,,,,,wd:Q33
118,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
119,uri,http://www.wikidata.org/entity/Q24090301,en,literal,HMD Global,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-11-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q5358497,literal,,literal,,literal,http://www.wikidata.org/entity/Q47034,literal,,,,,,,,,,,,,,wd:Q33
120,uri,http://www.wikidata.org/entity/Q1053610,en,literal,Alma Media,en,literal,Alma Media Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1393571,literal,,,,,,,,,,,,,,wd:Q33
121,uri,http://www.wikidata.org/entity/Q107442068,en,literal,Consumer Softproducts,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
122,uri,http://www.wikidata.org/entity/Q18661748,en,literal,Theatre of Rovaniemi,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
123,uri,http://www.wikidata.org/entity/Q66796623,en,literal,Duunitori,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q37038,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
124,uri,http://www.wikidata.org/entity/Q10453570,en,literal,Citycon,fi,literal,Citycon Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q10494269,literal,,literal,,literal,http://www.wikidata.org/entity/Q3107346,literal,,,,,,,,,,,,,,wd:Q33
125,uri,http://www.wikidata.org/entity/Q28721140,en,literal,Booky.fi,sv,literal,Booky.fi Ab,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5492372,literal,,,,,,,,,,,,,,wd:Q33
126,uri,http://www.wikidata.org/entity/Q2572761,en,literal,Housemarque,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,80,,,,,,,,,,wd:Q33
127,uri,http://www.wikidata.org/entity/Q1241369,en,literal,Fiskars,fi,literal,Fiskars Oyj Abp,http://www.w3.org/2001/XMLSchema#dateTime,literal,1649-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3132968,literal,,,,,,,,,,,,,,wd:Q33
128,uri,http://www.wikidata.org/entity/Q4349236,en,literal,Bank of Åland,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q48329,literal,,,,,,,,,,,,,,wd:Q33
129,uri,http://www.wikidata.org/entity/Q11888496,en,literal,Pohjola-filmi,fi,literal,Citizen Jane Productions Oy,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3068703,literal,,,,,,,,,,,,,,wd:Q33
130,uri,http://www.wikidata.org/entity/Q18680101,en,literal,Jalava,fi,literal,Kustannus Jalava,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11852753,,,,,,,,,,,,,wd:Q33
131,uri,http://www.wikidata.org/entity/Q18688791,en,literal,Helsinki Film,en,literal,Helsinki Film Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,http://www.wikidata.org/entity/Q4716022,literal,,literal,http://www.wikidata.org/entity/Q1017793,literal,,,,,,,,,,,,,,wd:Q33
132,uri,http://www.wikidata.org/entity/Q26694,en,literal,Outokumpu,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q2285982, http://www.wikidata.org/entity/Q766401",literal,,literal,,literal,http://www.wikidata.org/entity/Q47034,literal,,,,,,,,,,,,,,wd:Q33
133,uri,http://www.wikidata.org/entity/Q3088115,en,literal,Genelec,fi,literal,Genelec Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q581105,literal,,literal,,literal,http://www.wikidata.org/entity/Q748533,literal,,,,,,,,,,,,,,wd:Q33
134,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q191,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
135,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q37,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
136,uri,http://www.wikidata.org/entity/Q3564797,en,literal,WSOY,en,literal,Werner Söderström Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q729552,literal,,,,,,,,,,,,,,wd:Q33
137,uri,http://www.wikidata.org/entity/Q3564797,en,literal,WSOY,fi,literal,Werner Söderström Osakeyhtiö,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q729552,literal,,,,,,,,,,,,,,wd:Q33
138,uri,http://www.wikidata.org/entity/Q107556005,en,literal,Varjo Technologies,fi,literal,Varjo Technologies Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q107400701, http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q880371",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
139,uri,http://www.wikidata.org/entity/Q1418,en,literal,Nokia,en,literal,Nokia Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1865-05-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q25245117, http://www.wikidata.org/entity/Q2425052, http://www.wikidata.org/entity/Q1780509, http://www.wikidata.org/entity/Q1666934, http://www.wikidata.org/entity/Q1546066, http://www.wikidata.org/entity/Q1301371",literal,"http://www.wikidata.org/entity/Q5897386, http://www.wikidata.org/entity/Q550660, http://www.wikidata.org/entity/Q1374132, http://www.wikidata.org/entity/Q14090205, http://www.wikidata.org/entity/Q4919788, http://www.wikidata.org/entity/Q7518082, http://www.wikidata.org/entity/Q7285954, http://www.wikidata.org/entity/Q983111",literal,http://www.wikidata.org/entity/Q4118053,literal,http://www.wikidata.org/entity/Q653536,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,103083,http://www.w3.org/2001/XMLSchema#decimal,literal,-927000000,http://www.w3.org/2001/XMLSchema#decimal,literal,39517000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26257000000,wd:Q33
140,uri,http://www.wikidata.org/entity/Q270993,en,literal,Ålandstrafiken,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5689,literal,,,,,,,,,,,,,,wd:Q33
141,uri,http://www.wikidata.org/entity/Q103941859,en,literal,Aamu Film Company,fi,literal,Elokuvayhtiö Oy Aamu Ab,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,http://www.wikidata.org/entity/Q84361173,literal,,literal,http://www.wikidata.org/entity/Q3070063,literal,,,,,,,,,,,,,,wd:Q33
142,uri,http://www.wikidata.org/entity/Q2020649,en,literal,Nordic Investment Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
143,uri,http://www.wikidata.org/entity/Q1417185,en,literal,Fingrid,fi,literal,Fingrid Oyj,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q15156570, http://www.wikidata.org/entity/Q1096907",literal,,literal,,literal,http://www.wikidata.org/entity/Q3069100,literal,,,,,,,,,,,,,,wd:Q33
144,uri,http://www.wikidata.org/entity/Q13403111,en,literal,PME Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
145,uri,http://www.wikidata.org/entity/Q111104513,,literal,Q111104513,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
146,uri,http://www.wikidata.org/entity/Q18786360,en,literal,ALA Architects,en,literal,ALA Architects Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q729552,literal,,,,,,,,,,,,,,wd:Q33
147,uri,http://www.wikidata.org/entity/Q11863538,en,literal,Holiday Club Saimaa,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
148,uri,http://www.wikidata.org/entity/Q7387053,en,literal,S-Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1757,literal,,,,,,,,,,,,,,wd:Q33
149,uri,http://www.wikidata.org/entity/Q11894264,en,literal,Sound of Finland,fi,literal,Sound of Finland Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26962481,literal,,,,,,,,,,,,,,wd:Q33
150,uri,http://www.wikidata.org/entity/Q11900059,en,literal,Vakka-Suomen Panimo Osakeyhtiö,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
151,uri,http://www.wikidata.org/entity/Q23045439,en,literal,Juustoportti,fi,literal,Juustoportti Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,http://www.wikidata.org/entity/Q13554450,literal,,literal,,literal,http://www.wikidata.org/entity/Q65235198,literal,,,,,,,,,,,,,,wd:Q33
152,uri,http://www.wikidata.org/entity/Q107337014,en,literal,Redhill Games,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
153,uri,http://www.wikidata.org/entity/Q28947937,en,literal,Yle Sápmi,,,,,,,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q54718,,,,,,,,,,,,,wd:Q33
154,uri,http://www.wikidata.org/entity/Q12047031,en,literal,Prisma,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q211,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q33
155,uri,http://www.wikidata.org/entity/Q11852753,en,literal,Art House,fi,literal,Art House Oy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q33,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q729552,literal,,,,,,,,,,,,,,wd:Q33
