,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,country
10,uri,http://www.wikidata.org/entity/Q110957430,en,literal,Classic 91.1FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
11,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1041,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
12,uri,http://www.wikidata.org/entity/Q5270729,en,literal,Diamond Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,"http://www.wikidata.org/entity/Q43015, http://www.wikidata.org/entity/Q22687",literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,Diamond Bank,,,,wd:Q1033
13,uri,http://www.wikidata.org/entity/Q6805557,en,literal,Media Trust,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3787,literal,,,,,,,,wd:Q1033
14,uri,http://www.wikidata.org/entity/Q5978240,en,literal,Zenith Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,Zenith Bank,,,,wd:Q1033
15,uri,http://www.wikidata.org/entity/Q119856883,en,literal,Jabros Industries Limited,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7042639,literal,,,,,,,,wd:Q1033
16,uri,http://www.wikidata.org/entity/Q60847842,en,literal,Green Africa Airways,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q15, http://www.wikidata.org/entity/Q1033, http://www.wikidata.org/entity/Q8673",,,,,,,wd:Q1033
17,uri,http://www.wikidata.org/entity/Q17063480,en,literal,konga.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
18,uri,http://www.wikidata.org/entity/Q4672418,en,literal,Access Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2522772, http://www.wikidata.org/entity/Q815913",literal,,en,literal,Access Bank,http://www.w3.org/2001/XMLSchema#decimal,literal,28121,wd:Q1033
19,uri,http://www.wikidata.org/entity/Q3341382,en,literal,Nigerian Television Authority,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q509300,literal,,en,literal,Nigerian Television Authority,,,,wd:Q1033
20,uri,http://www.wikidata.org/entity/Q110953621,en,literal,Today 95.1FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
21,uri,http://www.wikidata.org/entity/Q110958737,en,literal,Beat 99.9FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
22,uri,http://www.wikidata.org/entity/Q7280934,en,literal,Radio Nigeria Kaduna,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
23,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
24,uri,http://www.wikidata.org/entity/Q110809691,en,literal,Ibile Oil and Gas Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,"http://www.wikidata.org/entity/Q22656, http://www.wikidata.org/entity/Q11379",literal,,literal,,literal,http://www.wikidata.org/entity/Q643124,literal,,en,literal,Ibile Oil and Gas Corporation,,,,wd:Q1033
25,uri,http://www.wikidata.org/entity/Q7611369,en,literal,Sterling Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,Sterling Bank,http://www.w3.org/2001/XMLSchema#decimal,literal,2401,wd:Q1033
26,uri,http://www.wikidata.org/entity/Q119020398,en,literal,Mudathir brothers,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q682571,literal,,,,,,,,wd:Q1033
27,uri,http://www.wikidata.org/entity/Q111014733,en,literal,Smooth 98.1FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-11-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
28,uri,http://www.wikidata.org/entity/Q87068344,en,literal,Silverbird TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
29,uri,http://www.wikidata.org/entity/Q23022855,en,literal,Urban96 Radio Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q14350,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,Urban96 Radio Network,,,,wd:Q1033
30,uri,http://www.wikidata.org/entity/Q7687722,en,literal,Tastee Fried Chicken,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,"http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q11707",literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
31,uri,http://www.wikidata.org/entity/Q110950422,en,literal,Cool 95.9FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
32,uri,http://www.wikidata.org/entity/Q110955738,en,literal,Family love 97.7FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
33,uri,http://www.wikidata.org/entity/Q22080463,en,literal,Legit.ng,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q38926,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,60,wd:Q1033
34,uri,http://www.wikidata.org/entity/Q18169406,en,literal,Splash Fm Ibadan,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
35,uri,http://www.wikidata.org/entity/Q110941029,en,literal,Blaze 91.5FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
36,uri,http://www.wikidata.org/entity/Q110916091,en,literal,Bukatee Restaurant,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
37,uri,http://www.wikidata.org/entity/Q21485092,en,literal,Bet9ja,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q11416,literal,,literal,,literal,,literal,,en,literal,Bet9ja,,,,wd:Q1033
38,uri,http://www.wikidata.org/entity/Q114267317,en,literal,Prime 9ja Online,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q682704,literal,,,,,,,,wd:Q1033
39,uri,http://www.wikidata.org/entity/Q5452342,en,literal,First Bank of Nigeria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1894-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,First Bank of Nigeria,,,,wd:Q1033
40,uri,http://www.wikidata.org/entity/Q111169433,en,literal,Inspiration FM Lagos,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q815913,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
41,uri,http://www.wikidata.org/entity/Q3562146,en,literal,Voice of Nigeria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
42,uri,http://www.wikidata.org/entity/Q60744060,en,literal,Boomplay,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
43,uri,http://www.wikidata.org/entity/Q105974163,en,literal,NaijaVibe,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
44,uri,http://www.wikidata.org/entity/Q65046775,en,literal,Plus TV Africa,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
45,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q114,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
46,uri,http://www.wikidata.org/entity/Q110957007,en,literal,Uniport 88.5FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
47,uri,http://www.wikidata.org/entity/Q22031730,en,literal,Rhythm 93.7 FM Lagos,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
48,uri,http://www.wikidata.org/entity/Q955488,en,literal,Mr Bigg's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q171141,literal,,literal,,literal,http://www.wikidata.org/entity/Q623249,literal,,,,,,,,wd:Q1033
49,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q948,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
50,uri,http://www.wikidata.org/entity/Q110956143,en,literal,Naija 92.7FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
51,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q117,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
52,uri,http://www.wikidata.org/entity/Q104522362,en,literal,Unulax,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-07-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,"http://www.wikidata.org/entity/Q56611700, http://www.wikidata.org/entity/Q21157865, http://www.wikidata.org/entity/Q880371, http://www.wikidata.org/entity/Q11661",literal,http://www.wikidata.org/entity/Q104523129,literal,,literal,,literal,,en,literal,Unulax Limited,,,,wd:Q1033
53,uri,http://www.wikidata.org/entity/Q122191224,en,literal,Haze Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q815913,literal,,,,,,,,wd:Q1033
54,uri,http://www.wikidata.org/entity/Q22026488,en,literal,Ogun State Television,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q206484,literal,,,,,,,,wd:Q1033
55,uri,http://www.wikidata.org/entity/Q95632521,en,literal,NairaBET,,,,uri,http://www.wikidata.org/entity/Q1033,literal,"http://www.wikidata.org/entity/Q1506462, http://www.wikidata.org/entity/Q11416",literal,,literal,,literal,http://www.wikidata.org/entity/Q25247514,literal,,,,,,,,wd:Q1033
56,uri,http://www.wikidata.org/entity/Q110949475,en,literal,Ogene 98.3FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
57,uri,http://www.wikidata.org/entity/Q22237630,en,literal,HipTV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
58,uri,http://www.wikidata.org/entity/Q17332345,en,literal,Radio Rivers 99.1FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-05-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
59,uri,http://www.wikidata.org/entity/Q110952361,en,literal,Nigeria Info 92.3FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
60,uri,http://www.wikidata.org/entity/Q59417695,en,literal,God is Good Motors,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1033,literal,,en,literal,God Is Good Mobility,,,,wd:Q1033
61,uri,http://www.wikidata.org/entity/Q927304,en,literal,University of Nigeria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q465022,literal,,en,literal,"University of Nigeria, Nsukka",,,,wd:Q1033
62,uri,http://www.wikidata.org/entity/Q23461416,en,literal,Chicken Republic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q41958,literal,http://www.wikidata.org/entity/Q2558739,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
63,uri,http://www.wikidata.org/entity/Q123558287,en,literal,Presco-Plc,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q121363890,literal,,literal,,literal,http://www.wikidata.org/entity/Q682704,literal,,,,,,,,wd:Q1033
64,uri,http://www.wikidata.org/entity/Q28401298,en,literal,TVC News,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q1962634,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
65,uri,http://www.wikidata.org/entity/Q60751889,en,literal,Providus Bank Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2522772,literal,,en,literal,Providus Bank Limited,http://www.w3.org/2001/XMLSchema#decimal,literal,400,wd:Q1033
66,uri,http://www.wikidata.org/entity/Q111169433,en,literal,Inspiration FM Lagos,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
67,uri,http://www.wikidata.org/entity/Q110953481,en,literal,Garden City 89.9FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
68,uri,http://www.wikidata.org/entity/Q17109365,en,literal,The Beat 99.9 FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
69,uri,http://www.wikidata.org/entity/Q109547107,en,literal,Unizik FM 94.1,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-04-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
70,uri,http://www.wikidata.org/entity/Q110958743,en,literal,Excel 103.7FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
71,uri,http://www.wikidata.org/entity/Q7885401,en,literal,Union Bank of Nigeria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,Union Bank of Nigeria,,,,wd:Q1033
72,uri,http://www.wikidata.org/entity/Q99519020,en,literal,Dove TV,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
73,uri,http://www.wikidata.org/entity/Q7399506,en,literal,Sahara Reporters,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
74,uri,http://www.wikidata.org/entity/Q18390265,en,literal,Rhythm 93.7 FM Port Harcourt,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
75,uri,http://www.wikidata.org/entity/Q5446777,en,literal,Fidelity Bank Nigeria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q815913,literal,,en,literal,Fidelity Bank Plc,,,,wd:Q1033
76,uri,http://www.wikidata.org/entity/Q579747,en,literal,Guaranty Trust Holding Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q568041,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,en,literal,Guaranty Trust Bank,,,,wd:Q1033
77,uri,http://www.wikidata.org/entity/Q50842610,en,literal,Publiseer,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q1196904,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
78,uri,http://www.wikidata.org/entity/Q112164481,en,literal,Chisco Transport Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
79,uri,http://www.wikidata.org/entity/Q109578701,en,literal,Trust TV,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3787,literal,,,,,,,,wd:Q1033
80,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1008,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
81,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q262,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
82,uri,http://www.wikidata.org/entity/Q110956674,en,literal,Wish 99.5FM,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
83,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1009,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,4000,wd:Q1033
84,uri,http://www.wikidata.org/entity/Q108129095,en,literal,Silverbird Film Distribution,,,,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q1415356,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
85,uri,http://www.wikidata.org/entity/Q21908935,en,literal,Brila FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
86,uri,http://www.wikidata.org/entity/Q113302089,en,literal,Blue Pictures Entertainment,,,,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1033
87,uri,http://www.wikidata.org/entity/Q57614340,en,literal,Ripples Nigeria,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8673,literal,,,,,,,,wd:Q1033
88,uri,http://www.wikidata.org/entity/Q6959743,en,literal,Nairaland,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,,literal,http://www.wikidata.org/entity/Q25051923,literal,,literal,http://www.wikidata.org/entity/Q836657,literal,,,,,,,,wd:Q1033
