,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
189,uri,http://www.wikidata.org/entity/Q541179,en,literal,Saudia,uri,http://www.wikidata.org/entity/Q851,literal,,literal,http://www.wikidata.org/entity/Q60311156,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
190,uri,http://www.wikidata.org/entity/Q310172,en,literal,Al Arabiya,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-03-03T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
191,uri,http://www.wikidata.org/entity/Q12236791,en,literal,Chemanol,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q27430,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-08-01T00:00:00Z,ar,literal,شركة كيمائيات الميثانول,http://www.w3.org/2001/XMLSchema#decimal,literal,485,http://www.w3.org/2001/XMLSchema#decimal,literal,1943038000,http://www.w3.org/2001/XMLSchema#decimal,literal,1095417000,,,,,,,wd:Q851
192,uri,http://www.wikidata.org/entity/Q4120111,en,literal,Alinma Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-28T00:00:00Z,ar,literal,مصرف الإنماء,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,131839441000,http://www.w3.org/2001/XMLSchema#decimal,literal,20597153000,,,,,,,wd:Q851
193,uri,http://www.wikidata.org/entity/Q4783214,en,literal,Arab National Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,ar,literal,البنك العربي الوطني,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,183442477000,http://www.w3.org/2001/XMLSchema#decimal,literal,24369687000,,,,,,,wd:Q851
194,uri,http://www.wikidata.org/entity/Q7181252,en,literal,Banque Saudi Fransi,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-06-04T00:00:00Z,ar,literal,البنك السعودي الفرنسي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,178148577000,http://www.w3.org/2001/XMLSchema#decimal,literal,29699003000,,,,,,,wd:Q851
195,uri,http://www.wikidata.org/entity/Q12188903,en,literal,Saudi Electricity Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q20385848,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,ar,literal,الشركة السعودية للكهرباء,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,479829990000,http://www.w3.org/2001/XMLSchema#decimal,literal,73677778000,,,,,,,wd:Q851
196,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,ar,literal,بنك البلاد,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,7280899000,,,,,,,wd:Q851
197,uri,http://www.wikidata.org/entity/Q2859338,en,literal,Arab Radio and Television Network,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q418,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
198,uri,http://www.wikidata.org/entity/Q5221859,en,literal,Dar Al Arkan Real Estate Development Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-28T00:00:00Z,ar,literal,شركة دار الأركان للتطوير العقاري,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28049229000,http://www.w3.org/2001/XMLSchema#decimal,literal,19009488000,,,,,,,wd:Q851
199,uri,http://www.wikidata.org/entity/Q7188614,en,literal,Alsalam Aerospace Industries,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47157,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
200,uri,http://www.wikidata.org/entity/Q903219,en,literal,SABIC,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,ar,literal,الشركة السعودية للصناعات الأساسية,http://www.w3.org/2001/XMLSchema#decimal,literal,33000,http://www.w3.org/2001/XMLSchema#decimal,literal,310365751000,http://www.w3.org/2001/XMLSchema#decimal,literal,168761908000,,,,,,,wd:Q851
201,uri,http://www.wikidata.org/entity/Q20403120,en,literal,Hail Cement Comany,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q811891, http://www.wikidata.org/entity/Q189306",literal,,literal,,literal,http://www.wikidata.org/entity/Q675568,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-11-30T00:00:00Z,ar,literal,شركة أسمنت حائل,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1313855000,http://www.w3.org/2001/XMLSchema#decimal,literal,1000710000,,,,,,,wd:Q851
202,uri,http://www.wikidata.org/entity/Q1535171,en,literal,Saudi Telecom Company,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,http://www.wikidata.org/entity/Q100158628,literal,http://www.wikidata.org/entity/Q3692,literal,http://www.wikidata.org/entity/Q4966205,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-05-02T00:00:00Z,ar,literal,شركة الاتصالات السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,32525893,http://www.w3.org/2001/XMLSchema#decimal,literal,65513684000,,,,,,,wd:Q851
203,uri,http://www.wikidata.org/entity/Q903219,en,literal,SABIC,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-04T00:00:00Z,ar,literal,الشركة السعودية للصناعات الأساسية,http://www.w3.org/2001/XMLSchema#decimal,literal,33000,http://www.w3.org/2001/XMLSchema#decimal,literal,310365751000,http://www.w3.org/2001/XMLSchema#decimal,literal,163047895000,,,,,,,wd:Q851
204,uri,http://www.wikidata.org/entity/Q1535171,en,literal,Saudi Telecom Company,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,http://www.wikidata.org/entity/Q100158628,literal,http://www.wikidata.org/entity/Q3692,literal,http://www.wikidata.org/entity/Q4966205,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-05-02T00:00:00Z,ar,literal,شركة الاتصالات السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,17000,http://www.w3.org/2001/XMLSchema#decimal,literal,32525893,http://www.w3.org/2001/XMLSchema#decimal,literal,61762594000,,,,,,,wd:Q851
205,uri,http://www.wikidata.org/entity/Q124153283,en,literal,Nomadroid,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q210167,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
206,uri,http://www.wikidata.org/entity/Q12188903,en,literal,Saudi Electricity Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q20385848,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,ar,literal,الشركة السعودية للكهرباء,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,479829990000,http://www.w3.org/2001/XMLSchema#decimal,literal,62023623000,,,,,,,wd:Q851
207,uri,http://www.wikidata.org/entity/Q17005768,en,literal,Bupa Arabia,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q334911,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,ar,literal,شركة بوبا العربية للتأمين التعاوني,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10181096000,,,,,,,,,,wd:Q851
208,uri,http://www.wikidata.org/entity/Q6721006,en,literal,Maaden,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-03-23T00:00:00Z,ar,literal,شركة التعدين العربية السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,6149,http://www.w3.org/2001/XMLSchema#decimal,literal,97657597000,http://www.w3.org/2001/XMLSchema#decimal,literal,26097517000,,,,,,,wd:Q851
209,uri,http://www.wikidata.org/entity/Q41230,en,literal,Islamic Development Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,ar,literal,البنك الإسلامي للتنمية,http://www.w3.org/2001/XMLSchema#decimal,literal,932,,,,,,,,,,,,,wd:Q851
210,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q817,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
211,uri,http://www.wikidata.org/entity/Q12218555,en,literal,Abdullah AlOthaim Markets,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-05-21T00:00:00Z,ar,literal,شركة أسواق عبدالله العثيم,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4766126000,http://www.w3.org/2001/XMLSchema#decimal,literal,1487435000,,,,,,,wd:Q851
212,uri,http://www.wikidata.org/entity/Q5221859,en,literal,Dar Al Arkan Real Estate Development Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-28T00:00:00Z,ar,literal,شركة دار الأركان للتطوير العقاري,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28049229000,http://www.w3.org/2001/XMLSchema#decimal,literal,18177507000,,,,,,,wd:Q851
213,uri,http://www.wikidata.org/entity/Q100258428,en,literal,Rotana Kids,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
214,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
215,uri,http://www.wikidata.org/entity/Q7181252,en,literal,Banque Saudi Fransi,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-06-04T00:00:00Z,ar,literal,البنك السعودي الفرنسي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,178148577000,http://www.w3.org/2001/XMLSchema#decimal,literal,31661381000,,,,,,,wd:Q851
216,uri,http://www.wikidata.org/entity/Q115943721,en,literal,Dār Al-Andalus Al-Khaḍrāʼ,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
217,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q974,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
218,uri,http://www.wikidata.org/entity/Q12218555,en,literal,Abdullah AlOthaim Markets,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-05-21T00:00:00Z,ar,literal,شركة أسواق عبدالله العثيم,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4766126000,http://www.w3.org/2001/XMLSchema#decimal,literal,1494222000,,,,,,,wd:Q851
219,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#decimal,literal,6000,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,51946872000,,,,,,,wd:Q851
220,uri,http://www.wikidata.org/entity/Q6887331,en,literal,Mobily,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-14T00:00:00Z,ar,literal,شركة إتحاد إتصالات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,39262461000,http://www.w3.org/2001/XMLSchema#decimal,literal,13869316000,,,,,,,wd:Q851
221,uri,http://www.wikidata.org/entity/Q12188937,en,literal,Nadec,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-08-18T00:00:00Z,ar,literal,الشركة الوطنية للتنمية الزراعية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3943957000,http://www.w3.org/2001/XMLSchema#decimal,literal,1446253000,,,,,,,wd:Q851
222,uri,http://www.wikidata.org/entity/Q12218673,en,literal,Taiba Investments company,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-09-04T00:00:00Z,ar,literal,شركة طيبة للإستثمار,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4084099000,http://www.w3.org/2001/XMLSchema#decimal,literal,3865605000,,,,,,,wd:Q851
223,uri,http://www.wikidata.org/entity/Q12190107,en,literal,Al Hadath,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
224,uri,http://www.wikidata.org/entity/Q4120111,en,literal,Alinma Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-28T00:00:00Z,ar,literal,مصرف الإنماء,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,131839441000,http://www.w3.org/2001/XMLSchema#decimal,literal,19178460000,,,,,,,wd:Q851
225,uri,http://www.wikidata.org/entity/Q42341471,en,literal,Alkathiri Holding,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-31T00:00:00Z,ar,literal,شركة الكثيري القابضة,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,110283000,http://www.w3.org/2001/XMLSchema#decimal,literal,71197000,,,,,,,wd:Q851
226,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,ar,literal,بنك البلاد,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,9425923000,,,,,,,wd:Q851
227,uri,http://www.wikidata.org/entity/Q5221859,en,literal,Dar Al Arkan Real Estate Development Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-28T00:00:00Z,ar,literal,شركة دار الأركان للتطوير العقاري,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28049229000,http://www.w3.org/2001/XMLSchema#decimal,literal,18705333000,,,,,,,wd:Q851
228,uri,http://www.wikidata.org/entity/Q115706595,,literal,Q115706595,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
229,uri,http://www.wikidata.org/entity/Q20401398,en,literal,SACO Hardware,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-11-19T00:00:00Z,ar,literal,الشركة السعودية للعدد والأدوات,http://www.w3.org/2001/XMLSchema#decimal,literal,2400,http://www.w3.org/2001/XMLSchema#decimal,literal,1763385000,http://www.w3.org/2001/XMLSchema#decimal,literal,599500000,,,,,,,wd:Q851
230,uri,http://www.wikidata.org/entity/Q6160243,en,literal,Jarir Bookstore,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,ar,literal,شركة جرير للتسويق,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4001527000,http://www.w3.org/2001/XMLSchema#decimal,literal,1529533000,,,,,,,wd:Q851
231,uri,http://www.wikidata.org/entity/Q858759,en,literal,Cartoon Network Arabic,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q613,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
232,uri,http://www.wikidata.org/entity/Q12236791,en,literal,Chemanol,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q27430,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-08-01T00:00:00Z,ar,literal,شركة كيمائيات الميثانول,http://www.w3.org/2001/XMLSchema#decimal,literal,485,http://www.w3.org/2001/XMLSchema#decimal,literal,1943038000,http://www.w3.org/2001/XMLSchema#decimal,literal,1141048000,,,,,,,wd:Q851
233,uri,http://www.wikidata.org/entity/Q903219,en,literal,SABIC,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-04T00:00:00Z,ar,literal,الشركة السعودية للصناعات الأساسية,http://www.w3.org/2001/XMLSchema#decimal,literal,33000,http://www.w3.org/2001/XMLSchema#decimal,literal,310365751000,http://www.w3.org/2001/XMLSchema#decimal,literal,163921633000,,,,,,,wd:Q851
234,uri,http://www.wikidata.org/entity/Q2374321,en,literal,SAPTCO,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-07-09T00:00:00Z,ar,literal,خدمة اونلاين,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4095810000,http://www.w3.org/2001/XMLSchema#decimal,literal,1593799000,,,,,,,wd:Q851
235,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,ar,literal,بنك البلاد,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,7588793000,,,,,,,wd:Q851
236,uri,http://www.wikidata.org/entity/Q42341471,en,literal,Alkathiri Holding,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-31T00:00:00Z,ar,literal,شركة الكثيري القابضة,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,110283000,http://www.w3.org/2001/XMLSchema#decimal,literal,55181000,,,,,,,wd:Q851
237,uri,http://www.wikidata.org/entity/Q115329866,,literal,Q115329866,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
238,uri,http://www.wikidata.org/entity/Q2605574,en,literal,Saudi Central Bank,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-10-04T00:00:00Z,ar,literal,البنك المركزي السعودي,,,,,,,,,,,,,,,,wd:Q851
239,uri,http://www.wikidata.org/entity/Q7408955,en,literal,Samba Financial Group,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-02-12T00:00:00Z,ar,literal,مجموعة سامبا المالية,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,255603801000,http://www.w3.org/2001/XMLSchema#decimal,literal,42679526000,,,,,,,wd:Q851
240,uri,http://www.wikidata.org/entity/Q6721006,en,literal,Maaden,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-03-23T00:00:00Z,ar,literal,شركة التعدين العربية السعودية,http://www.w3.org/2001/XMLSchema#decimal,literal,6149,http://www.w3.org/2001/XMLSchema#decimal,literal,97657597000,http://www.w3.org/2001/XMLSchema#decimal,literal,27902731000,,,,,,,wd:Q851
241,uri,http://www.wikidata.org/entity/Q12218607,en,literal,Zamil Industrial,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-08T00:00:00Z,ar,literal,شركة الزامل للاستثمار الصناعي,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5643398000,http://www.w3.org/2001/XMLSchema#decimal,literal,1415946000,,,,,,,wd:Q851
242,uri,http://www.wikidata.org/entity/Q3817700,en,literal,Saudi International Petrochemical Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-12-22T00:00:00Z,ar,literal,شركة الصحراء العالمية للبتروكيماويات,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23991272000,http://www.w3.org/2001/XMLSchema#decimal,literal,5843538000,,,,,,,wd:Q851
243,uri,http://www.wikidata.org/entity/Q310172,en,literal,Al Arabiya,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-03-03T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
244,uri,http://www.wikidata.org/entity/Q105572509,en,literal,Naft Company,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q851
245,uri,http://www.wikidata.org/entity/Q4783214,en,literal,Arab National Bank,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,ar,literal,البنك العربي الوطني,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,183442477000,http://www.w3.org/2001/XMLSchema#decimal,literal,26455933000,,,,,,,wd:Q851
246,uri,http://www.wikidata.org/entity/Q105886120,en,literal,Muvi Cinemas,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,ar,literal,موڤي سينما,,,,,,,,,,,,,,,,wd:Q851
247,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,uri,http://www.wikidata.org/entity/Q842,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
248,uri,http://www.wikidata.org/entity/Q24035331,en,literal,flyadeal,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q851
