,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,country
71,uri,http://www.wikidata.org/entity/Q1408210,en,literal,Fertagus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q328015,literal,,,,,,,,,,,,,,wd:Q45
72,uri,http://www.wikidata.org/entity/Q5099111,en,literal,Chilltime,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q926700,literal,,,,,,,,,,,,,,wd:Q45
73,uri,http://www.wikidata.org/entity/Q41171373,en,literal,ALDI Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,wd:Q45
74,uri,http://www.wikidata.org/entity/Q1862842,en,literal,Redes Energéticas Nacionais,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q112046,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,641,,,,,,,wd:Q45
75,uri,http://www.wikidata.org/entity/Q41171373,en,literal,ALDI Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,wd:Q45
76,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,wd:Q45
77,uri,http://www.wikidata.org/entity/Q3306167,en,literal,MEO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
78,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,wd:Q45
79,uri,http://www.wikidata.org/entity/Q41171373,en,literal,ALDI Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,wd:Q45
80,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q3477363, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2176,http://www.w3.org/2001/XMLSchema#decimal,literal,6308317.74,,,,wd:Q45
81,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
82,uri,http://www.wikidata.org/entity/Q2886844,en,literal,ISCTE – Lisbon University Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
83,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q750,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
84,uri,http://www.wikidata.org/entity/Q107413625,,literal,Q107413625,http://www.w3.org/2001/XMLSchema#dateTime,literal,1855-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
85,uri,http://www.wikidata.org/entity/Q1341222,en,literal,Energias de Portugal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q1326624,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
86,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,wd:Q45
87,uri,http://www.wikidata.org/entity/Q82497138,en,literal,Probely,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
88,uri,http://www.wikidata.org/entity/Q64845961,en,literal,Conrad Algarve,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-09-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,en,literal,Conrad Algarve,,,,,,,,,,wd:Q45
89,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,wd:Q45
90,uri,http://www.wikidata.org/entity/Q41171373,en,literal,ALDI Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,wd:Q45
91,uri,http://www.wikidata.org/entity/Q60182464,en,literal,Tuhkana Swimwear,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q7223116, http://www.wikidata.org/entity/Q11460",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
92,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q3477363, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2176,http://www.w3.org/2001/XMLSchema#decimal,literal,6308317.74,,,,wd:Q45
93,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,wd:Q45
94,uri,http://www.wikidata.org/entity/Q28678830,,literal,Q28678830,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
95,uri,http://www.wikidata.org/entity/Q1045108,en,literal,Carris,http://www.w3.org/2001/XMLSchema#dateTime,literal,1872-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
96,uri,http://www.wikidata.org/entity/Q604296,en,literal,Hard Club,,,,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
97,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q739,literal,"http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q3477363, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2176,http://www.w3.org/2001/XMLSchema#decimal,literal,6308317.74,,,,wd:Q45
98,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
99,uri,http://www.wikidata.org/entity/Q41171373,en,literal,ALDI Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,wd:Q45
100,uri,http://www.wikidata.org/entity/Q109728449,en,literal,Tuong Tuong Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q193424, http://www.wikidata.org/entity/Q126793",literal,http://www.wikidata.org/entity/Q98107725,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
101,uri,http://www.wikidata.org/entity/Q51882883,en,literal,MO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
102,uri,http://www.wikidata.org/entity/Q10302641,en,literal,Polytechnic Institute of Viseu,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
103,uri,http://www.wikidata.org/entity/Q56424321,en,literal,Universal Music Portugal,,,,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,pt,literal,"Universal Music Portugal, S.A.",,,,,,,,,,wd:Q45
104,uri,http://www.wikidata.org/entity/Q18285439,en,literal,Warner Music Portugal,,,,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
105,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q77,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
106,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
107,uri,http://www.wikidata.org/entity/Q48861271,en,literal,Vidisco – Comércio e Indústria de Som S.A.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,pt,literal,Vidisco – Comércio e Indústria de Som S.A.,,,,,,,,,,wd:Q45
108,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
109,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q228,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
110,uri,http://www.wikidata.org/entity/Q7064377,en,literal,Novabase,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q1481411,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
111,uri,http://www.wikidata.org/entity/Q7691894,en,literal,Teatro Animação de Setúbal,,,,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
112,uri,http://www.wikidata.org/entity/Q10262017,en,literal,Agricultural Credit Group,,,,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
113,uri,http://www.wikidata.org/entity/Q14176903,en,literal,"Center for Social Studies, University of Coimbra",http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q45412,literal,http://www.wikidata.org/entity/Q368643,pt,literal,Centro de Estudos Sociais da Universidade de Coimbra,,,,,,,,,,wd:Q45
114,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
115,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,wd:Q45
116,uri,http://www.wikidata.org/entity/Q9581725,en,literal,ActivoBank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
117,uri,http://www.wikidata.org/entity/Q18485169,en,literal,Solverde,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-04-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1056,,,,,,,wd:Q45
118,uri,http://www.wikidata.org/entity/Q2035375,en,literal,Sonae,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q990403,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,43300,,,,,,,wd:Q45
119,uri,http://www.wikidata.org/entity/Q100775659,en,literal,Venda Velha,,,,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
120,uri,http://www.wikidata.org/entity/Q64845961,en,literal,Conrad Algarve,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-09-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,pt,literal,Conrad Algarve,,,,,,,,,,wd:Q45
121,uri,http://www.wikidata.org/entity/Q114959895,en,literal,Inductiva Research Labs,,,,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
122,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q774,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
123,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,wd:Q45
124,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q218,literal,"http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q3477363, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,2176,http://www.w3.org/2001/XMLSchema#decimal,literal,6308317.74,,,,wd:Q45
125,uri,http://www.wikidata.org/entity/Q8063259,en,literal,Cinemas NOS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q1415356,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
126,uri,http://www.wikidata.org/entity/Q106775903,en,literal,ZOV,,,,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q106776480, http://www.wikidata.org/entity/Q22920017",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
127,uri,http://www.wikidata.org/entity/Q2105426,en,literal,Altice Portugal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
128,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q241,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
129,uri,http://www.wikidata.org/entity/Q111137471,en,literal,Grupo Chiado,,,,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
130,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
131,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
132,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q783,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
133,uri,http://www.wikidata.org/entity/Q1946091,en,literal,Montepio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1840-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q597,literal,,,,,,,,,,,,,,wd:Q45
134,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q733,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
135,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
136,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q786,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q45
137,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q739,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
138,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q736,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q45
139,uri,http://www.wikidata.org/entity/Q1972136,en,literal,University of Algarve,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q45
140,uri,http://www.wikidata.org/entity/Q1866547,en,literal,Livraria Bertrand,http://www.w3.org/2001/XMLSchema#dateTime,literal,1732-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q601430,literal,,,,,,,,,,,,,,wd:Q45
