,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
698,uri,http://www.wikidata.org/entity/Q18770717,en,literal,Koningin Juliana Toren,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,nl,literal,Julia Toren,,,,,,,,,,,,,,,,wd:Q55
699,uri,http://www.wikidata.org/entity/Q97011125,en,literal,America Today,,,,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9913,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
700,uri,http://www.wikidata.org/entity/Q2104662,en,literal,Nutricia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q15067276,literal,,literal,,literal,"http://www.wikidata.org/entity/Q26432, http://www.wikidata.org/entity/Q727",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,12888,,,,,,,,,,,,,wd:Q55
701,uri,http://www.wikidata.org/entity/Q110066228,en,literal,Oogwereld,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
702,uri,http://www.wikidata.org/entity/Q1857899,en,literal,De Volksbank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1817-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q81002499,literal,,nl,literal,De Volksbank N.V.,,,,,,,,,,,,,,,,wd:Q55
703,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q55
704,uri,http://www.wikidata.org/entity/Q55641405,en,literal,PayU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q995911,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
705,uri,http://www.wikidata.org/entity/Q2135000,en,literal,Funda,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q1660132,literal,http://www.wikidata.org/entity/Q110008097,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
706,uri,http://www.wikidata.org/entity/Q114243473,en,literal,SoLow,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q816699,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
707,uri,http://www.wikidata.org/entity/Q640326,en,literal,Jumbo Games,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q211260, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Jumbo B.V.,,,,,,,,,,,,,,,,wd:Q55
708,uri,http://www.wikidata.org/entity/Q64411346,en,literal,Freeones,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q4373046,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
709,uri,http://www.wikidata.org/entity/Q14744170,en,literal,Stoombierbrouwerij De Keyzer,,,,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q869095,literal,,literal,,literal,http://www.wikidata.org/entity/Q2558552,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
710,uri,http://www.wikidata.org/entity/Q628343,en,literal,Lely,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q13747706,literal,,literal,,literal,http://www.wikidata.org/entity/Q497130,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2000,,,,,,,,,,,,,wd:Q55
711,uri,http://www.wikidata.org/entity/Q106058221,en,literal,LIMA,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-11-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,Stichting Lima,,,,,,,,,,,,,,,,wd:Q55
712,uri,http://www.wikidata.org/entity/Q3202837,en,literal,Vomar,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
713,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q55
714,uri,http://www.wikidata.org/entity/Q116047707,en,literal,Digital Game Technology,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10002,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
715,uri,http://www.wikidata.org/entity/Q2489350,en,literal,DekaMarkt,,,,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
716,uri,http://www.wikidata.org/entity/Q52903369,en,literal,Claudia Sträter,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q9913,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
717,uri,http://www.wikidata.org/entity/Q65154379,en,literal,Dille & Kamille,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q124637285,literal,,literal,http://www.wikidata.org/entity/Q39297398,literal,,nl,literal,Dille & Kamille (Nederland) B.V.,,,,,,,,,,,,,,,,wd:Q55
718,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q55
719,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q55
720,uri,http://www.wikidata.org/entity/Q15873104,en,literal,Big Bazar,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
721,uri,http://www.wikidata.org/entity/Q291171,en,literal,Aegon N.V.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2518196, http://www.wikidata.org/entity/Q43183",literal,,literal,,literal,http://www.wikidata.org/entity/Q36600,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
722,uri,http://www.wikidata.org/entity/Q22121865,en,literal,Cimpress,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,,literal,http://www.wikidata.org/entity/Q78485814,literal,,literal,"http://www.wikidata.org/entity/Q204956, http://www.wikidata.org/entity/Q9777",literal,,,,,,,,,,,,,,,,,,,,wd:Q55
723,uri,http://www.wikidata.org/entity/Q114976733,en,literal,Vertigo Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
724,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
725,uri,http://www.wikidata.org/entity/Q124129152,en,literal,Pronto Wonen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q9833,literal,,nl,literal,Pronto Wonen Nederland B.V.,,,,,,,,,,,,,,,,wd:Q55
726,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q45,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,,,,,,,wd:Q55
727,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,wd:Q55
728,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105, http://www.wikidata.org/entity/Q5358497",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
729,uri,http://www.wikidata.org/entity/Q65154379,en,literal,Dille & Kamille,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q124637285,literal,,literal,http://www.wikidata.org/entity/Q39297398,literal,,nl,literal,Dille & Kamille (Nederland) B.V.,,,,,,,,,,,,,,,,wd:Q55
730,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q55
731,uri,http://www.wikidata.org/entity/Q123536506,en,literal,Bike Totaal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q992,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
732,uri,http://www.wikidata.org/entity/Q1131877,en,literal,Netherlands Institute for Sound and Vision,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q41582317, http://www.wikidata.org/entity/Q9934",literal,,,,,,,,,,,,,,,,,,,,wd:Q55
733,uri,http://www.wikidata.org/entity/Q23680150,en,literal,Degiro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
734,uri,http://www.wikidata.org/entity/Q2316882,en,literal,ProRail,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q1311670,literal,"http://www.wikidata.org/entity/Q77026815, http://www.wikidata.org/entity/Q19842209",literal,,literal,http://www.wikidata.org/entity/Q2306527,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4400,,,,,,,,,,,,,wd:Q55
735,uri,http://www.wikidata.org/entity/Q851481,en,literal,XS4ALL,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q56611700,literal,,literal,,literal,http://www.wikidata.org/entity/Q3018576,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
736,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q55
737,uri,http://www.wikidata.org/entity/Q106617074,,literal,Q106617074,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q1407228,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,Fabiola B.V.,,,,,,,,,,,,,,,,wd:Q55
738,uri,http://www.wikidata.org/entity/Q5921598,en,literal,PostNL,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q177777,literal,http://www.wikidata.org/entity/Q20738699,literal,,literal,http://www.wikidata.org/entity/Q36600,literal,,nl,literal,Koninklijke PostNL B.V.,,,,,,,,,,,,,,,,wd:Q55
739,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727, http://www.wikidata.org/entity/Q2742011",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
740,uri,http://www.wikidata.org/entity/Q18655579,en,literal,The Netherlands Institute for the Near East,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-08-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43631,literal,http://www.wikidata.org/entity/Q156598,nl,literal,Nederlands Instituut voor het Nabije Oosten,,,,,,,,,,,,,,,,wd:Q55
741,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,wd:Q55
742,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727, http://www.wikidata.org/entity/Q2742011",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
743,uri,http://www.wikidata.org/entity/Q124259217,en,literal,Hoogwegt,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1310,literal,,mul,literal,Hoogwegt Group B.V.,,,,,,,,,,,,,,,,wd:Q55
744,uri,http://www.wikidata.org/entity/Q63682945,en,literal,O15Y,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10002,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
745,uri,http://www.wikidata.org/entity/Q1375118,en,literal,Euromobil,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q73226,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
746,uri,http://www.wikidata.org/entity/Q18655579,en,literal,The Netherlands Institute for the Near East,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-08-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43631,literal,http://www.wikidata.org/entity/Q156598,fr,literal,Institut néerlandais du Proche-Orient,,,,,,,,,,,,,,,,wd:Q55
747,uri,http://www.wikidata.org/entity/Q92555442,en,literal,Toscana,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-04-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6807568,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
748,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727, http://www.wikidata.org/entity/Q2742011",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
749,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
750,uri,http://www.wikidata.org/entity/Q114930905,en,literal,Black Cube Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q9898,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
751,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
752,uri,http://www.wikidata.org/entity/Q56425665,en,literal,Radio Continu,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
753,uri,http://www.wikidata.org/entity/Q93352810,en,literal,Geertruida,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q746359",literal,,literal,,literal,http://www.wikidata.org/entity/Q9920,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
754,uri,http://www.wikidata.org/entity/Q55361811,en,literal,Marqt,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
755,uri,http://www.wikidata.org/entity/Q68339650,en,literal,RIJKS®,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q171141,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
756,uri,http://www.wikidata.org/entity/Q58225764,en,literal,AVRI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2216836,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
757,uri,http://www.wikidata.org/entity/Q123466802,en,literal,Shabu Shabu,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,http://www.wikidata.org/entity/Q34370,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
758,uri,http://www.wikidata.org/entity/Q2177445,en,literal,Bakker Bart,,,,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q15825471, http://www.wikidata.org/entity/Q4498099",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
759,uri,http://www.wikidata.org/entity/Q41171373,en,literal,Aldi Nord,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q55
760,uri,http://www.wikidata.org/entity/Q26709772,en,literal,Karakter,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
761,uri,http://www.wikidata.org/entity/Q1562826,en,literal,VEON,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,en,literal,VEON Ltd.,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1670000000,http://www.w3.org/2001/XMLSchema#decimal,literal,36220000000,,,,,,,wd:Q55
762,uri,http://www.wikidata.org/entity/Q124052986,en,literal,De Hypotheekshop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q1660132,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,De Hypotheekshop Centrale Organisatie B.V.,,,,,,,,,,,,,,,,wd:Q55
763,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,,,,,,,wd:Q55
