,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
182,uri,http://www.wikidata.org/entity/Q248711,en,literal,FrieslandCampina,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q13554450, http://www.wikidata.org/entity/Q627371",literal,,literal,,literal,http://www.wikidata.org/entity/Q992,literal,,nl,literal,Koninklijke FrieslandCampina N.V.,,,,,,,,,,,,,,,,wd:Q55
183,uri,http://www.wikidata.org/entity/Q61997265,en,literal,Street One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q514571,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
184,uri,http://www.wikidata.org/entity/Q116163711,en,literal,GlobalCom PR Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q133080, http://www.wikidata.org/entity/Q39809",literal,,literal,,literal,http://www.wikidata.org/entity/Q285955,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
185,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q581105, http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
186,uri,http://www.wikidata.org/entity/Q6221533,en,literal,John Benjamins Publishing Company,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
187,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q55
188,uri,http://www.wikidata.org/entity/Q23808252,en,literal,Red Light Radio,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
189,uri,http://www.wikidata.org/entity/Q184399,en,literal,Zeeman,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q416766,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1522,,,,,,,,,,,,,wd:Q55
190,uri,http://www.wikidata.org/entity/Q17502722,en,literal,Dirk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34370,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
191,uri,http://www.wikidata.org/entity/Q325113,en,literal,Phone House,,,,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q418",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
192,uri,http://www.wikidata.org/entity/Q123412939,en,literal,eazie,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,http://www.wikidata.org/entity/Q43631,literal,,nl,literal,Eazie Services B.V.,,,,,,,,,,,,,,,,wd:Q55
193,uri,http://www.wikidata.org/entity/Q645708,en,literal,ING Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q29584334, http://www.wikidata.org/entity/Q2518196, http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,115218,http://www.w3.org/2001/XMLSchema#decimal,literal,4290000000,http://www.w3.org/2001/XMLSchema#decimal,literal,845000000000,,,,,,,wd:Q55
194,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q55
195,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
196,uri,http://www.wikidata.org/entity/Q2169294,en,literal,Koninklijke Peijnenburg B.V.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1883-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2636411,literal,,nl,literal,Koninklijke Peijnenburg B.V.,,,,,,,,,,,,,,,,wd:Q55
197,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,,literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,http://www.wikidata.org/entity/Q53865133,literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,,,,,,,wd:Q55
198,uri,http://www.wikidata.org/entity/Q113700133,,literal,Q113700133,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9928,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
199,uri,http://www.wikidata.org/entity/Q641168,en,literal,Human Genome Organisation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
200,uri,http://www.wikidata.org/entity/Q902650,en,literal,Koninklijke DSM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1902-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q207652, http://www.wikidata.org/entity/Q44497",literal,,literal,,literal,"http://www.wikidata.org/entity/Q33444227, http://www.wikidata.org/entity/Q9799",literal,,nl,literal,Koninklijke DSM N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,21351,,,,,,,,,,,,,wd:Q55
201,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,,,,,,,wd:Q55
202,uri,http://www.wikidata.org/entity/Q2913725,en,literal,TNW,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q97486588, http://www.wikidata.org/entity/Q11033, http://www.wikidata.org/entity/Q11030",literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
203,uri,http://www.wikidata.org/entity/Q2226366,en,literal,Kruidvat,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q1260046, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q10039,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
204,uri,http://www.wikidata.org/entity/Q108926938,en,literal,Chocolate Company,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
205,uri,http://www.wikidata.org/entity/Q121742239,en,literal,De IJswinckel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33444372,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
206,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q55
207,uri,http://www.wikidata.org/entity/Q4687934,en,literal,AerCap,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q837171",literal,,literal,,literal,"http://www.wikidata.org/entity/Q1761, http://www.wikidata.org/entity/Q727",literal,,mul,literal,AerCap Holdings N.V,http://www.w3.org/2001/XMLSchema#decimal,literal,390,http://www.w3.org/2001/XMLSchema#decimal,literal,1166777000,http://www.w3.org/2001/XMLSchema#decimal,literal,43749244000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,9382205000,wd:Q55
208,uri,http://www.wikidata.org/entity/Q116163711,en,literal,GlobalCom PR Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q133080, http://www.wikidata.org/entity/Q39809",literal,,literal,,literal,http://www.wikidata.org/entity/Q285955,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
209,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,3323000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
210,uri,http://www.wikidata.org/entity/Q5629043,en,literal,HBO Netherlands,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,http://www.wikidata.org/entity/Q5629038,nl,literal,HBO Netherlands Distribution B.V,,,,,,,,,,,,,,,,wd:Q55
211,uri,http://www.wikidata.org/entity/Q49758419,en,literal,Gogo Youth Travel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34370,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
212,uri,http://www.wikidata.org/entity/Q124056756,en,literal,StickyLock,,,,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
213,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,,,,,,,wd:Q55
214,uri,http://www.wikidata.org/entity/Q46779179,en,literal,RN7,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
215,uri,http://www.wikidata.org/entity/Q110476523,en,literal,Studio Tint,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36600,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
216,uri,http://www.wikidata.org/entity/Q33093710,,literal,Q33093710,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,nl,literal,Roetz-Bikes B.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,15,,,,,,,,,,,,,wd:Q55
217,uri,http://www.wikidata.org/entity/Q110516413,en,literal,Ace & Tate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q1996635",literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,en,literal,Ace and Tate Holding B.V.,,,,,,,,,,,,,,,,wd:Q55
218,uri,http://www.wikidata.org/entity/Q2594590,en,literal,Oasen,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33439340,literal,,nl,literal,Oasen N.V.,,,,,,,,,,,,,,,,wd:Q55
219,uri,http://www.wikidata.org/entity/Q13774940,en,literal,Lucardi,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
220,uri,http://www.wikidata.org/entity/Q123472722,en,literal,Bakker Klootwijk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q15825471, http://www.wikidata.org/entity/Q4498099",literal,,literal,,literal,http://www.wikidata.org/entity/Q734860,literal,,nl,literal,Bakker Klootwijk B.V.,,,,,,,,,,,,,,,,wd:Q55
221,uri,http://www.wikidata.org/entity/Q116163711,en,literal,GlobalCom PR Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q133080, http://www.wikidata.org/entity/Q39809",literal,,literal,,literal,http://www.wikidata.org/entity/Q285955,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
222,uri,http://www.wikidata.org/entity/Q2028484,en,literal,City FM,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
223,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,wd:Q55
224,uri,http://www.wikidata.org/entity/Q123249250,en,literal,Sani-Dump,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
225,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
226,uri,http://www.wikidata.org/entity/Q325113,en,literal,Phone House,,,,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q418",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
227,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
228,uri,http://www.wikidata.org/entity/Q3600279,en,literal,A&O,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
229,uri,http://www.wikidata.org/entity/Q110292141,en,literal,Coret Genealogie,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
230,uri,http://www.wikidata.org/entity/Q661845,en,literal,STMicroelectronics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q2986369,literal,http://www.wikidata.org/entity/Q33106448,literal,,literal,http://www.wikidata.org/entity/Q71,literal,http://www.wikidata.org/entity/Q648828,mul,literal,STMicroelectronics N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,51370,http://www.w3.org/2001/XMLSchema#decimal,literal,3960000000,,,,,,,,,,wd:Q55
231,uri,http://www.wikidata.org/entity/Q2136905,en,literal,CEVA Logistics,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-08-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q177777,literal,,literal,,literal,http://www.wikidata.org/entity/Q23482,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
232,uri,http://www.wikidata.org/entity/Q3051261,en,literal,Westland Infra,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,nl,literal,Westland Infra Netbeheer B.V.,,,,,,,,,,,,,,,,wd:Q55
233,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q55
234,uri,http://www.wikidata.org/entity/Q27593967,en,literal,Oswald Labs,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-08-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q555097,literal,http://www.wikidata.org/entity/Q33134612,literal,,literal,http://www.wikidata.org/entity/Q987,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
235,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,14438000000,wd:Q55
236,uri,http://www.wikidata.org/entity/Q67080502,en,literal,Theater AanZ,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47887,literal,,nl,literal,Stichting AanZ,,,,,,,,,,,,,,,,wd:Q55
237,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885, http://www.wikidata.org/entity/Q581105",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727, http://www.wikidata.org/entity/Q2742011",literal,,nl,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#decimal,literal,81592,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,26019000000,http://www.w3.org/2001/XMLSchema#decimal,literal,25730000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
238,uri,http://www.wikidata.org/entity/Q109186138,en,literal,Shoeby,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
239,uri,http://www.wikidata.org/entity/Q110865130,en,literal,Xform Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-06-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q803,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
240,uri,http://www.wikidata.org/entity/Q62562792,en,literal,BENU,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
241,uri,http://www.wikidata.org/entity/Q2707765,en,literal,Viktor & Rolf,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,,,,,,,,,,,,,,,,,,,,wd:Q55
242,uri,http://www.wikidata.org/entity/Q123435188,en,literal,Bakker van Maanen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1907-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q15825471, http://www.wikidata.org/entity/Q4498099",literal,,literal,,literal,http://www.wikidata.org/entity/Q1615333,literal,,nl,literal,Bakker Van Maanen B.V.,,,,,,,,,,,,,,,,wd:Q55
243,uri,http://www.wikidata.org/entity/Q124628974,en,literal,Run2Day,,,,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10046,literal,,nl,literal,Run2Day Franchise B.V.,,,,,,,,,,,,,,,,wd:Q55
244,uri,http://www.wikidata.org/entity/Q170416,en,literal,Koninklijke Philips NV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q581105, http://www.wikidata.org/entity/Q5358497, http://www.wikidata.org/entity/Q1326885",literal,"http://www.wikidata.org/entity/Q113636437, http://www.wikidata.org/entity/Q1445487",literal,,literal,"http://www.wikidata.org/entity/Q2742011, http://www.wikidata.org/entity/Q9832, http://www.wikidata.org/entity/Q727",literal,,nl,literal,Koninklijke Philips N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,77400,http://www.w3.org/2001/XMLSchema#decimal,literal,1097000000,http://www.w3.org/2001/XMLSchema#decimal,literal,30961000000,http://www.w3.org/2001/XMLSchema#decimal,literal,35600000000,http://www.w3.org/2001/XMLSchema#decimal,literal,12088000000,wd:Q55
