,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
164,uri,http://www.wikidata.org/entity/Q1251039,en,literal,Catholic University of the Most Holy Conception,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1880,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,wd:Q298
165,uri,http://www.wikidata.org/entity/Q6310864,en,literal,Jumbo,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,,,,wd:Q298
166,uri,http://www.wikidata.org/entity/Q2744138,en,literal,Temuco Catholic University,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,,,,,,,,,,wd:Q298
167,uri,http://www.wikidata.org/entity/Q56377600,en,literal,Super Liga Americana de Rugby,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,,,,,,,,,,wd:Q298
168,uri,http://www.wikidata.org/entity/Q115898759,en,literal,Todomoda,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q298
169,uri,http://www.wikidata.org/entity/Q16571026,en,literal,General Motors de Chile,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,,,,,,,wd:Q298
170,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,wd:Q298
171,uri,http://www.wikidata.org/entity/Q56377600,en,literal,Super Liga Americana de Rugby,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,,,,,,,,,,wd:Q298
172,uri,http://www.wikidata.org/entity/Q7553274,en,literal,Sodimac,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q26643,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,,,,,,,wd:Q298
173,uri,http://www.wikidata.org/entity/Q597933,en,literal,Televisión Nacional de Chile,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q51587,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-31T00:00:00Z,,,,,,,,,,wd:Q298
174,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,wd:Q298
175,uri,http://www.wikidata.org/entity/Q2931771,en,literal,CNN Chile,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,wd:Q298
176,uri,http://www.wikidata.org/entity/Q3551328,en,literal,University of Talca,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,,,,wd:Q298
177,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,wd:Q298
178,uri,http://www.wikidata.org/entity/Q756147,en,literal,Wanako Studios,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q1061635,literal,,literal,,literal,http://www.wikidata.org/entity/Q51587,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,wd:Q298
179,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,wd:Q298
180,uri,http://www.wikidata.org/entity/Q36879490,en,literal,Rappi,uri,http://www.wikidata.org/entity/Q800,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2841,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8000,,,,wd:Q298
181,uri,http://www.wikidata.org/entity/Q16493611,en,literal,La Batuta,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,,literal,,,,,es,literal,La Batuta,,,,,,,wd:Q298
182,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,wd:Q298
183,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,wd:Q298
184,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q419,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,wd:Q298
185,uri,http://www.wikidata.org/entity/Q122903972,,literal,Q122903972,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,,,,,,,,,,,,,wd:Q298
186,uri,http://www.wikidata.org/entity/Q19806855,en,literal,Tele13 Radio,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q298
187,uri,http://www.wikidata.org/entity/Q232141,en,literal,University of Chile,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1842-09-17T00:00:00Z,,,,,,,,,,wd:Q298
188,uri,http://www.wikidata.org/entity/Q421023,en,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q717,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,wd:Q298
189,uri,http://www.wikidata.org/entity/Q6711261,en,literal,Líder,uri,http://www.wikidata.org/entity/Q298,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,wd:Q298
190,uri,http://www.wikidata.org/entity/Q6096347,en,literal,Radio Futura FM,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q298
191,uri,http://www.wikidata.org/entity/Q5856071,en,literal,Farmacias Cruz Verde,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-02T00:00:00Z,,,,,,,,,,wd:Q298
192,uri,http://www.wikidata.org/entity/Q6047736,en,literal,OK Market,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,wd:Q298
193,uri,http://www.wikidata.org/entity/Q1053372,en,literal,Cencosud,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q14484, http://www.wikidata.org/entity/Q2887",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,,,,wd:Q298
194,uri,http://www.wikidata.org/entity/Q1130956,en,literal,Copec,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q14484,literal,,,,,,,,,,,,,,wd:Q298
195,uri,http://www.wikidata.org/entity/Q5331091,en,literal,Easy,uri,http://www.wikidata.org/entity/Q739,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2887,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,,,,,,,wd:Q298
196,uri,http://www.wikidata.org/entity/Q3059212,en,literal,Etc...TV,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2383556,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,wd:Q298
