,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,markcap.datatype,markcap.type,markcap.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
197,uri,http://www.wikidata.org/entity/Q51918515,en,literal,Hilton Cairns,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,en,literal,Hilton Cairns,,,,,,,,,,,,,,,,wd:Q408
198,uri,http://www.wikidata.org/entity/Q47464223,en,literal,One.Tel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3114,literal,,en,literal,One.Tel Pty Ltd,,,,,,,,,,,,,,,,wd:Q408
199,uri,http://www.wikidata.org/entity/Q12521502,en,literal,Timezone,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3183,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
200,uri,http://www.wikidata.org/entity/Q3116101,en,literal,Green Left Weekly,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
201,uri,http://www.wikidata.org/entity/Q64329386,en,literal,Bell Batteries,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q2822895,literal,,literal,,literal,"http://www.wikidata.org/entity/Q3224, http://www.wikidata.org/entity/Q3130",literal,http://www.wikidata.org/entity/Q295382,en,literal,Bell Batteries Pty Ltd,,,,,,,,,,,,,,,,wd:Q408
202,uri,http://www.wikidata.org/entity/Q5190093,en,literal,Crunch Fitness,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
203,uri,http://www.wikidata.org/entity/Q19589776,en,literal,Salsa's Fresh Mex Grill,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
204,uri,http://www.wikidata.org/entity/Q7687072,en,literal,TasRail,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q339527,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
205,uri,http://www.wikidata.org/entity/Q106606678,en,literal,Hawkesbury Gazette,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
206,uri,http://www.wikidata.org/entity/Q6030537,en,literal,InformIT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
207,uri,http://www.wikidata.org/entity/Q6979519,en,literal,National Youth Science Forum,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3114,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
208,uri,http://www.wikidata.org/entity/Q1506724,en,literal,Reserve Bank of Australia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,http://www.wikidata.org/entity/Q27922677,literal,http://www.wikidata.org/entity/Q1094194,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
209,uri,http://www.wikidata.org/entity/Q943097,en,literal,HSBC Bank Australia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171",literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,en,literal,HSBC Bank Australia Limited,,,,,,,,,,,,,,,,wd:Q408
210,uri,http://www.wikidata.org/entity/Q98599338,en,literal,Vodafone Australia,,,,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
211,uri,http://www.wikidata.org/entity/Q7987522,en,literal,Western Australian Herbarium,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q55604500, http://www.wikidata.org/entity/Q60760112",,,,,,,,,,,,,,,,,,,wd:Q408
212,uri,http://www.wikidata.org/entity/Q865038,en,literal,Optus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8700,,,,,,,,,,,,,wd:Q408
213,uri,http://www.wikidata.org/entity/Q7728647,en,literal,The Daily Examiner,http://www.w3.org/2001/XMLSchema#dateTime,literal,1859-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
214,uri,http://www.wikidata.org/entity/Q16923572,en,literal,MinterEllison,http://www.w3.org/2001/XMLSchema#dateTime,literal,1827-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
215,uri,http://www.wikidata.org/entity/Q19875858,en,literal,Mudgee Guardian and Gulgong Advertiser,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
216,uri,http://www.wikidata.org/entity/Q108254137,en,literal,Drop Bear Bytes,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q726992,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
217,uri,http://www.wikidata.org/entity/Q2567594,en,literal,Wicked Weasel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1952253,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
218,uri,http://www.wikidata.org/entity/Q66364477,en,literal,Kindermusik with Andrea Crosswell,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
219,uri,http://www.wikidata.org/entity/Q8049513,en,literal,Yarra Valley Water,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6881034,literal,,en,literal,Yarra Valley Water Corporation,,,,,,,,,,,,,,,,wd:Q408
220,uri,http://www.wikidata.org/entity/Q59849147,en,literal,Fantastic Services,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
221,uri,http://www.wikidata.org/entity/Q65118176,en,literal,Biteable,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-02-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
222,uri,http://www.wikidata.org/entity/Q60624251,en,literal,Solander Dining and Bar,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-12-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,en,literal,Solander Dining and Bar,,,,,,,,,,,,,,,,wd:Q408
223,uri,http://www.wikidata.org/entity/Q7712721,en,literal,The Advocate,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-11-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
224,uri,http://www.wikidata.org/entity/Q28448211,en,literal,Gilmour Space Technologies,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q2729047,literal,,literal,,literal,http://www.wikidata.org/entity/Q14935436,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
225,uri,http://www.wikidata.org/entity/Q2982390,en,literal,Cold Rock Ice Creamery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q1311064,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
226,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,,,,,,,,,,,,,wd:Q408
227,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
228,uri,http://www.wikidata.org/entity/Q108536518,en,literal,Flow Studio,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
229,uri,http://www.wikidata.org/entity/Q108278820,en,literal,Money Morning Australia,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q2142888,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
230,uri,http://www.wikidata.org/entity/Q107504180,en,literal,Azclear,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
231,uri,http://www.wikidata.org/entity/Q16252604,en,literal,iiNet,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q11371,literal,,literal,,literal,http://www.wikidata.org/entity/Q3976501,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
232,uri,http://www.wikidata.org/entity/Q110243886,en,literal,Loving Tan,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,25,,,,,,,,,,,,,wd:Q408
233,uri,http://www.wikidata.org/entity/Q21178908,en,literal,National Storage,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q401404,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,en,literal,NATIONAL STORAGE REIT,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2840016597,,,,,,,,,,wd:Q408
234,uri,http://www.wikidata.org/entity/Q108855867,en,literal,Tyrepower,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
235,uri,http://www.wikidata.org/entity/Q5385825,en,literal,Ergon Energy,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q190021,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
236,uri,http://www.wikidata.org/entity/Q99337542,en,literal,Luv A Le,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36074,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
237,uri,http://www.wikidata.org/entity/Q7574399,en,literal,Spearmint Rhino,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q983606,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
238,uri,http://www.wikidata.org/entity/Q99399262,en,literal,Crowne Plaza Terrigal Pacific,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q64576680,literal,,literal,,literal,,literal,,en,literal,Crowne Plaza Terrigal Pacific,,,,,,,,,,,,,,,,wd:Q408
239,uri,http://www.wikidata.org/entity/Q7185923,en,literal,Phillips Ormonde Fitzpatrick,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
240,uri,http://www.wikidata.org/entity/Q16837842,en,literal,BankVic,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
241,uri,http://www.wikidata.org/entity/Q11686945,en,literal,Jura Books,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
242,uri,http://www.wikidata.org/entity/Q105795220,en,literal,Evie Networks,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
243,uri,http://www.wikidata.org/entity/Q5190093,en,literal,Crunch Fitness,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
244,uri,http://www.wikidata.org/entity/Q4856151,en,literal,Bank of Melbourne,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
245,uri,http://www.wikidata.org/entity/Q110288149,en,literal,TAB,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
246,uri,http://www.wikidata.org/entity/Q110619267,en,literal,Chipmunks Playland & Café,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
247,uri,http://www.wikidata.org/entity/Q3521843,en,literal,The Mercury,http://www.w3.org/2001/XMLSchema#dateTime,literal,1854-07-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
248,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,,,,,,,,,,,,,wd:Q408
249,uri,http://www.wikidata.org/entity/Q99402407,en,literal,Knight Power Electrical,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36074,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
250,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,,,,,,,,,,,,,wd:Q408
251,uri,http://www.wikidata.org/entity/Q343225,en,literal,ActewAGL,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-10-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q21328659, http://www.wikidata.org/entity/Q12103756, http://www.wikidata.org/entity/Q844861",literal,,literal,,literal,http://www.wikidata.org/entity/Q3114,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
252,uri,http://www.wikidata.org/entity/Q5874846,en,literal,Hobbledehoy Record Co.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
253,uri,http://www.wikidata.org/entity/Q5574624,en,literal,GoGet,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q847201,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
254,uri,http://www.wikidata.org/entity/Q1606050,en,literal,St.George Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
255,uri,http://www.wikidata.org/entity/Q36690492,en,literal,Adapted Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
256,uri,http://www.wikidata.org/entity/Q109807592,en,literal,Cellarbrations,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
257,uri,http://www.wikidata.org/entity/Q5998827,en,literal,Illawarra Mercury,http://www.w3.org/2001/XMLSchema#dateTime,literal,1855-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
258,uri,http://www.wikidata.org/entity/Q55594454,en,literal,St Andrews Beach Brewery,,,,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q25866325, http://www.wikidata.org/entity/Q171141, http://www.wikidata.org/entity/Q131734",literal,,literal,,literal,http://www.wikidata.org/entity/Q36687,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
259,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q954,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,,,,,,,,,,,,,wd:Q408
260,uri,http://www.wikidata.org/entity/Q106702101,en,literal,Bunbury Mail,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q256711,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
261,uri,http://www.wikidata.org/entity/Q6683797,en,literal,Lost and Lonesome Recording Co.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
262,uri,http://www.wikidata.org/entity/Q3128675,en,literal,Havaianas,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q5915560,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
263,uri,http://www.wikidata.org/entity/Q51955248,en,literal,EarthWork Games,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
264,uri,http://www.wikidata.org/entity/Q1350021,en,literal,University of Wollongong,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q187861,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1477,,,,,,,,,,,,,wd:Q408
265,uri,http://www.wikidata.org/entity/Q20648697,en,literal,South32,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q1945600,literal,,literal,,literal,http://www.wikidata.org/entity/Q3183,literal,,en,literal,SOUTH32 LIMITED,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,16276187063,,,,,,,,,,wd:Q408
266,uri,http://www.wikidata.org/entity/Q63874463,en,literal,Episteme Health,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
267,uri,http://www.wikidata.org/entity/Q1640187,en,literal,Hydro Tasmania,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q2356921, http://www.wikidata.org/entity/Q844861, http://www.wikidata.org/entity/Q383973, http://www.wikidata.org/entity/Q200928",literal,,literal,,literal,http://www.wikidata.org/entity/Q40191,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1065,,,,,,,,,,,,,wd:Q408
268,uri,http://www.wikidata.org/entity/Q1142936,en,literal,"Australian Postal Corporation, Headquarters",http://www.w3.org/2001/XMLSchema#dateTime,literal,1901-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q49845,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,34457,,,,,,,,,,,,,wd:Q408
269,uri,http://www.wikidata.org/entity/Q5190093,en,literal,Crunch Fitness,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
270,uri,http://www.wikidata.org/entity/Q7165483,en,literal,People's Choice Credit Union,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q5112,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
271,uri,http://www.wikidata.org/entity/Q50977065,en,literal,Lavazza Australia Pty Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q4236462, http://www.wikidata.org/entity/Q211841, http://www.wikidata.org/entity/Q8486",literal,,literal,,literal,http://www.wikidata.org/entity/Q5685475,literal,,en,literal,Lavazza Australia Pty Ltd.,,,,,,,,,,,,,,,,wd:Q408
272,uri,http://www.wikidata.org/entity/Q6952833,en,literal,NBN Co,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
273,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
274,uri,http://www.wikidata.org/entity/Q4906646,en,literal,Big W,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q4883381,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
275,uri,http://www.wikidata.org/entity/Q4849261,en,literal,Bakers Delight,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2934668,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
276,uri,http://www.wikidata.org/entity/Q63367814,en,literal,Guardian,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
277,uri,http://www.wikidata.org/entity/Q71401280,en,literal,DoubleTree by Hilton Hotel Esplanade Darwin,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
278,uri,http://www.wikidata.org/entity/Q5738690,en,literal,Heritage Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q478302,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
