,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,markcap.datatype,markcap.type,markcap.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
463,uri,http://www.wikidata.org/entity/Q5004471,en,literal,Byron Shire Echo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
464,uri,http://www.wikidata.org/entity/Q547341,en,literal,Animal Logic,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
465,uri,http://www.wikidata.org/entity/Q7388435,en,literal,SABA,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q607081, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
466,uri,http://www.wikidata.org/entity/Q55623457,en,literal,Mistletone,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
467,uri,http://www.wikidata.org/entity/Q17957,en,literal,Lonely Planet,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,400,,,,,,,,,,,,,wd:Q408
468,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q408
469,uri,http://www.wikidata.org/entity/Q1053985,en,literal,Central Queensland University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q606162,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
470,uri,http://www.wikidata.org/entity/Q24189295,en,literal,Sparke Helmore Lawyers,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
471,uri,http://www.wikidata.org/entity/Q26205367,en,literal,Aunt Betty,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-04-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q49389,literal,,literal,,literal,http://www.wikidata.org/entity/Q140075,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
472,uri,http://www.wikidata.org/entity/Q3817132,en,literal,Krome Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q59593,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
473,uri,http://www.wikidata.org/entity/Q17118757,en,literal,Mount Franklin Water,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
474,uri,http://www.wikidata.org/entity/Q6177098,en,literal,Jemena,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q466707,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,en,literal,SGSP (Australia) Assets Pty Ltd,,,,,,,,,,,,,,,,wd:Q408
475,uri,http://www.wikidata.org/entity/Q111591434,en,literal,Bandai Namco Entertainment Australia,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
476,uri,http://www.wikidata.org/entity/Q22907727,en,literal,Dendy Cinemas,http://www.w3.org/2001/XMLSchema#dateTime,literal,1940-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
477,uri,http://www.wikidata.org/entity/Q73822167,en,literal,Mould Cleaning Australia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q48779726,literal,,literal,,literal,http://www.wikidata.org/entity/Q7851631,literal,,en,literal,Mould Cleaning Australia,,,,,,,,,,,,,,,,wd:Q408
478,uri,http://www.wikidata.org/entity/Q7306064,en,literal,Tasmanian Redline Coaches,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q339527,literal,,en,literal,Tasmanian Redline Coaches Pty. Ltd.,,,,,,,,,,,,,,,,wd:Q408
479,uri,http://www.wikidata.org/entity/Q17009440,en,literal,The Land,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
480,uri,http://www.wikidata.org/entity/Q6316068,en,literal,Just Jeans,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
481,uri,http://www.wikidata.org/entity/Q7988441,en,literal,Western Weekender,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
482,uri,http://www.wikidata.org/entity/Q107064571,en,literal,noissue,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
483,uri,http://www.wikidata.org/entity/Q109842872,en,literal,Sourced Consulting,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
484,uri,http://www.wikidata.org/entity/Q85845553,en,literal,Bondi Sands,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q15067276, http://www.wikidata.org/entity/Q12752882",literal,,literal,,literal,"http://www.wikidata.org/entity/Q1623026, http://www.wikidata.org/entity/Q99, http://www.wikidata.org/entity/Q84",literal,,,,,,,,,,,,,,,,,,,,wd:Q408
485,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q408
486,uri,http://www.wikidata.org/entity/Q106689581,en,literal,Skybound Capital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
487,uri,http://www.wikidata.org/entity/Q105392197,en,literal,Blowfish Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
488,uri,http://www.wikidata.org/entity/Q4896542,en,literal,Best & Less,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2279903,literal,,en,literal,BEST & LESS GROUP HOLDINGS LTD,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,438784255,,,,,,,,,,wd:Q408
489,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,wd:Q408
490,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
491,uri,http://www.wikidata.org/entity/Q55696290,en,literal,NextDC,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,en,literal,NEXTDC LIMITED,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5833332264,,,,,,,,,,wd:Q408
492,uri,http://www.wikidata.org/entity/Q83988050,en,literal,at+m marketing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q39809,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
493,uri,http://www.wikidata.org/entity/Q17957,en,literal,Lonely Planet,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,400,,,,,,,,,,,,,wd:Q408
494,uri,http://www.wikidata.org/entity/Q4959217,en,literal,Breadtop,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,http://www.wikidata.org/entity/Q408,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
495,uri,http://www.wikidata.org/entity/Q2046830,en,literal,Paladin Energy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3183,literal,,en,literal,PALADIN ENERGY LTD,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2638657372,,,,,,,,,,wd:Q408
496,uri,http://www.wikidata.org/entity/Q8034908,en,literal,Working Dog Productions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q11396960,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
497,uri,http://www.wikidata.org/entity/Q7758913,en,literal,The Queanbeyan Age,http://www.w3.org/2001/XMLSchema#dateTime,literal,1860-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
498,uri,http://www.wikidata.org/entity/Q107329058,en,literal,Cycliq Products Pty. Ltd.,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
499,uri,http://www.wikidata.org/entity/Q6939252,en,literal,Murray Goulburn Co-operative,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q1049218,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
500,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,,,,,,,,,,,,,wd:Q408
501,uri,http://www.wikidata.org/entity/Q5154660,en,literal,Beyond Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q35715,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
502,uri,http://www.wikidata.org/entity/Q16961831,en,literal,Service Seeking,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2918803,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
503,uri,http://www.wikidata.org/entity/Q200687,en,literal,Brambles Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q7406919,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,en,literal,BRAMBLES LIMITED,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,15048101205,,,,,,,,,,wd:Q408
504,uri,http://www.wikidata.org/entity/Q63367573,en,literal,UFS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q17856,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
505,uri,http://www.wikidata.org/entity/Q7939276,en,literal,TPG Telecom,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q418,literal,,literal,,literal,http://www.wikidata.org/entity/Q3276625,literal,,en,literal,TPG Telecom Limited,http://www.w3.org/2001/XMLSchema#decimal,literal,4500,http://www.w3.org/2001/XMLSchema#decimal,literal,12048534015,,,,,,,,,,wd:Q408
506,uri,http://www.wikidata.org/entity/Q19874622,en,literal,Inverell Times,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
507,uri,http://www.wikidata.org/entity/Q7671152,en,literal,TPG,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1769479,literal,,en,literal,TPG Internet Pty Ltd,,,,,,,,,,,,,,,,wd:Q408
508,uri,http://www.wikidata.org/entity/Q714641,en,literal,Australia and New Zealand Banking Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,en,literal,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,78552767545,,,,,,,,,,wd:Q408
509,uri,http://www.wikidata.org/entity/Q7336696,en,literal,Ritchies Stores,http://www.w3.org/2001/XMLSchema#dateTime,literal,1870-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1045308,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
510,uri,http://www.wikidata.org/entity/Q908144,en,literal,Wesfarmers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q778575,literal,,literal,,literal,http://www.wikidata.org/entity/Q3183,literal,,en,literal,WESFARMERS LIMITED,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,68517965824,,,,,,,,,,wd:Q408
511,uri,http://www.wikidata.org/entity/Q4943790,en,literal,Boost Mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,"http://www.wikidata.org/entity/Q49219, http://www.wikidata.org/entity/Q3130",literal,,,,,,,,,,,,,,,,,,,,wd:Q408
512,uri,http://www.wikidata.org/entity/Q28864757,en,literal,Honda Australia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-02-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1521059,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
513,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
514,uri,http://www.wikidata.org/entity/Q1810152,en,literal,The West Australian,http://www.w3.org/2001/XMLSchema#dateTime,literal,1833-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
515,uri,http://www.wikidata.org/entity/Q33252867,en,literal,League of Geeks,,,,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
516,uri,http://www.wikidata.org/entity/Q4056088,en,literal,Australian Prudential Regulation Authority,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,580,,,,,,,,,,,,,wd:Q408
517,uri,http://www.wikidata.org/entity/Q6786513,en,literal,Mater Health Services,http://www.w3.org/2001/XMLSchema#dateTime,literal,1906-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
518,uri,http://www.wikidata.org/entity/Q390216,en,literal,The Sydney Morning Herald,http://www.w3.org/2001/XMLSchema#dateTime,literal,1831-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
519,uri,http://www.wikidata.org/entity/Q7946950,en,literal,WAtoday,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-06-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5329137,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
520,uri,http://www.wikidata.org/entity/Q1816526,en,literal,Madman Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q173799,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
521,uri,http://www.wikidata.org/entity/Q111372942,en,literal,GYROstream,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,en,literal,GYROSTREAM PTY LTD,,,,,,,,,,,,,,,,wd:Q408
522,uri,http://www.wikidata.org/entity/Q7164594,en,literal,Penrite Oil Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
523,uri,http://www.wikidata.org/entity/Q99337583,en,literal,Kitchen Builders Queensland,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36074,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
524,uri,http://www.wikidata.org/entity/Q836945,en,literal,Newcrest Mining,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q1945600,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,en,literal,NEWCREST MINING LIMITED,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,20170848497,,,,,,,,,,wd:Q408
525,uri,http://www.wikidata.org/entity/Q295862,en,literal,ANZ Bank New Zealand,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-10-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
526,uri,http://www.wikidata.org/entity/Q93324097,en,literal,Qwilr,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1026829,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
527,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,,,,,,,,,,,,,wd:Q408
528,uri,http://www.wikidata.org/entity/Q6811908,en,literal,Melbourne University Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
529,uri,http://www.wikidata.org/entity/Q69595135,en,literal,Paris Creek Farms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q353997,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
530,uri,http://www.wikidata.org/entity/Q6955406,en,literal,NSW TrainLink,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
531,uri,http://www.wikidata.org/entity/Q7266511,en,literal,Qudos Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3130,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
532,uri,http://www.wikidata.org/entity/Q110288298,en,literal,99 Bikes,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4950813,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
533,uri,http://www.wikidata.org/entity/Q111631049,en,literal,Five Star Games,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,en,literal,Five Star Games Pty Ltd,,,,,,,,,,,,,,,,wd:Q408
534,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,,,,,,,,,,,,,wd:Q408
535,uri,http://www.wikidata.org/entity/Q10387761,en,literal,Universal Music Australia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q638,literal,,literal,,literal,,literal,,en,literal,Universal Music Australia,,,,,,,,,,,,,,,,wd:Q408
536,uri,http://www.wikidata.org/entity/Q550239,en,literal,Australian Recording Industry Association,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
537,uri,http://www.wikidata.org/entity/Q288778,en,literal,Icon Water Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q18449863,literal,,literal,,literal,http://www.wikidata.org/entity/Q371361,literal,,en,literal,Icon Water Limited,http://www.w3.org/2001/XMLSchema#decimal,literal,398,,,,,,,,,,,,,wd:Q408
538,uri,http://www.wikidata.org/entity/Q6421682,en,literal,Kmart Australia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
539,uri,http://www.wikidata.org/entity/Q5664888,en,literal,Harris Farm Markets,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
540,uri,http://www.wikidata.org/entity/Q48782120,en,literal,Chemist Warehouse,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,,,,,,,,,,,,,,,,,,,wd:Q408
