,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
1723,uri,http://www.wikidata.org/entity/Q113026444,,literal,Q113026444,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q264620,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1724,uri,http://www.wikidata.org/entity/Q1787806,,literal,Q1787806,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,de,literal,Kreissparkasse Saarpfalz,,,,,,,,,,,,,wd:Q183
1725,uri,http://www.wikidata.org/entity/Q112032955,,literal,Q112032955,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1726,uri,http://www.wikidata.org/entity/Q46216294,en,literal,Hotel Orania Berlin,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1727,uri,http://www.wikidata.org/entity/Q1204376,en,literal,Deutsche Verlags-Anstalt,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q56611639, http://www.wikidata.org/entity/Q29585661, http://www.wikidata.org/entity/Q29585658",literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1831-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1728,uri,http://www.wikidata.org/entity/Q2381223,en,literal,MediaMarkt,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3004,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-11-24T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1729,uri,http://www.wikidata.org/entity/Q327247,en,literal,ASICS,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q607081,literal,http://www.wikidata.org/entity/Q20640876,literal,,literal,http://www.wikidata.org/entity/Q48320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,9039,,,,,,,,,,,,,,,,wd:Q183
1730,uri,http://www.wikidata.org/entity/Q138363,en,literal,Schoeps,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1040,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1731,uri,http://www.wikidata.org/entity/Q1468453,en,literal,S. Hirzel Verlag,uri,http://www.wikidata.org/entity/Q1206012,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1022,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1853-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1732,uri,http://www.wikidata.org/entity/Q9325,en,literal,Lufthansa,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q29585633, http://www.wikidata.org/entity/Q2055808, http://www.wikidata.org/entity/Q1757562",literal,"http://www.wikidata.org/entity/Q974228, http://www.wikidata.org/entity/Q92434, http://www.wikidata.org/entity/Q1045681",literal,,literal,http://www.wikidata.org/entity/Q365,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q595622, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,138353,de,literal,DeutscheLufthansa AG,http://www.w3.org/2001/XMLSchema#decimal,literal,1213000000,http://www.w3.org/2001/XMLSchema#decimal,literal,42659000000,,,,,,,wd:Q183
1733,uri,http://www.wikidata.org/entity/Q300220,en,literal,AWG-Modecenter,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q80644,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2900,,,,,,,,,,,,,,,,wd:Q183
1734,uri,http://www.wikidata.org/entity/Q249173,en,literal,BMW Motorrad,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1735,uri,http://www.wikidata.org/entity/Q1784482,en,literal,Quellenhof,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1916-06-08T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1736,uri,http://www.wikidata.org/entity/Q644304,en,literal,EnBW,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q2151621",literal,,literal,,literal,http://www.wikidata.org/entity/Q1040,literal,http://www.wikidata.org/entity/Q874430,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,26064,de,literal,EnBW Energie Baden-Württemberg AG,,,,,,,,,,,,,wd:Q183
1737,uri,http://www.wikidata.org/entity/Q321889,en,literal,CineStar,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q1153108, http://www.wikidata.org/entity/Q41253",literal,,literal,,literal,http://www.wikidata.org/entity/Q2843,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1738,uri,http://www.wikidata.org/entity/Q1705051,en,literal,Kreissparkasse Bautzen,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1832-12-18T00:00:00Z,,,,de,literal,Kreissparkasse Bautzen,,,,,,,,,,,,,wd:Q183
1739,uri,http://www.wikidata.org/entity/Q2178540,en,literal,Räthgloben 1917 Verlag,uri,http://www.wikidata.org/entity/Q1206012,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1740,uri,http://www.wikidata.org/entity/Q573103,en,literal,TUI AG,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q9323634, http://www.wikidata.org/entity/Q49389",literal,http://www.wikidata.org/entity/Q1460107,literal,http://www.wikidata.org/entity/Q65445,literal,http://www.wikidata.org/entity/Q1715,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q466496, http://www.wikidata.org/entity/Q595622, http://www.wikidata.org/entity/Q1230458",http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-12-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1741,uri,http://www.wikidata.org/entity/Q15107359,en,literal,Bank Deutsches Kraftfahrzeuggewerbe,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1742,uri,http://www.wikidata.org/entity/Q1343869,en,literal,Stadtwerke Tübingen,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3806,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1930-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1743,uri,http://www.wikidata.org/entity/Q368535,en,literal,Four Music,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2013767,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1744,uri,http://www.wikidata.org/entity/Q18022453,en,literal,Sparkasse Westerwald-Sieg,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1745,uri,http://www.wikidata.org/entity/Q2531703,en,literal,Volksbank Franken,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q179252,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,257,,,,,,,,,,,,,,,,wd:Q183
1746,uri,http://www.wikidata.org/entity/Q1411376,en,literal,J. Bauer,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q259617,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1887-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,609,,,,,,,,,,,,,,,,wd:Q183
1747,uri,http://www.wikidata.org/entity/Q45296432,en,literal,Adlerhof,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1701-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1748,uri,http://www.wikidata.org/entity/Q811873,en,literal,Bausparkasse Schwäbisch Hall AG,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q14910,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,14033,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,66151739833.53,,,,,,,wd:Q183
1749,uri,http://www.wikidata.org/entity/Q27479401,,literal,Q27479401,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q980,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,38,de,literal,Raiffeisenbank im Grabfeld eG,,,,,,,,,,,,,wd:Q183
1750,uri,http://www.wikidata.org/entity/Q16740826,en,literal,Ruptly,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-07-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1751,uri,http://www.wikidata.org/entity/Q21036278,en,literal,EinDollarBrille,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3126,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-06-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,27,,,,,,,,,,,,,,,,wd:Q183
1752,uri,http://www.wikidata.org/entity/Q105366225,en,literal,Zum Kuhstall,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1753,uri,http://www.wikidata.org/entity/Q15134101,en,literal,VR-Bank Ismaning Hallbergmoos Neufahrn,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q254897,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-01-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,169,de,literal,Raiffeisenkasse Ismaning eGmbH,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,910600000,,,,,,,wd:Q183
1754,uri,http://www.wikidata.org/entity/Q27530,en,literal,Mercedes-Benz Group,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q190117,literal,"http://www.wikidata.org/entity/Q19297571, http://www.wikidata.org/entity/Q65445, http://www.wikidata.org/entity/Q86582, http://www.wikidata.org/entity/Q2156965, http://www.wikidata.org/entity/Q84587",literal,"http://www.wikidata.org/entity/Q68648, http://www.wikidata.org/entity/Q118816, http://www.wikidata.org/entity/Q112286",literal,http://www.wikidata.org/entity/Q1022,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q489978, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-11-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,172425,de,literal,Mercedes-Benz Group AG,http://www.w3.org/2001/XMLSchema#decimal,literal,4009000000,http://www.w3.org/2001/XMLSchema#decimal,literal,242988000000,,,,,,,wd:Q183
1755,uri,http://www.wikidata.org/entity/Q646071,en,literal,Rowohlt Verlag,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1756,uri,http://www.wikidata.org/entity/Q108925307,en,literal,Ippen Digital,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1757,uri,http://www.wikidata.org/entity/Q104804871,en,literal,ONE LOGIC,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4190,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1758,uri,http://www.wikidata.org/entity/Q54822032,en,literal,Glock Software,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1759,uri,http://www.wikidata.org/entity/Q115028084,en,literal,Candygun Games UG,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1760,uri,http://www.wikidata.org/entity/Q1537551,en,literal,Goodgame Studios,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1761,uri,http://www.wikidata.org/entity/Q2176418,en,literal,RUNNERS POINT,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3050,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1762,uri,http://www.wikidata.org/entity/Q558781,en,literal,Reclam,uri,http://www.wikidata.org/entity/Q16957,literal,http://www.wikidata.org/entity/Q1320047,literal,,literal,,literal,http://www.wikidata.org/entity/Q61658,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1828-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1763,uri,http://www.wikidata.org/entity/Q2282079,en,literal,SieMatic,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1957814,literal,,literal,,literal,http://www.wikidata.org/entity/Q14863,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1764,uri,http://www.wikidata.org/entity/Q30047899,en,literal,Hilton Garden Inn Stuttgart NeckarPark,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Garden Inn Stuttgart NeckarPark,,,,,,,,,,,,,wd:Q183
1765,uri,http://www.wikidata.org/entity/Q449852,en,literal,Vorwerk,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q29585300, http://www.wikidata.org/entity/Q29585055, http://www.wikidata.org/entity/Q29585054, http://www.wikidata.org/entity/Q212920, http://www.wikidata.org/entity/Q8148",literal,,literal,,literal,http://www.wikidata.org/entity/Q2107,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1883-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1766,uri,http://www.wikidata.org/entity/Q2124721,en,literal,Innogy,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q2316331, http://www.wikidata.org/entity/Q1341477",literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q595622, http://www.wikidata.org/entity/Q874430",http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-04-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1767,uri,http://www.wikidata.org/entity/Q45134665,en,literal,Winzerhof Wille,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1768,uri,http://www.wikidata.org/entity/Q2399969,en,literal,TeeGschwendner,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q12464,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1769,uri,http://www.wikidata.org/entity/Q1700015,en,literal,Dorint,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1770,uri,http://www.wikidata.org/entity/Q1956320,en,literal,myToys.de,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1771,uri,http://www.wikidata.org/entity/Q2289843,en,literal,sipgate,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1718,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,150,,,,,,,,,,,,,,,,wd:Q183
1772,uri,http://www.wikidata.org/entity/Q2307559,en,literal,Sparkasse Miltenberg-Obernburg,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q502681,literal,,,,,,,,de,literal,Sparkasse Miltenberg-Obernburg,,,,,,,,,,,,,wd:Q183
1773,uri,http://www.wikidata.org/entity/Q687017,en,literal,FernUniversität Hagen,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1774,uri,http://www.wikidata.org/entity/Q2373957,en,literal,Sylter Verkehrsgesellschaft,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q27998,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1775,uri,http://www.wikidata.org/entity/Q1815747,en,literal,Leiser Handelsgesellschaft,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2749,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1776,uri,http://www.wikidata.org/entity/Q108667990,en,literal,Stadtwerke Wittenberge,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q541956,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1777,uri,http://www.wikidata.org/entity/Q107475806,en,literal,Bräustüberl Weihenstephan,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1778,uri,http://www.wikidata.org/entity/Q570037,en,literal,Anson’s,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1718,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1000,,,,,,,,,,,,,,,,wd:Q183
1779,uri,http://www.wikidata.org/entity/Q69517093,en,literal,Magazino,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q170978,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1780,uri,http://www.wikidata.org/entity/Q1734365,en,literal,Sparkasse Oberlausitz-Niederschlesien,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q157200,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-09-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1781,uri,http://www.wikidata.org/entity/Q61997265,en,literal,Street One,uri,http://www.wikidata.org/entity/Q39,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q514571,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1782,uri,http://www.wikidata.org/entity/Q18287310,en,literal,Hamburger Edition,uri,http://www.wikidata.org/entity/Q183,literal,,literal,http://www.wikidata.org/entity/Q89175,literal,,literal,http://www.wikidata.org/entity/Q1619,literal,http://www.wikidata.org/entity/Q5644305,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-11-09T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1783,uri,http://www.wikidata.org/entity/Q1273405,en,literal,TEAG Thüringer Energie AG,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q25245117, http://www.wikidata.org/entity/Q1341477",literal,,literal,,literal,http://www.wikidata.org/entity/Q1729,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1688,,,,,,,,,,,,,,,,wd:Q183
1784,uri,http://www.wikidata.org/entity/Q1486563,en,literal,Volksbank Bielefeld-Gütersloh,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q3277997,literal,,literal,,literal,http://www.wikidata.org/entity/Q3771,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1892-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,774,,,,,,,,,,,,,,,,wd:Q183
1785,uri,http://www.wikidata.org/entity/Q15128927,en,literal,Sparkasse Freiburg-Nördlicher Breisgau,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1489938,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1826-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1786,uri,http://www.wikidata.org/entity/Q1191740,en,literal,Depot,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q505671,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1787,uri,http://www.wikidata.org/entity/Q1750561,en,literal,Manesse Verlag,uri,http://www.wikidata.org/entity/Q39,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1788,uri,http://www.wikidata.org/entity/Q1285319,en,literal,Edition Phantasia,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1320047,literal,,literal,,literal,http://www.wikidata.org/entity/Q552382,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1789,uri,http://www.wikidata.org/entity/Q327247,en,literal,ASICS,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q607081,literal,http://www.wikidata.org/entity/Q20640876,literal,,literal,http://www.wikidata.org/entity/Q48320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,9039,,,,,,,,,,,,,,,,wd:Q183
1790,uri,http://www.wikidata.org/entity/Q18397161,,literal,Q18397161,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q505534,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,271,de,literal,Volksbank Bühl eG,,,,,,,,,,,,,wd:Q183
1791,uri,http://www.wikidata.org/entity/Q158547,en,literal,Neues Deutschland,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q64, http://www.wikidata.org/entity/Q1683625",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-04-23T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1792,uri,http://www.wikidata.org/entity/Q2511382,en,literal,PolygonVatro,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10898,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1793,uri,http://www.wikidata.org/entity/Q220861,en,literal,Kontor Records,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
1794,uri,http://www.wikidata.org/entity/Q1030253,en,literal,Taylor Wessing,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q613142,literal,,literal,,literal,http://www.wikidata.org/entity/Q1718,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1100,,,,,,,,,,,,,,,,wd:Q183
