,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
0,uri,http://www.wikidata.org/entity/Q106077682,en,literal,Spree-Waldhotel,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
1,uri,http://www.wikidata.org/entity/Q28777575,en,literal,Logo,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2,uri,http://www.wikidata.org/entity/Q1415523,en,literal,Olymp Bezner,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7067,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
3,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q108936810, http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q874430",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q183
4,uri,http://www.wikidata.org/entity/Q318128,en,literal,AbeBooks,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q1718,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
5,uri,http://www.wikidata.org/entity/Q111119165,en,literal,Black Forest Hostel,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
6,uri,http://www.wikidata.org/entity/Q54974320,en,literal,Blinkist,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q75,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-08-21T00:00:00Z,,,,de,literal,Blinks Lab GmBh,,,,,,,,,,,,,wd:Q183
7,uri,http://www.wikidata.org/entity/Q109558465,en,literal,1a autoservice,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
8,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,,,,wd:Q183
9,uri,http://www.wikidata.org/entity/Q112161701,en,literal,von Reyher (Medien Agency),uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q56611639, http://www.wikidata.org/entity/Q1193236, http://www.wikidata.org/entity/Q846132, http://www.wikidata.org/entity/Q190637, http://www.wikidata.org/entity/Q180711, http://www.wikidata.org/entity/Q39809",literal,http://www.wikidata.org/entity/Q99570403,literal,,literal,http://www.wikidata.org/entity/Q2833,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-05-25T00:00:00Z,,,,de,literal,Carlo von Reyher Media,,,,,,,,,,,,,wd:Q183
10,uri,http://www.wikidata.org/entity/Q2275102,en,literal,Hänssler,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q527883,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
11,uri,http://www.wikidata.org/entity/Q881194,en,literal,Franckh-Kosmos,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q1022,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1822-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
12,uri,http://www.wikidata.org/entity/Q83258486,,literal,Q83258486,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q105230886,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1872-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
13,uri,http://www.wikidata.org/entity/Q107820251,en,literal,Tribe29 GmbH,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,,,,,,,de,literal,Tribe29 GmbH,,,,,,,,,,,,,wd:Q183
14,uri,http://www.wikidata.org/entity/Q2307691,,literal,Q2307691,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q524407,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1830-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
15,uri,http://www.wikidata.org/entity/Q106823533,en,literal,Grimminger,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2095,literal,,literal,,literal,http://www.wikidata.org/entity/Q2119,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
16,uri,http://www.wikidata.org/entity/Q110357070,en,literal,Ost-Apotheke,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
17,uri,http://www.wikidata.org/entity/Q1341596,en,literal,Enertrag,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q429574,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
18,uri,http://www.wikidata.org/entity/Q684415,en,literal,Bavarian Academy of Sciences and Humanities,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,http://www.wikidata.org/entity/Q42592812,literal,http://www.wikidata.org/entity/Q1726,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1759-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
19,uri,http://www.wikidata.org/entity/Q1437280,en,literal,Vivawest,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1660132,literal,,literal,,literal,"http://www.wikidata.org/entity/Q183908, http://www.wikidata.org/entity/Q2765",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
20,uri,http://www.wikidata.org/entity/Q80663321,,literal,Q80663321,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
21,uri,http://www.wikidata.org/entity/Q1385775,en,literal,Eyes + more,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q618211, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q9832,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,750,,,,,,,,,,,,,,,,wd:Q183
22,uri,http://www.wikidata.org/entity/Q75167458,,literal,Q75167458,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6961,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
23,uri,http://www.wikidata.org/entity/Q104779603,en,literal,Isar Aerospace,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2729047,literal,,literal,,literal,http://www.wikidata.org/entity/Q506388,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
24,uri,http://www.wikidata.org/entity/Q1202793,en,literal,DZ Hyp,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q29584334, http://www.wikidata.org/entity/Q1502514",literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
25,uri,http://www.wikidata.org/entity/Q1514244,en,literal,GTAI,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,302,,,,,,,,,,,,,,,,wd:Q183
26,uri,http://www.wikidata.org/entity/Q114916771,en,literal,Elbenwald,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
27,uri,http://www.wikidata.org/entity/Q278880,en,literal,A. Lange & Söhne,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q107598010, http://www.wikidata.org/entity/Q41767",literal,,literal,,literal,"http://www.wikidata.org/entity/Q6696, http://www.wikidata.org/entity/Q4204",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1845-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
28,uri,http://www.wikidata.org/entity/Q112159676,en,literal,Edition Pommern,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4065,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
29,uri,http://www.wikidata.org/entity/Q1749632,en,literal,PSD Bank Karlsruhe-Neustadt,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1040,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,163,de,literal,PSD Bank Karlsruhe-Neustadt eG,,,,,,,,,,,,,wd:Q183
30,uri,http://www.wikidata.org/entity/Q99976320,en,literal,Little John Bikes,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1731,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
31,uri,http://www.wikidata.org/entity/Q18288305,en,literal,Volksbank Main-Tauber,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q61912, http://www.wikidata.org/entity/Q61724",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1862-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,415,,,,,,,,,,,,,,,,wd:Q183
32,uri,http://www.wikidata.org/entity/Q156959,en,literal,Merck KGaA,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q29584494, http://www.wikidata.org/entity/Q507443, http://www.wikidata.org/entity/Q207652",literal,"http://www.wikidata.org/entity/Q27882872, http://www.wikidata.org/entity/Q1730077, http://www.wikidata.org/entity/Q22007263",literal,,literal,http://www.wikidata.org/entity/Q21037322,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q180816, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q595622, http://www.wikidata.org/entity/Q874430",http://www.w3.org/2001/XMLSchema#dateTime,literal,1668-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,60348,,,,,,,,,,,,,,,,wd:Q183
33,uri,http://www.wikidata.org/entity/Q1028155,en,literal,Cambio CarSharing,uri,http://www.wikidata.org/entity/Q31,literal,http://www.wikidata.org/entity/Q847201,literal,,literal,,literal,http://www.wikidata.org/entity/Q24879,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
34,uri,http://www.wikidata.org/entity/Q2600868,en,literal,Yorma’s,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1751445,literal,,literal,,literal,http://www.wikidata.org/entity/Q509566,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
35,uri,http://www.wikidata.org/entity/Q112916015,,literal,Q112916015,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1415356,literal,,literal,,literal,http://www.wikidata.org/entity/Q1022,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
36,uri,http://www.wikidata.org/entity/Q12165977,en,literal,Fora,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1899,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
37,uri,http://www.wikidata.org/entity/Q26794510,en,literal,VR-Bank in Mittelbaden eG,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q81169,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,198,,,,,,,,,,,,,,,,wd:Q183
38,uri,http://www.wikidata.org/entity/Q1479654,en,literal,Wiley,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q138578,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1807-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
39,uri,http://www.wikidata.org/entity/Q19968129,en,literal,Business Metropole Ruhr,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2066,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
40,uri,http://www.wikidata.org/entity/Q1728446,en,literal,Korn Ferry,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q63348704, http://www.wikidata.org/entity/Q2029911",literal,,literal,,literal,"http://www.wikidata.org/entity/Q1794, http://www.wikidata.org/entity/Q65",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-11-14T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
41,uri,http://www.wikidata.org/entity/Q18029279,en,literal,Volksbank Delmenhorst Schierbrok,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1904-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,87,,,,,,,,,,,,,,,,wd:Q183
42,uri,http://www.wikidata.org/entity/Q18287304,en,literal,Volksbank Halle (Saale) eG,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2814,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,212,,,,,,,,,,,,,,,,wd:Q183
43,uri,http://www.wikidata.org/entity/Q1787788,en,literal,Kreissparkasse Köln,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q29584334,literal,,literal,,literal,http://www.wikidata.org/entity/Q1451269,literal,,,,,,,,de,literal,Kreissparkasse Köln,http://www.w3.org/2001/XMLSchema#decimal,literal,61172601.08,http://www.w3.org/2001/XMLSchema#decimal,literal,24990442919.2,,,,,,,wd:Q183
44,uri,http://www.wikidata.org/entity/Q2307490,en,literal,Sparkasse Jena-Saale-Holzland,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3150,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
45,uri,http://www.wikidata.org/entity/Q79857921,en,literal,Bodeta Süßwaren GmbH,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q525392,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
46,uri,http://www.wikidata.org/entity/Q1369016,en,literal,Nord-Ostsee Sparkasse,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3798,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
47,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q318418, http://www.wikidata.org/entity/Q1718",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,,,,wd:Q183
48,uri,http://www.wikidata.org/entity/Q456382,en,literal,Völkl,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64087,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1884-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
49,uri,http://www.wikidata.org/entity/Q153838,en,literal,Grünenthal GmbH,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,"http://www.wikidata.org/entity/Q4068, http://www.wikidata.org/entity/Q1017",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-29T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4900,de,literal,Grünenthal GmbH,,,,,,,,,,,,,wd:Q183
50,uri,http://www.wikidata.org/entity/Q22238198,en,literal,bildundtonfabrik,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q941594,literal,http://www.wikidata.org/entity/Q1443742,literal,,literal,http://www.wikidata.org/entity/Q897382,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,de,literal,btf GmbH,,,,,,,,,,,,,wd:Q183
51,uri,http://www.wikidata.org/entity/Q1211263,en,literal,Die Bergische Krankenkasse,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2942,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,150,,,,,,,,,,,,,,,,wd:Q183
52,uri,http://www.wikidata.org/entity/Q706421,en,literal,New Yorker,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2773,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
53,uri,http://www.wikidata.org/entity/Q1737542,,literal,Q1737542,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1907-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
54,uri,http://www.wikidata.org/entity/Q104641083,en,literal,Flow Fire Games,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
55,uri,http://www.wikidata.org/entity/Q136570,en,literal,Zalando SE,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q595622, http://www.wikidata.org/entity/Q874430",http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,14194,,,,,,,,,,,,,,,,wd:Q183
56,uri,http://www.wikidata.org/entity/Q5203037,en,literal,d&b audiotechnik,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q7248058,literal,,literal,,literal,http://www.wikidata.org/entity/Q14947,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-04-18T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,500,,,,,,,,,,,,,,,,wd:Q183
57,uri,http://www.wikidata.org/entity/Q815803,en,literal,Bellaphon,uri,http://www.wikidata.org/entity/Q713750,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1794,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,de,literal,Bellaphon,,,,,,,,,,,,,wd:Q183
58,uri,http://www.wikidata.org/entity/Q15638722,en,literal,Stadtwerke Baden-Baden,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q107594896, http://www.wikidata.org/entity/Q29585621, http://www.wikidata.org/entity/Q29584659, http://www.wikidata.org/entity/Q1803786, http://www.wikidata.org/entity/Q1061108",literal,,literal,,literal,http://www.wikidata.org/entity/Q4100,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1845-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,346,,,,,,,,,,,,,,,,wd:Q183
59,uri,http://www.wikidata.org/entity/Q1273447,en,literal,E. A. Seemann,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2079,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1858-01-01T00:00:00Z,,,,de,literal,Seemann Henschel GmbH & Co. KG,,,,,,,,,,,,,wd:Q183
60,uri,http://www.wikidata.org/entity/Q158867,en,literal,Century Media Records,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1295,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
61,uri,http://www.wikidata.org/entity/Q85845553,en,literal,Bondi Sands,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q15067276, http://www.wikidata.org/entity/Q12752882",literal,,literal,,literal,"http://www.wikidata.org/entity/Q1623026, http://www.wikidata.org/entity/Q99, http://www.wikidata.org/entity/Q84",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
62,uri,http://www.wikidata.org/entity/Q2698092,en,literal,Gamigo AG,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
63,uri,http://www.wikidata.org/entity/Q84029894,en,literal,Hampton by Hilton Nuremberg City Centre,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,en,literal,Hampton by Hilton Nuremberg City Centre,,,,,,,,,,,,,wd:Q183
64,uri,http://www.wikidata.org/entity/Q1723381,en,literal,Kamps,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q163917,literal,"http://www.wikidata.org/entity/Q448445, http://www.wikidata.org/entity/Q595622",http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
65,uri,http://www.wikidata.org/entity/Q23819508,en,literal,Aut Records,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
66,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804, http://www.wikidata.org/entity/Q874430",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q183
67,uri,http://www.wikidata.org/entity/Q42173449,en,literal,Hotel Rotes Ross,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
68,uri,http://www.wikidata.org/entity/Q56419996,,literal,Q56419996,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q980,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
69,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,,,,de,literal,Omoda,,,,,,,,,,,,,wd:Q183
70,uri,http://www.wikidata.org/entity/Q112652395,en,literal,Langskeller,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
71,uri,http://www.wikidata.org/entity/Q103162514,en,literal,EWE Go,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2936,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
72,uri,http://www.wikidata.org/entity/Q1926291,en,literal,Mey,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7019,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
73,uri,http://www.wikidata.org/entity/Q313882,en,literal,Knorr,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q107601756,literal,,literal,,literal,http://www.wikidata.org/entity/Q715,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1838-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
