,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,country
12,uri,http://www.wikidata.org/entity/Q17070912,en,literal,The Independent,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1036
13,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1033,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,wd:Q1036
14,uri,http://www.wikidata.org/entity/Q4859965,en,literal,Absa Bank Uganda Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
15,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,wd:Q1036
16,uri,http://www.wikidata.org/entity/Q6978490,en,literal,National Social Security Fund,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q7550804,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
17,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1041,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,wd:Q1036
18,uri,http://www.wikidata.org/entity/Q7102281,en,literal,Orient Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
19,uri,http://www.wikidata.org/entity/Q5768109,en,literal,Hipipo,,,,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1036
20,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,wd:Q1036
21,uri,http://www.wikidata.org/entity/Q63790123,en,literal,Hilton Garden Inn Kampala,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,,literal,,en,literal,Hilton Garden Inn Kampala,,,,wd:Q1036
22,uri,http://www.wikidata.org/entity/Q16991766,en,literal,K2 Telecom,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
23,uri,http://www.wikidata.org/entity/Q3431904,en,literal,Rift Valley Railways Consortium,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q3870,literal,,,,,,,,wd:Q1036
24,uri,http://www.wikidata.org/entity/Q487300,en,literal,Bank of Uganda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,http://www.wikidata.org/entity/Q5373353,literal,http://www.wikidata.org/entity/Q3894,literal,http://www.wikidata.org/entity/Q55722095,,,,,,,wd:Q1036
25,uri,http://www.wikidata.org/entity/Q105713850,en,literal,Nymy Media,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,"http://www.wikidata.org/entity/Q1323528, http://www.wikidata.org/entity/Q453181, http://www.wikidata.org/entity/Q11033",literal,http://www.wikidata.org/entity/Q106575233,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,en-gb,literal,Nymy Media,,,,wd:Q1036
26,uri,http://www.wikidata.org/entity/Q106647360,en,literal,Kubwa Five Safaris,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q49389,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
27,uri,http://www.wikidata.org/entity/Q6979352,en,literal,National Water and Sewerage Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
28,uri,http://www.wikidata.org/entity/Q7887506,en,literal,United Bank for Africa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
29,uri,http://www.wikidata.org/entity/Q7881483,en,literal,Umeme,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
30,uri,http://www.wikidata.org/entity/Q96361598,en,literal,Robert Kabushenga,,,,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1036
31,uri,http://www.wikidata.org/entity/Q97355319,en,literal,NBS Television,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-06-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1036
32,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q114,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,wd:Q1036
33,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q948,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,wd:Q1036
34,uri,http://www.wikidata.org/entity/Q17061030,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q117,literal,http://www.wikidata.org/entity/Q126793,literal,http://www.wikidata.org/entity/Q59750463,literal,,literal,http://www.wikidata.org/entity/Q1024647,literal,,en,literal,Jumia,http://www.w3.org/2001/XMLSchema#decimal,literal,5000,wd:Q1036
35,uri,http://www.wikidata.org/entity/Q5059068,en,literal,Centenary Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q6753788,literal,,,,,,,,wd:Q1036
36,uri,http://www.wikidata.org/entity/Q15917578,en,literal,East African Business Week,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q1036
37,uri,http://www.wikidata.org/entity/Q18387190,en,literal,Karuhanga Tabaro & Associates,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
38,uri,http://www.wikidata.org/entity/Q3431904,en,literal,Rift Valley Railways Consortium,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q114,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q3870,literal,,,,,,,,wd:Q1036
39,uri,http://www.wikidata.org/entity/Q7845759,en,literal,Tropical Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3894,literal,,,,,,,,wd:Q1036
40,uri,http://www.wikidata.org/entity/Q97781970,en,literal,Visit Africa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-08-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q1036,literal,http://www.wikidata.org/entity/Q49389,literal,http://www.wikidata.org/entity/Q106617211,literal,,literal,http://www.wikidata.org/entity/Q59451296,literal,,,,,,,,wd:Q1036
