,company.type,company.value,owner.type,owner.value
0,uri,http://www.wikidata.org/entity/Q115327101,uri,http://www.wikidata.org/entity/Q16479983
1,uri,http://www.wikidata.org/entity/Q63863118,uri,http://www.wikidata.org/entity/Q5759361
